CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,2.6,1.4,3.6,2.4,124.0,118.0,982.0,985.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,0.0,2.8,0.0,4.2,11.0,3.0,792.0,845.0,
3,55,45.0,16.0,13.0,400.0,750.0,,,3.4,1.8,4.9,2.9,237.0,275.0,855.0,870.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,5.2,2.4,7.2,4.2,674.0,671.0,803.0,809.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,6.2,4.2,9.0,6.6,12.0,12.0,937.0,955.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.9,0.3,1.0,0.8,341.0,344.0,584.0,586.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,3.0,53.0,55.0,722.0,710.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.1,1.5,3.7,1.7,385.0,386.0,492.0,498.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,4.5,1.9,6.9,2.7,383.0,389.0,506.0,507.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,6.4,0.0,9.6,0.0,511.0,516.0,696.0,696.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,4.8,0.0,7.2,0.0,204.0,201.0,333.0,327.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.6,3.0,7.6,3.8,13.0,10.0,754.0,762.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,5.6,3.6,8.6,5.2,685.0,686.0,829.0,829.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,5.3,2.7,7.8,4.2,8.0,23.0,711.0,697.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,3.2,0.0,4.8,0.0,165.0,163.0,300.0,301.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,0.0,7.6,0.0,11.4,64.0,78.0,553.0,574.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,0.8,0.0,1.2,0.0,666.0,655.0,942.0,954.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,4.8,0.0,7.2,0.0,201.0,194.0,584.0,599.0,
