CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,5.9,4.1,906.0,967.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,21.2,8.8,824.0,871.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,62.0,149.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,10.0,723.0,786.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,7.1,2.9,12.0,71.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,12.0,8.0,615.0,702.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,10.9,9.1,170.0,226.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,20.0,249.0,328.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,534.0,605.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,354.0,414.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.8,3.2,446.0,506.0,
12,25,85.0,8.0,20.0,0.0,741.6,,,20.0,0.0,647.0,727.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,20.5,9.5,23.0,95.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,6.9,3.1,561.0,621.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,382.0,430.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,28.4,11.6,471.0,529.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,14.4,5.6,99.0,151.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,13.5,6.5,179.0,259.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,272.0,349.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,10.0,73.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,0.0,20.0,912.0,968.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,20.0,806.0,889.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,6.5,3.5,732.0,781.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,59.0,146.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,24.7,15.3,169.0,227.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,5.7,4.3,620.0,706.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,0.0,10.0,257.0,320.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,20.0,0.0,544.0,594.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,5.7,4.3,356.0,406.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,6.1,3.9,449.0,508.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,20.0,196.0,239.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,24.0,104.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,21.0,19.0,80.0,161.0,
34,8,45.0,8.0,20.0,494.4,927.0,,,20.0,0.0,746.0,819.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,5.6,4.4,278.0,346.0,
36,5,45.0,16.0,10.0,0.0,741.6,,,6.2,3.8,663.0,716.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,20.0,0.0,378.0,437.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,30.0,0.0,474.0,524.0,
39,0,45.0,8.0,20.0,0.0,741.6,,,0.0,20.0,565.0,628.0,
40,35,30.0,16.0,10.0,0.0,741.6,,,5.5,4.5,259.0,321.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,161.0,240.0,
42,33,32.0,16.0,20.0,0.0,741.6,,,12.5,7.5,68.0,157.0,
43,33,35.0,16.0,10.0,0.0,741.6,,,5.6,4.4,11.0,83.0,
44,32,30.0,16.0,10.0,0.0,741.6,,,6.4,3.6,355.0,416.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,6.2,3.8,539.0,605.0,
46,30,32.0,16.0,30.0,0.0,741.6,,,18.4,11.6,445.0,512.0,
47,30,35.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,1046.0,1133.0,
48,28,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,626.0,696.0,
