CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,20.0,0.0,39.0,191.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,30.0,17.0,169.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,10.0,94.0,154.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,24.2,15.8,61.0,202.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,20.0,0.0,27.0,201.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,60.0,166.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,13.8,6.2,53.0,134.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,5.8,4.2,66.0,148.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,11.0,9.0,52.0,160.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,30.0,0.0,103.0,162.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,22.9,17.1,31.0,157.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,13.2,6.8,29.0,154.0,
13,5,35.0,8.0,10.0,0.0,144.0,,,0.0,10.0,45.0,198.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,10.0,0.0,23.0,209.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,32.0,172.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,12.3,7.7,37.0,144.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,11.9,8.1,37.0,201.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,14.6,5.4,68.0,135.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,28.6,11.4,30.0,149.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,6.5,3.5,86.0,185.0,
