CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,0.0,20.0,579.0,899.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,18.5,11.5,48.0,350.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,0.0,10.0,472.0,588.0,
4,20,80.0,16.0,40.0,384.0,720.0,,,26.4,13.6,393.0,949.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,6.0,414.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,13.7,6.3,225.0,683.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,270.0,439.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,5.6,4.4,243.0,599.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,204.0,633.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,30.0,0.0,461.0,694.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,40.0,0.0,21.0,532.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,0.0,20.0,146.0,411.0,
13,5,35.0,8.0,10.0,384.0,720.0,,,0.0,10.0,313.0,927.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,7.1,2.9,6.0,479.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,11.9,8.1,2.0,565.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,197.0,431.0,
17,0,45.0,16.0,20.0,384.0,720.0,,,12.8,7.2,344.0,950.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,0.0,20.0,326.0,460.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,28.6,11.4,195.0,434.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,6.6,3.4,496.0,698.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,7.0,3.0,144.0,410.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,40.0,0.0,255.0,620.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,21.3,8.7,27.0,531.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,6.8,3.2,587.0,883.0,
25,35,5.0,16.0,20.0,384.0,720.0,,,12.0,8.0,330.0,953.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,20.3,9.7,501.0,671.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,11.3,8.7,6.0,704.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,6.3,3.7,43.0,365.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,6.0,4.0,117.0,385.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,5.7,4.3,104.0,505.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,13.1,6.9,80.0,371.0,
32,87,30.0,8.0,10.0,624.0,960.0,,,0.0,10.0,550.0,819.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,0.0,10.0,14.0,684.0,
34,85,35.0,8.0,30.0,384.0,720.0,,,0.0,30.0,460.0,641.0,
35,67,85.0,8.0,20.0,384.0,720.0,,,0.0,20.0,370.0,932.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,40.0,0.0,6.0,751.0,
37,65,82.0,16.0,10.0,384.0,720.0,,,6.3,3.7,525.0,713.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,19.2,10.8,122.0,556.0,
39,60,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,13.0,850.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,20.1,9.9,221.0,575.0,
41,58,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,191.0,690.0,
42,55,80.0,16.0,10.0,0.0,576.0,,,5.4,4.6,21.0,642.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,0.0,20.0,532.0,721.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,0.0,10.0,51.0,533.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,0.0,10.0,16.0,723.0,
46,18,80.0,16.0,10.0,384.0,720.0,,,5.5,4.5,435.0,684.0,
47,2,45.0,16.0,10.0,0.0,576.0,,,5.5,4.5,28.0,386.0,
48,42,5.0,16.0,10.0,624.0,960.0,,,6.2,3.8,615.0,913.0,
49,42,12.0,8.0,10.0,0.0,576.0,,,0.0,10.0,412.0,584.0,
50,72,35.0,16.0,30.0,384.0,720.0,,,17.2,12.8,460.0,678.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
