CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,24.0,10.0,0.0,741.6,,,1.9,1.3,0.8,0.0,2.8,2.0,1.2,0.0,0.0,0.0,1199.0,1157.0,
2,45,70.0,24.0,30.0,0.0,741.6,,,7.0,4.4,0.0,0.7,9.5,8.1,0.0,0.4,0.0,0.0,1166.0,1206.0,
3,42,66.0,24.0,10.0,0.0,741.6,,,2.3,1.5,0.0,0.2,3.3,1.9,0.0,0.8,0.0,0.0,1187.0,1187.0,
4,42,68.0,24.0,10.0,494.4,927.0,,,2.3,1.4,0.0,0.3,3.1,2.2,0.0,0.7,721.0,721.0,782.0,782.0,
5,42,65.0,32.0,10.0,0.0,741.6,,,1.6,1.5,0.6,0.2,2.4,2.0,1.2,0.4,0.0,0.0,1162.0,1169.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1147.0,1187.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1184.0,1208.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,6.6,0.0,0.0,1.4,9.7,0.0,0.0,2.3,250.0,248.0,328.0,328.0,
9,38,70.0,24.0,10.0,0.0,741.6,,,2.1,1.2,0.7,0.0,2.9,1.8,1.3,0.0,528.0,528.0,606.0,609.0,
10,35,66.0,24.0,10.0,0.0,741.6,,,2.1,1.6,0.0,0.4,3.3,2.0,0.0,0.7,0.0,0.0,1166.0,1208.0,
11,35,69.0,32.0,10.0,0.0,741.6,,,1.5,1.2,0.9,0.4,2.9,1.5,0.9,0.7,445.0,445.0,506.0,505.0,
12,25,85.0,24.0,20.0,0.0,741.6,,,0.0,4.8,2.4,0.9,0.0,6.2,5.4,0.4,0.0,0.0,1111.0,1201.0,
13,22,75.0,24.0,30.0,0.0,741.6,,,5.6,4.4,2.0,0.0,8.6,5.8,3.6,0.0,27.0,26.0,94.0,97.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1191.0,1167.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,380.0,381.0,431.0,430.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,0.0,9.6,6.4,0.0,0.0,12.6,11.4,0.0,0.0,0.0,1143.0,1180.0,
17,18,75.0,24.0,20.0,0.0,741.6,,,0.0,4.2,2.1,1.7,0.0,6.1,3.5,2.5,0.0,0.0,1204.0,1171.0,
18,15,75.0,32.0,20.0,0.0,741.6,,,3.4,2.7,1.3,0.6,4.6,4.1,2.5,0.8,0.0,0.0,1184.0,1116.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1167.0,1112.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1159.0,1150.0,
21,30,52.0,8.0,20.0,0.0,741.6,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,1224.0,1213.0,
22,28,52.0,32.0,20.0,0.0,741.6,,,3.3,2.3,1.8,0.6,5.6,3.4,2.7,0.4,0.0,0.0,1154.0,1204.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,729.0,729.0,779.0,779.0,
24,25,50.0,24.0,10.0,0.0,741.6,,,2.6,0.0,0.8,0.6,4.1,0.0,1.4,0.5,0.0,0.0,1225.0,1203.0,
25,25,52.0,32.0,40.0,0.0,741.6,,,6.2,5.6,3.1,1.0,10.9,5.9,5.2,2.0,166.0,168.0,227.0,229.0,
26,25,55.0,24.0,10.0,0.0,741.6,,,1.9,1.3,0.8,0.0,2.9,2.0,1.1,0.0,0.0,0.0,1232.0,1203.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1228.0,1190.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1184.0,1152.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,2.5,0.0,1.5,0.0,4.6,0.0,1.4,0.0,0.0,0.0,1198.0,1141.0,
30,20,55.0,32.0,10.0,0.0,741.6,,,1.9,1.0,0.9,0.2,2.6,2.2,0.9,0.3,0.0,0.0,1182.0,1168.0,
31,10,35.0,24.0,20.0,0.0,741.6,,,0.0,4.9,2.2,0.9,0.0,7.1,2.9,2.0,0.0,0.0,1164.0,1129.0,
32,10,40.0,32.0,30.0,0.0,741.6,,,6.1,3.5,2.0,0.3,7.6,4.5,4.0,2.0,0.0,0.0,1160.0,1208.0,
33,8,40.0,32.0,40.0,0.0,741.6,,,7.2,5.1,3.4,0.3,9.6,7.3,5.5,1.5,0.0,0.0,1208.0,1164.0,
