CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,6.1,3.9,0.0,986.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,5.1,1.9,0.0,986.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,0.0,13.0,0.0,980.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,11.7,7.3,617.0,877.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,26.0,0.0,996.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,1.6,1.4,344.0,597.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,5.0,0.0,977.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,9.0,323.0,571.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,16.0,308.0,573.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,11.3,4.7,482.0,742.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,7.0,5.0,140.0,391.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,12.3,6.7,0.0,982.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,13.0,10.0,619.0,894.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,20.0,0.0,16.0,290.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,8.0,99.0,375.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,19.0,0.0,203.0,455.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,1.5,0.5,677.0,945.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,8.3,3.7,270.0,545.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,17.0,182.0,458.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,9.0,0.0,493.0,748.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,6.2,4.8,0.0,973.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,18.0,326.0,579.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,15.9,13.1,144.0,405.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,3.0,0.0,646.0,910.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,3.4,2.6,709.0,956.0,
26,45,30.0,8.0,17.0,0.0,600.0,,,0.0,17.0,0.0,989.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,10.9,5.1,42.0,312.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,9.5,6.5,57.0,327.0,
29,64,42.0,8.0,9.0,0.0,600.0,,,0.0,9.0,121.0,386.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,12.7,8.3,179.0,447.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,15.9,11.1,0.0,987.0,
32,35,69.0,8.0,23.0,650.0,1000.0,,,23.0,0.0,584.0,856.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,6.8,4.2,21.0,270.0,
34,65,55.0,16.0,14.0,0.0,600.0,,,9.2,4.8,0.0,984.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,4.9,3.1,628.0,888.0,
36,2,60.0,16.0,5.0,0.0,600.0,,,2.9,2.1,37.0,284.0,
37,20,20.0,8.0,8.0,0.0,600.0,,,8.0,0.0,0.0,970.0,
38,5,5.0,8.0,16.0,0.0,600.0,,,0.0,16.0,228.0,498.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,18.1,12.9,27.0,275.0,
40,40,25.0,16.0,9.0,0.0,600.0,,,5.6,3.4,275.0,536.0,
41,42,7.0,16.0,5.0,0.0,600.0,,,3.3,1.7,324.0,582.0,
42,24,12.0,16.0,5.0,0.0,600.0,,,3.2,1.8,10.0,281.0,
43,23,3.0,16.0,7.0,400.0,750.0,,,4.0,3.0,531.0,793.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,11.9,6.1,156.0,431.0,
45,6,38.0,8.0,16.0,0.0,600.0,,,16.0,0.0,13.0,286.0,
46,2,48.0,8.0,1.0,400.0,750.0,,,1.0,0.0,447.0,694.0,
47,8,56.0,8.0,27.0,0.0,600.0,,,0.0,27.0,28.0,303.0,
48,13,52.0,8.0,36.0,0.0,600.0,,,0.0,36.0,0.0,974.0,
49,6,68.0,8.0,30.0,400.0,750.0,,,30.0,0.0,379.0,655.0,
50,47,47.0,8.0,13.0,0.0,600.0,,,0.0,13.0,0.0,976.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
