CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,624.0,960.0,,,5.0,3.0,7.3,4.7,597.0,599.0,875.0,877.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,7.0,5.0,12.6,5.4,75.0,80.0,346.0,335.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,2.6,1.4,3.5,2.5,404.0,398.0,662.0,660.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,16.0,0.0,24.0,0.0,579.0,575.0,844.0,846.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,4.9,3.1,8.0,4.0,17.0,19.0,297.0,292.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,316.0,323.0,572.0,585.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,5.1,2.9,8.6,3.4,239.0,236.0,488.0,493.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,2.7,1.3,3.7,2.3,298.0,284.0,557.0,554.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,287.0,299.0,575.0,557.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,8.8,3.2,9.9,8.1,444.0,436.0,721.0,719.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,132.0,124.0,375.0,398.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,140.0,159.0,426.0,417.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.4,1.6,3.5,2.5,574.0,579.0,851.0,855.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.7,1.3,3.3,2.7,35.0,30.0,281.0,293.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,4.4,3.6,6.5,5.5,93.0,93.0,365.0,369.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,5.3,2.7,6.6,5.4,181.0,176.0,440.0,449.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,631.0,628.0,904.0,907.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.4,2.6,6.9,5.1,273.0,269.0,526.0,521.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,16.0,0.0,24.0,0.0,176.0,181.0,448.0,439.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,2.5,1.5,3.8,2.2,471.0,460.0,731.0,736.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,141.0,135.0,418.0,408.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,9.1,6.9,14.1,9.9,308.0,308.0,569.0,559.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,6.9,5.1,11.4,6.6,122.0,135.0,381.0,402.0,
24,38,15.0,8.0,10.0,624.0,960.0,,,4.0,0.0,6.0,0.0,603.0,607.0,878.0,884.0,
25,35,5.0,16.0,20.0,624.0,960.0,,,4.9,3.1,6.9,5.1,643.0,656.0,925.0,909.0,
26,95,30.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,460.0,467.0,718.0,722.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,78.0,78.0,342.0,347.0,
28,92,30.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,87.0,69.0,339.0,333.0,
