CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,0.0,0.0,3.6,0.4,0.0,0.0,4.6,1.4,817.0,829.0,1064.0,1051.0,
2,45,70.0,24.0,30.0,494.4,927.0,,,7.4,0.0,2.5,2.2,10.0,0.0,5.2,2.8,751.0,747.0,952.0,955.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,3.8,0.0,0.0,0.2,5.3,0.0,0.0,0.7,13.0,15.0,339.0,348.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,2.5,0.0,1.5,0.0,4.5,0.0,1.5,0.0,633.0,623.0,881.0,879.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,3.0,0.0,238.0,235.0,
6,40,69.0,24.0,20.0,494.4,927.0,,,4.1,2.7,0.0,1.2,6.7,4.5,0.0,0.7,479.0,468.0,837.0,835.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,83.0,67.0,323.0,312.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,7.1,0.0,0.0,0.9,10.0,0.0,0.0,2.0,147.0,128.0,443.0,450.0,
9,38,70.0,32.0,10.0,0.0,741.6,,,1.8,1.1,0.9,0.3,2.5,1.7,1.1,0.8,423.0,417.0,711.0,737.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,279.0,274.0,495.0,495.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,355.0,352.0,605.0,612.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,546.0,522.0,849.0,849.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,7.9,4.1,0.0,0.0,9.9,8.1,0.0,0.0,26.0,10.0,291.0,303.0,
14,22,85.0,32.0,10.0,0.0,741.6,,,1.8,1.1,0.9,0.2,2.4,2.0,1.3,0.3,468.0,487.0,716.0,714.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,304.0,308.0,500.0,512.0,
16,20,85.0,32.0,40.0,0.0,741.6,,,7.3,4.2,4.1,0.4,10.1,8.1,4.6,1.3,388.0,378.0,617.0,622.0,
17,18,75.0,32.0,20.0,0.0,741.6,,,3.7,2.6,1.0,0.7,5.5,3.8,2.1,0.5,24.0,28.0,235.0,233.0,
18,15,75.0,24.0,20.0,0.0,741.6,,,0.0,5.1,2.6,0.3,0.0,6.5,3.9,1.6,40.0,50.0,384.0,366.0,
19,15,80.0,32.0,10.0,0.0,741.6,,,1.7,1.3,0.9,0.1,2.4,2.1,1.3,0.3,157.0,162.0,454.0,473.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0,267.0,265.0,
21,30,52.0,32.0,20.0,803.4,1236.0,,,3.3,2.6,1.8,0.3,5.3,4.0,2.4,0.4,823.0,827.0,1062.0,1053.0,
22,28,52.0,32.0,20.0,494.4,927.0,,,3.6,2.7,1.4,0.3,6.5,3.4,1.9,0.2,703.0,685.0,1005.0,1000.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,3.6,0.0,0.0,0.4,5.2,0.0,0.0,0.8,656.0,655.0,850.0,858.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,0.0,0.0,2.9,1.1,0.0,0.0,3.8,2.2,4.0,14.0,356.0,358.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,84.0,86.0,322.0,319.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
