CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,149.5,230.0,,,2.5,1.5,3.7,2.3,149.0,148.0,181.0,183.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,1.7,1.1,2.7,1.5,39.0,40.0,72.0,73.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,0.0,5.2,0.0,7.8,104.0,105.0,138.0,139.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,5.0,2.6,7.5,3.9,136.0,139.0,172.0,172.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,6.4,4.0,10.2,5.4,21.0,24.0,54.0,54.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.8,0.4,1.0,0.8,86.0,88.0,119.0,120.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,1.3,0.7,2.0,1.0,71.0,68.0,101.0,103.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,3.6,0.0,5.4,83.0,84.0,115.0,116.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,84.0,84.0,120.0,119.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,3.9,2.5,6.9,2.7,112.0,114.0,144.0,145.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,4.8,0.0,7.2,0.0,55.0,57.0,87.0,90.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,4.3,3.3,7.2,4.2,51.0,50.0,86.0,83.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,9.2,0.0,13.8,0.0,146.0,147.0,181.0,179.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,5.2,2.8,7.6,4.4,32.0,29.0,65.0,63.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,2.0,1.2,2.9,1.9,51.0,48.0,82.0,83.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,64.0,62.0,95.0,97.0,
17,5,30.0,8.0,2.0,149.5,230.0,,,0.0,0.8,0.0,1.2,146.0,144.0,178.0,178.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,2.9,1.9,4.2,3.0,76.0,77.0,108.0,109.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,10.2,0.0,65.0,63.0,98.0,97.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,0.0,3.6,0.0,5.4,115.0,116.0,148.0,146.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,4.4,0.0,6.6,0.0,52.0,50.0,85.0,84.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,5.0,2.2,7.0,3.8,87.0,84.0,117.0,120.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,7.3,4.3,11.3,6.1,57.0,58.0,89.0,91.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,1.2,0.0,1.8,142.0,140.0,176.0,174.0,
25,65,20.0,8.0,6.0,149.5,230.0,,,0.0,2.4,0.0,3.6,156.0,155.0,189.0,187.0,
26,45,30.0,16.0,17.0,92.0,172.5,,,3.7,3.1,7.4,2.8,122.0,120.0,154.0,152.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,3.6,2.8,5.1,4.5,26.0,27.0,59.0,59.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,28.0,26.0,60.0,59.0,
29,64,42.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,51.0,53.0,84.0,83.0,
30,40,60.0,16.0,21.0,0.0,138.0,,,4.8,3.6,7.9,4.7,59.0,59.0,94.0,91.0,
31,31,52.0,8.0,27.0,0.0,138.0,,,0.0,10.8,0.0,16.2,40.0,37.0,71.0,72.0,
32,35,69.0,8.0,23.0,92.0,172.5,,,0.0,9.2,0.0,13.8,129.0,130.0,163.0,163.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,2.4,2.0,4.6,2.0,25.0,24.0,57.0,60.0,
34,65,55.0,8.0,14.0,0.0,138.0,,,0.0,5.6,0.0,8.4,105.0,105.0,139.0,137.0,
35,63,65.0,16.0,8.0,92.0,172.5,,,1.7,1.5,2.7,2.1,133.0,131.0,163.0,163.0,
36,2,60.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,41.0,38.0,74.0,72.0,
37,20,20.0,8.0,8.0,92.0,172.5,,,0.0,3.2,0.0,4.8,122.0,122.0,157.0,156.0,
38,5,5.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,73.0,72.0,104.0,104.0,
39,60,12.0,8.0,31.0,0.0,138.0,,,12.4,0.0,18.6,0.0,32.0,31.0,66.0,67.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,2.4,1.2,3.1,2.3,73.0,72.0,106.0,107.0,
41,42,7.0,16.0,5.0,0.0,138.0,,,1.2,0.8,1.9,1.1,86.0,85.0,117.0,117.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,1.2,0.8,2.0,1.0,25.0,23.0,57.0,55.0,
43,23,3.0,16.0,7.0,92.0,172.5,,,1.6,1.2,2.5,1.7,120.0,119.0,152.0,152.0,
44,11,14.0,16.0,18.0,0.0,138.0,,,4.4,2.8,7.8,3.0,57.0,57.0,89.0,90.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,4.2,2.2,5.8,3.8,28.0,27.0,59.0,61.0,
46,2,48.0,8.0,1.0,0.0,138.0,,,0.4,0.0,0.6,0.0,104.0,107.0,137.0,137.0,
47,8,56.0,16.0,27.0,0.0,138.0,,,6.2,4.6,9.3,6.9,40.0,38.0,74.0,71.0,
48,13,52.0,8.0,36.0,149.5,230.0,,,0.0,14.4,0.0,21.6,154.0,154.0,187.0,188.0,
49,6,68.0,8.0,30.0,0.0,138.0,,,0.0,12.0,0.0,18.0,95.0,97.0,128.0,131.0,
50,47,47.0,16.0,13.0,92.0,172.5,,,3.2,2.0,4.3,3.5,112.0,113.0,145.0,144.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
