CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,933.0,951.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,6.9,5.1,10.6,7.4,0.0,0.0,934.0,923.0,
3,22,85.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,0.0,0.0,934.0,932.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,16.0,0.0,24.0,634.0,641.0,771.0,764.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,5.4,2.6,7.3,4.7,0.0,0.0,937.0,922.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,387.0,382.0,508.0,508.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,4.8,3.2,8.2,3.8,0.0,0.0,944.0,917.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,2.7,1.3,3.9,2.1,362.0,362.0,495.0,489.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,4.6,3.4,7.5,4.5,370.0,370.0,498.0,497.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,511.0,507.0,641.0,651.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,11.0,5.0,16.2,7.8,192.0,191.0,323.0,322.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,932.0,925.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,0.0,4.0,0.0,6.0,641.0,642.0,776.0,773.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.5,1.5,4.3,1.7,23.0,25.0,161.0,157.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,170.0,170.0,304.0,305.0,
