CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,4.0,0.0,6.0,909.0,911.0,970.0,968.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,8.2,3.8,11.2,6.8,821.0,823.0,870.0,873.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,2.5,1.5,4.0,2.0,58.0,65.0,149.0,152.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,727.0,723.0,783.0,782.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.9,1.1,3.3,2.7,15.0,15.0,68.0,69.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,4.7,3.3,7.4,4.6,620.0,616.0,710.0,709.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,166.0,169.0,225.0,226.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,253.0,252.0,324.0,325.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,526.0,528.0,611.0,612.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,357.0,357.0,410.0,414.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.6,2.4,445.0,443.0,509.0,510.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,5.7,2.3,8.0,4.0,647.0,649.0,725.0,723.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,7.4,4.6,10.0,8.0,29.0,29.0,97.0,94.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.1,1.9,565.0,561.0,625.0,621.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,9.3,6.7,16.0,8.0,383.0,379.0,432.0,430.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,469.0,470.0,530.0,530.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.3,2.7,6.9,5.1,95.0,96.0,148.0,151.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,171.0,172.0,258.0,255.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.9,2.1,278.0,274.0,350.0,349.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,5.0,4.0,79.0,78.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,8.0,0.0,12.0,0.0,911.0,911.0,967.0,966.0,
