CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,2.7,1.3,3.8,2.2,826.0,809.0,1054.0,1070.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,12.0,0.0,18.0,738.0,756.0,949.0,944.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,2.3,1.7,4.0,2.0,5.0,5.0,336.0,362.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,2.4,1.6,3.3,2.7,633.0,643.0,869.0,888.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,14.0,6.0,246.0,242.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,8.0,0.0,12.0,0.0,487.0,491.0,856.0,852.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,6.0,2.0,6.5,5.5,70.0,70.0,310.0,329.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,5.0,3.0,7.1,4.9,142.0,125.0,434.0,455.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.2,1.8,4.5,1.5,422.0,413.0,730.0,737.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,268.0,272.0,496.0,492.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,347.0,340.0,594.0,595.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,8.0,0.0,12.0,0.0,528.0,539.0,846.0,829.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,10.0,6.0,286.0,302.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.7,2.3,475.0,477.0,705.0,701.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,315.0,312.0,504.0,502.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,380.0,384.0,614.0,609.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.0,3.0,6.6,5.4,23.0,31.0,232.0,227.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,55.0,43.0,390.0,382.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,155.0,166.0,468.0,472.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,2.8,1.2,3.7,2.3,4.0,7.0,271.0,286.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,5.0,3.0,6.1,5.9,819.0,834.0,1058.0,1054.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,5.7,2.3,8.4,3.6,688.0,681.0,1003.0,1000.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,652.0,660.0,848.0,853.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,13.0,6.0,352.0,360.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,80.0,68.0,323.0,312.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
