CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,2.4,1.6,3.3,2.7,734.0,732.0,1149.0,1126.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,7.2,4.8,10.5,7.5,645.0,644.0,1030.0,1055.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,2.0,3.0,389.0,407.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,545.0,565.0,936.0,958.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.8,1.2,3.7,2.3,5.0,4.0,385.0,409.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,5.3,2.7,6.6,5.4,448.0,464.0,851.0,878.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,5.1,2.9,7.5,4.5,14.0,15.0,397.0,409.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,101.0,104.0,503.0,483.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.1,2.9,386.0,359.0,775.0,776.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,186.0,169.0,572.0,591.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,267.0,290.0,677.0,684.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,8.0,0.0,12.0,0.0,475.0,479.0,874.0,885.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,6.5,5.5,9.4,8.6,12.0,18.0,401.0,412.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,407.0,411.0,796.0,782.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,219.0,200.0,611.0,616.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,319.0,290.0,696.0,684.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.3,2.7,6.2,5.8,14.0,23.0,415.0,412.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,5.3,2.7,8.4,3.6,6.0,31.0,422.0,404.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,100.0,106.0,503.0,525.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.6,2.4,8.0,6.0,383.0,398.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,8.0,0.0,12.0,0.0,756.0,747.0,1155.0,1148.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,4.7,3.3,7.1,4.9,665.0,634.0,1048.0,1051.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,567.0,561.0,952.0,956.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,5.0,15.0,383.0,405.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,13.0,10.0,386.0,412.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
