CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,624.0,960.0,,,12.0,8.0,612.0,860.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,16.8,13.2,91.0,350.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,7.1,2.9,396.0,672.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,40.0,0.0,572.0,843.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,20.0,17.0,288.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,312.0,575.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,20.0,230.0,500.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,6.1,3.9,300.0,570.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,298.0,573.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,30.0,442.0,713.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,26.6,13.4,117.0,384.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,0.0,20.0,142.0,418.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,7.2,2.8,574.0,835.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,10.0,26.0,281.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,13.4,6.6,110.0,364.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,20.0,193.0,451.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,20.0,0.0,640.0,887.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,20.0,0.0,257.0,531.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,23.8,16.2,172.0,441.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,10.0,0.0,459.0,739.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,5.7,4.3,131.0,395.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,23.8,16.2,304.0,574.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,17.7,12.3,130.0,397.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,6.5,3.5,601.0,864.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,20.0,645.0,916.0,
26,95,30.0,8.0,30.0,384.0,720.0,,,30.0,0.0,453.0,714.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,11.4,8.6,75.0,337.0,
28,92,30.0,8.0,10.0,0.0,576.0,,,0.0,10.0,73.0,338.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,7.0,3.0,113.0,392.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,0.0,10.0,170.0,445.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,12.9,7.1,84.0,347.0,
32,87,30.0,8.0,10.0,624.0,960.0,,,0.0,10.0,551.0,808.0,
33,85,25.0,16.0,10.0,0.0,576.0,,,6.0,4.0,45.0,294.0,
34,85,35.0,16.0,30.0,384.0,720.0,,,18.7,11.3,408.0,669.0,
35,67,85.0,8.0,20.0,624.0,960.0,,,0.0,20.0,592.0,852.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,40.0,0.0,29.0,306.0,
37,65,82.0,16.0,10.0,384.0,720.0,,,6.4,3.6,479.0,760.0,
38,62,80.0,8.0,30.0,0.0,576.0,,,0.0,30.0,207.0,472.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,6.0,4.0,34.0,289.0,
40,60,85.0,8.0,30.0,0.0,576.0,,,30.0,0.0,251.0,517.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,14.3,5.7,314.0,557.0,
42,55,80.0,16.0,10.0,0.0,576.0,,,7.0,3.0,28.0,291.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,20.0,0.0,490.0,757.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,148.0,399.0,
45,20,82.0,16.0,10.0,0.0,576.0,,,5.5,4.5,15.0,277.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,0.0,10.0,421.0,683.0,
47,2,45.0,16.0,10.0,0.0,576.0,,,6.1,3.9,40.0,292.0,
48,42,5.0,8.0,10.0,624.0,960.0,,,10.0,0.0,646.0,928.0,
49,42,12.0,8.0,10.0,384.0,720.0,,,0.0,10.0,356.0,632.0,
50,72,35.0,8.0,30.0,384.0,720.0,,,30.0,0.0,430.0,696.0,
51,55,20.0,8.0,19.0,0.0,576.0,,,19.0,0.0,258.0,506.0,
52,25,30.0,8.0,3.0,0.0,576.0,,,0.0,3.0,96.0,374.0,
53,20,50.0,16.0,5.0,0.0,576.0,,,3.4,1.6,315.0,562.0,
54,55,60.0,8.0,16.0,384.0,720.0,,,16.0,0.0,519.0,797.0,
55,30,60.0,8.0,16.0,384.0,720.0,,,0.0,16.0,536.0,783.0,
56,50,35.0,16.0,19.0,384.0,720.0,,,13.8,5.2,486.0,739.0,
57,30,25.0,16.0,23.0,0.0,576.0,,,12.2,10.8,326.0,596.0,
58,15,10.0,8.0,20.0,624.0,960.0,,,20.0,0.0,654.0,922.0,
59,10,20.0,8.0,19.0,0.0,576.0,,,0.0,19.0,24.0,300.0,
60,15,60.0,16.0,17.0,624.0,960.0,,,10.6,6.4,623.0,881.0,
61,45,65.0,16.0,9.0,0.0,576.0,,,5.3,3.7,198.0,452.0,
62,65,35.0,16.0,3.0,0.0,576.0,,,2.1,0.9,101.0,371.0,
63,65,20.0,16.0,6.0,0.0,576.0,,,4.0,2.0,29.0,293.0,
64,45,30.0,16.0,17.0,0.0,576.0,,,9.2,7.8,121.0,385.0,
65,35,40.0,16.0,16.0,0.0,576.0,,,9.8,6.2,4.0,273.0,
66,41,37.0,16.0,16.0,384.0,720.0,,,10.1,5.9,498.0,750.0,
67,64,42.0,16.0,9.0,0.0,576.0,,,6.6,2.4,189.0,464.0,
68,40,60.0,16.0,21.0,384.0,720.0,,,12.4,8.6,534.0,799.0,
69,31,52.0,8.0,27.0,0.0,576.0,,,0.0,27.0,93.0,358.0,
