CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,24.0,10.0,149.5,230.0,,,1.6,1.4,1.0,0.0,2.7,2.3,1.0,0.0,126.0,128.0,204.0,203.0,
2,35,17.0,32.0,7.0,0.0,138.0,,,1.3,0.8,0.6,0.1,1.9,1.1,0.8,0.3,20.0,17.0,92.0,88.0,
3,55,45.0,24.0,13.0,92.0,172.5,,,3.0,0.0,1.6,0.6,5.4,0.0,1.8,0.6,97.0,94.0,146.0,147.0,
4,55,20.0,24.0,19.0,92.0,172.5,,,3.2,3.1,1.3,0.0,5.2,3.7,2.4,0.0,120.0,116.0,188.0,188.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,10.4,0.0,0.0,0.0,15.6,0.0,0.0,0.0,18.0,19.0,100.0,93.0,
6,25,30.0,24.0,3.0,0.0,138.0,,,0.6,0.3,0.3,0.0,0.8,0.6,0.3,0.0,70.0,74.0,131.0,136.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,0.0,0.0,1.2,0.8,0.0,0.0,2.2,0.8,60.0,61.0,113.0,113.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,2.7,0.0,0.9,0.0,3.7,0.0,1.7,0.0,71.0,75.0,127.0,125.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,0.0,0.0,9.6,0.0,0.0,71.0,69.0,131.0,130.0,
10,30,60.0,24.0,16.0,92.0,172.5,,,0.0,4.0,1.5,0.9,0.0,4.4,3.8,1.3,103.0,104.0,153.0,151.0,
11,20,65.0,24.0,12.0,0.0,138.0,,,2.5,1.7,0.0,0.5,3.6,2.7,0.0,0.9,37.0,40.0,105.0,103.0,
12,50,35.0,24.0,19.0,0.0,138.0,,,4.6,0.0,2.1,0.9,6.7,0.0,3.7,1.0,37.0,33.0,99.0,97.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,0.0,9.2,0.0,0.0,0.0,13.8,0.0,0.0,130.0,130.0,201.0,200.0,
14,15,10.0,32.0,20.0,0.0,138.0,,,3.7,2.3,1.9,0.1,5.0,4.0,1.9,1.0,29.0,29.0,122.0,121.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,0.0,1.9,1.3,0.0,0.0,2.7,2.1,0.0,33.0,29.0,101.0,99.0,
