CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,144.0,,,3.1,2.6,1.6,0.6,5.3,3.1,2.3,1.3,39.0,38.0,195.0,197.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,8.6,0.0,3.4,0.0,14.1,0.0,3.9,0.0,25.0,23.0,177.0,180.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,0.0,0.0,3.8,0.2,0.0,0.0,5.0,1.0,90.0,92.0,152.0,154.0,
4,20,80.0,32.0,40.0,96.0,180.0,,,6.7,5.2,2.1,2.0,10.0,8.9,3.8,1.3,68.0,68.0,203.0,193.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,25.0,26.0,193.0,199.0,
6,18,75.0,32.0,20.0,0.0,144.0,,,3.5,2.7,1.1,0.8,4.9,3.8,2.2,1.1,51.0,54.0,159.0,159.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,5.1,2.9,0.0,0.0,6.9,5.1,0.0,0.0,46.0,46.0,139.0,139.0,
8,15,80.0,32.0,10.0,0.0,144.0,,,1.6,1.2,0.7,0.5,2.7,1.8,0.9,0.6,60.0,67.0,147.0,144.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,51.0,47.0,160.0,158.0,
