CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,149.5,230.0,,,0.0,10.0,123.0,202.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,3.9,3.1,20.0,93.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,13.0,0.0,103.0,136.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,12.9,6.1,65.0,201.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,16.8,9.2,11.0,112.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,3.0,50.0,156.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,3.4,1.6,64.0,108.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,9.0,59.0,141.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,16.0,0.0,45.0,152.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,10.7,5.3,97.0,161.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,12.0,26.0,163.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,19.0,38.0,98.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,13.2,9.8,59.0,213.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,0.0,20.0,30.0,141.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,8.0,30.0,158.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,19.0,52.0,109.0,
17,5,30.0,8.0,2.0,0.0,138.0,,,2.0,0.0,49.0,189.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,8.7,3.3,75.0,108.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,10.2,6.8,52.0,109.0,
20,45,65.0,16.0,9.0,92.0,172.5,,,4.9,4.1,107.0,153.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,11.0,0.0,37.0,101.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,10.6,7.4,53.0,150.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,29.0,0.0,24.0,162.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,3.0,114.0,192.0,
25,65,20.0,8.0,6.0,0.0,138.0,,,6.0,0.0,42.0,190.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,0.0,17.0,114.0,158.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,10.7,5.3,1.0,167.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,0.0,16.0,6.0,85.0,
29,64,42.0,8.0,9.0,0.0,138.0,,,0.0,9.0,35.0,101.0,
30,40,60.0,8.0,21.0,0.0,138.0,,,21.0,0.0,22.0,129.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,17.8,9.2,21.0,90.0,
32,35,69.0,16.0,23.0,92.0,172.5,,,12.9,10.1,111.0,177.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,7.6,3.4,10.0,179.0,
34,65,55.0,8.0,14.0,92.0,172.5,,,0.0,14.0,100.0,143.0,
35,63,65.0,16.0,8.0,0.0,138.0,,,5.2,2.8,39.0,180.0,
36,2,60.0,16.0,5.0,0.0,138.0,,,3.3,1.7,38.0,189.0,
37,20,20.0,8.0,8.0,92.0,172.5,,,8.0,0.0,115.0,163.0,
38,5,5.0,8.0,16.0,0.0,138.0,,,16.0,0.0,37.0,148.0,
39,60,12.0,16.0,31.0,0.0,138.0,,,20.2,10.8,19.0,199.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,5.6,3.4,43.0,132.0,
41,42,7.0,16.0,5.0,0.0,138.0,,,3.3,1.7,39.0,159.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,2.7,2.3,17.0,175.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,7.0,0.0,114.0,159.0,
44,11,14.0,8.0,18.0,0.0,138.0,,,18.0,0.0,22.0,147.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,8.6,7.4,21.0,198.0,
46,2,48.0,16.0,1.0,92.0,172.5,,,0.7,0.3,90.0,154.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,0.0,27.0,32.0,122.0,
48,13,52.0,8.0,36.0,92.0,172.5,,,0.0,36.0,119.0,195.0,
49,6,68.0,8.0,30.0,0.0,138.0,,,30.0,0.0,89.0,135.0,
50,47,47.0,8.0,13.0,92.0,172.5,,,0.0,13.0,102.0,156.0,
51,49,58.0,16.0,10.0,0.0,138.0,,,5.6,4.4,64.0,120.0,
52,27,43.0,16.0,9.0,0.0,138.0,,,5.6,3.4,21.0,90.0,
53,37,31.0,16.0,14.0,0.0,138.0,,,8.8,5.2,60.0,139.0,
54,57,29.0,16.0,18.0,92.0,172.5,,,9.9,8.1,121.0,169.0,
55,63,23.0,16.0,2.0,92.0,172.5,,,1.2,0.8,60.0,192.0,
56,53,12.0,16.0,6.0,92.0,172.5,,,4.0,2.0,80.0,196.0,
57,32,12.0,16.0,7.0,0.0,138.0,,,4.5,2.5,78.0,138.0,
58,36,26.0,8.0,18.0,92.0,172.5,,,18.0,0.0,74.0,218.0,
59,21,24.0,8.0,28.0,0.0,138.0,,,28.0,0.0,10.0,127.0,
60,17,34.0,16.0,3.0,149.5,230.0,,,1.8,1.2,127.0,204.0,
61,12,24.0,8.0,13.0,0.0,138.0,,,0.0,13.0,56.0,106.0,
62,24,58.0,8.0,19.0,0.0,138.0,,,0.0,19.0,15.0,171.0,
63,27,69.0,8.0,10.0,0.0,138.0,,,0.0,10.0,32.0,113.0,
64,15,77.0,8.0,9.0,0.0,138.0,,,9.0,0.0,43.0,174.0,
65,62,77.0,16.0,20.0,0.0,138.0,,,13.0,7.0,43.0,175.0,
66,49,73.0,16.0,25.0,92.0,172.5,,,15.9,9.1,68.0,179.0,
67,67,5.0,8.0,25.0,0.0,138.0,,,0.0,25.0,40.0,158.0,
68,56,39.0,16.0,36.0,92.0,172.5,,,25.2,10.8,71.0,203.0,
69,37,47.0,16.0,6.0,0.0,138.0,,,3.7,2.3,1.0,147.0,
70,37,56.0,8.0,5.0,0.0,138.0,,,5.0,0.0,21.0,205.0,
71,57,68.0,8.0,15.0,0.0,138.0,,,15.0,0.0,52.0,108.0,
72,47,16.0,16.0,25.0,0.0,138.0,,,12.9,12.1,16.0,116.0,
73,44,17.0,16.0,9.0,0.0,138.0,,,5.0,4.0,58.0,106.0,
74,46,13.0,8.0,8.0,92.0,172.5,,,0.0,8.0,68.0,197.0,
75,49,11.0,16.0,18.0,0.0,138.0,,,11.3,6.7,44.0,106.0,
76,49,42.0,16.0,13.0,0.0,138.0,,,7.7,5.3,31.0,121.0,
77,53,43.0,16.0,14.0,92.0,172.5,,,8.7,5.3,54.0,200.0,
78,61,52.0,16.0,3.0,0.0,138.0,,,1.9,1.1,33.0,162.0,
79,57,48.0,16.0,23.0,0.0,138.0,,,12.9,10.1,57.0,141.0,
80,56,37.0,16.0,6.0,92.0,172.5,,,4.1,1.9,63.0,204.0,
81,55,54.0,16.0,26.0,0.0,138.0,,,18.4,7.6,86.0,110.0,
82,15,47.0,8.0,16.0,0.0,138.0,,,16.0,0.0,25.0,92.0,
83,14,37.0,16.0,11.0,0.0,138.0,,,7.2,3.8,14.0,97.0,
84,11,31.0,16.0,7.0,0.0,138.0,,,4.3,2.7,63.0,144.0,
85,16,22.0,16.0,41.0,0.0,138.0,,,22.0,19.0,71.0,117.0,
86,4,18.0,8.0,35.0,0.0,138.0,,,0.0,35.0,79.0,121.0,
87,28,18.0,8.0,26.0,0.0,138.0,,,0.0,26.0,82.0,113.0,
88,26,52.0,8.0,9.0,0.0,138.0,,,0.0,9.0,19.0,140.0,
89,26,35.0,8.0,15.0,149.5,230.0,,,15.0,0.0,121.0,217.0,
