CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.6,0.0,1.4,0.0,4.6,0.0,1.4,0.0,0.0,0.0,3308.0,3298.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,0.0,9.2,0.0,2.8,0.0,14.8,0.0,3.2,0.0,0.0,3290.0,3368.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3279.0,3330.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,0.0,2.1,1.9,0.0,0.0,3.8,2.2,0.0,1261.0,1260.0,1432.0,1428.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3369.0,3343.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3350.0,3315.0,
7,58,70.0,32.0,20.0,0.0,2034.0,,,3.6,2.8,1.2,0.4,5.2,3.5,2.4,0.9,0.0,0.0,3282.0,3345.0,
8,34,60.0,24.0,20.0,2203.5,3390.0,,,0.0,4.8,2.0,1.2,0.0,6.3,3.8,1.9,2875.0,2881.0,3056.0,3051.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,0.0,2.8,0.0,1.2,0.0,4.6,0.0,1.4,2589.0,2597.0,2766.0,2761.0,
10,35,66.0,24.0,10.0,0.0,2034.0,,,1.8,1.5,0.7,0.0,2.4,2.2,1.4,0.0,0.0,0.0,3285.0,3387.0,
11,35,69.0,32.0,10.0,2203.5,3390.0,,,1.5,1.4,1.0,0.1,3.0,1.8,1.2,0.1,2696.0,2686.0,2862.0,2872.0,
12,25,85.0,16.0,20.0,0.0,2034.0,,,0.0,4.8,3.2,0.0,0.0,8.0,4.0,0.0,0.0,0.0,3313.0,3371.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2400.0,2397.0,2576.0,2567.0,
14,22,85.0,32.0,10.0,0.0,2034.0,,,1.7,1.5,0.6,0.2,2.5,2.1,1.2,0.2,0.0,0.0,3378.0,3371.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,2205.0,2204.0,2392.0,2381.0,
16,20,85.0,24.0,40.0,0.0,2034.0,,,8.6,5.8,0.0,1.6,14.9,8.7,0.0,0.5,0.0,0.0,3361.0,3379.0,
17,18,75.0,24.0,20.0,0.0,2034.0,,,0.0,4.8,2.4,0.8,0.0,7.1,3.1,1.8,0.0,0.0,3341.0,3386.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,0.0,4.7,3.3,0.0,0.0,7.2,4.8,0.0,0.0,0.0,3370.0,3373.0,
19,15,80.0,32.0,10.0,0.0,2034.0,,,1.6,1.1,1.0,0.3,2.6,1.7,1.2,0.6,0.0,0.0,3311.0,3338.0,
20,30,50.0,24.0,10.0,0.0,2034.0,,,1.9,1.6,0.0,0.5,3.2,2.0,0.0,0.8,0.0,0.0,3351.0,3380.0,
21,30,56.0,24.0,20.0,0.0,2034.0,,,4.0,2.9,0.0,1.0,5.9,4.9,0.0,1.1,0.0,0.0,3356.0,3301.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,3351.0,3372.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,0.0,2.5,1.5,0.0,0.0,3.5,2.5,0.0,1634.0,1641.0,1813.0,1810.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3332.0,3386.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,14.1,0.0,0.0,1.9,18.6,0.0,0.0,5.4,2498.0,2502.0,2671.0,2671.0,
26,8,62.0,16.0,10.0,0.0,2034.0,,,0.0,2.3,1.7,0.0,0.0,4.2,1.8,0.0,0.0,0.0,3374.0,3266.0,
27,23,52.0,32.0,10.0,0.0,2034.0,,,1.5,1.2,0.8,0.5,2.4,1.9,1.2,0.5,0.0,0.0,3388.0,3371.0,
28,4,55.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3316.0,3320.0,
29,20,50.0,24.0,10.0,0.0,2034.0,,,0.0,2.1,1.3,0.6,0.0,3.4,1.7,0.9,0.0,0.0,3361.0,3358.0,
30,20,55.0,32.0,10.0,0.0,2034.0,,,1.7,1.3,0.9,0.1,2.4,2.1,1.0,0.5,0.0,0.0,3339.0,3323.0,
31,10,35.0,32.0,20.0,0.0,2034.0,,,3.2,2.6,1.5,0.7,4.8,4.0,2.0,1.1,0.0,0.0,3376.0,3369.0,
32,10,40.0,24.0,30.0,0.0,2034.0,,,6.9,0.0,3.8,1.3,10.4,0.0,5.3,2.2,0.0,0.0,3388.0,3292.0,
33,8,40.0,16.0,40.0,0.0,2034.0,,,0.0,0.0,10.9,5.1,0.0,0.0,17.1,6.9,0.0,0.0,3345.0,3362.0,
34,8,45.0,16.0,20.0,0.0,2034.0,,,6.4,0.0,0.0,1.6,10.7,0.0,0.0,1.3,0.0,0.0,3326.0,3375.0,
