CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.8,1.2,3.6,2.4,290.0,290.0,490.0,493.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,7.4,4.6,10.9,7.1,134.0,153.0,432.0,434.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,2.9,1.1,3.8,2.2,1122.0,1128.0,1371.0,1375.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,2.5,1.5,3.5,2.5,1235.0,1247.0,1439.0,1451.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,3.3,2.7,4.0,14.0,221.0,210.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,12.0,0.0,206.0,167.0,1009.0,1009.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,4.6,3.4,8.4,3.6,1053.0,1043.0,1250.0,1247.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.4,2.6,6.3,5.7,1916.0,1975.0,3359.0,3313.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,6.0,2039.0,1991.0,3279.0,3333.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2279.0,2258.0,3309.0,3307.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.4,1.6,4.0,2.0,2424.0,2364.0,3159.0,3141.0,
12,25,85.0,16.0,20.0,1356.0,2542.5,,,4.6,3.4,8.5,3.5,1726.0,1714.0,2701.0,2672.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,7.0,5.0,12.2,5.8,2066.0,2135.0,2880.0,2854.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,1581.0,1556.0,2713.0,2728.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,16.0,0.0,24.0,0.0,1802.0,1802.0,2796.0,2766.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,10.9,5.1,17.4,6.6,1430.0,1512.0,2574.0,2562.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,4.7,3.3,7.2,4.8,1876.0,1842.0,2888.0,2958.0,
18,15,75.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,1194.0,1241.0,2430.0,2355.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,1423.0,1434.0,2399.0,2417.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.2,1.8,4.0,2.0,2.0,7.0,1010.0,1008.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,12.0,0.0,2039.0,2010.0,3369.0,3301.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,8.0,3.0,817.0,786.0,
23,14,66.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,1275.0,1283.0,2134.0,2191.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,13.0,3.0,538.0,548.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,0.0,16.0,0.0,24.0,2102.0,2097.0,3033.0,3031.0,
26,8,62.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,938.0,1017.0,2233.0,2262.0,
27,23,52.0,16.0,10.0,0.0,2034.0,,,2.2,1.8,3.4,2.6,16.0,5.0,637.0,631.0,
28,4,55.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,1004.0,914.0,2089.0,2070.0,
29,20,50.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,13.0,6.0,1033.0,980.0,
30,20,55.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,4.2,1.8,10.0,0.0,723.0,732.0,
31,10,35.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,8.1,3.9,252.0,268.0,1485.0,1430.0,
32,10,40.0,8.0,30.0,0.0,2034.0,,,12.0,0.0,18.0,0.0,279.0,291.0,1035.0,1047.0,
33,8,40.0,16.0,40.0,0.0,2034.0,,,10.2,5.8,15.4,8.6,138.0,151.0,1314.0,1348.0,
34,8,45.0,16.0,20.0,0.0,2034.0,,,4.6,3.4,7.4,4.6,930.0,898.0,1899.0,1941.0,
35,5,35.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.9,2.1,347.0,372.0,1547.0,1637.0,
36,5,45.0,16.0,10.0,0.0,2034.0,,,2.3,1.7,3.8,2.2,806.0,746.0,1913.0,1874.0,
37,2,40.0,16.0,20.0,0.0,2034.0,,,5.2,2.8,8.2,3.8,388.0,448.0,1656.0,1697.0,
38,0,40.0,16.0,30.0,0.0,2034.0,,,7.4,4.6,12.8,5.2,598.0,565.0,1681.0,1709.0,
39,0,45.0,16.0,20.0,0.0,2034.0,,,5.6,2.4,8.0,4.0,806.0,774.0,1675.0,1666.0,
40,36,18.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,1457.0,1446.0,2396.0,2408.0,
41,35,32.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2428.0,2473.0,3262.0,3259.0,
42,33,32.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,12.0,0.0,2409.0,2360.0,3092.0,3093.0,
43,33,35.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,6.0,2368.0,2362.0,2938.0,2980.0,
44,32,20.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,1576.0,1580.0,2367.0,2372.0,
45,30,30.0,16.0,10.0,1356.0,2542.5,,,2.4,1.6,3.2,2.8,1740.0,1753.0,2585.0,2630.0,
46,34,25.0,16.0,30.0,1356.0,2542.5,,,6.8,5.2,10.8,7.2,1722.0,1776.0,2435.0,2456.0,
47,30,35.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2179.0,2183.0,2887.0,2903.0,
