CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,624.0,960.0,,,3.4,2.6,1.4,0.6,4.9,3.1,2.7,1.3,567.0,566.0,876.0,896.0,
2,22,75.0,24.0,30.0,0.0,576.0,,,6.1,3.5,2.3,0.0,8.5,6.4,3.1,0.0,68.0,47.0,357.0,351.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,2.5,1.5,0.0,0.0,3.5,2.5,0.0,0.0,465.0,470.0,599.0,588.0,
4,20,80.0,24.0,40.0,384.0,720.0,,,10.0,0.0,4.3,1.7,17.5,0.0,4.8,1.7,376.0,379.0,942.0,918.0,
5,20,85.0,24.0,20.0,0.0,576.0,,,4.0,2.7,1.2,0.0,4.9,4.5,2.7,0.0,37.0,18.0,422.0,406.0,
6,18,75.0,24.0,20.0,0.0,576.0,,,4.3,0.0,2.5,1.2,7.5,0.0,3.0,1.5,225.0,233.0,657.0,656.0,
7,15,75.0,24.0,20.0,0.0,576.0,,,5.4,0.0,2.1,0.5,7.4,0.0,3.0,1.5,271.0,266.0,447.0,439.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,243.0,253.0,582.0,605.0,
9,10,35.0,24.0,20.0,0.0,576.0,,,4.6,0.0,2.5,0.9,7.7,0.0,3.7,0.5,217.0,208.0,640.0,648.0,
10,10,40.0,32.0,30.0,384.0,720.0,,,6.2,3.8,1.7,0.3,7.5,5.5,3.7,1.3,457.0,451.0,703.0,698.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,11.5,0.0,4.5,0.0,16.1,0.0,7.9,0.0,15.0,30.0,520.0,543.0,
12,8,45.0,24.0,20.0,0.0,576.0,,,4.2,3.2,0.0,0.6,6.1,4.3,0.0,1.6,147.0,158.0,406.0,414.0,
13,5,35.0,8.0,10.0,384.0,720.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,351.0,328.0,935.0,950.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,11.0,29.0,490.0,478.0,
15,2,40.0,24.0,20.0,0.0,576.0,,,4.6,0.0,2.5,0.9,7.6,0.0,2.6,1.8,38.0,11.0,557.0,582.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,198.0,207.0,422.0,429.0,
17,0,45.0,16.0,20.0,384.0,720.0,,,5.8,0.0,2.2,0.0,8.5,0.0,3.5,0.0,313.0,334.0,933.0,922.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.6,0.0,2.4,0.0,9.2,0.0,2.8,0.0,332.0,334.0,458.0,453.0,
19,42,10.0,24.0,40.0,0.0,576.0,,,10.9,0.0,4.4,0.8,15.9,0.0,6.0,2.0,183.0,204.0,441.0,434.0,
20,42,15.0,32.0,10.0,384.0,720.0,,,1.6,1.5,0.8,0.1,2.4,2.2,1.0,0.4,493.0,504.0,682.0,699.0,
21,40,5.0,24.0,10.0,0.0,576.0,,,2.0,1.5,0.0,0.5,3.5,2.1,0.0,0.4,140.0,145.0,396.0,399.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,9.5,6.5,0.0,0.0,14.1,9.9,0.0,0.0,260.0,229.0,623.0,639.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,8.9,0.0,3.1,0.0,12.3,0.0,5.7,0.0,35.0,23.0,560.0,540.0,
24,38,15.0,32.0,10.0,624.0,960.0,,,1.5,1.3,0.7,0.4,2.7,2.0,1.1,0.2,595.0,581.0,892.0,905.0,
25,35,5.0,16.0,20.0,384.0,720.0,,,5.1,2.9,0.0,0.0,6.1,5.9,0.0,0.0,334.0,320.0,941.0,912.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
