CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,199.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,18.0,12.0,0.0,204.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,6.0,4.0,0.0,206.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,24.5,15.5,139.0,174.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,20.0,0.0,0.0,198.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,11.4,8.6,93.0,125.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,210.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,7.2,2.8,89.0,121.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,11.2,8.8,88.0,122.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,30.0,116.0,150.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,26.6,13.4,57.0,90.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,20.0,0.0,0.0,209.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,0.0,10.0,139.0,172.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,5.5,4.5,34.0,67.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,12.2,7.8,57.0,90.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,69.0,102.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,20.0,149.0,182.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,12.0,8.0,86.0,120.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,40.0,69.0,103.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,121.0,154.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,6.3,3.7,0.0,185.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,23.5,16.5,91.0,123.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,18.9,11.1,65.0,98.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,148.0,179.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,20.0,0.0,151.0,187.0,
26,95,30.0,16.0,30.0,0.0,144.0,,,20.3,9.7,0.0,173.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,12.0,8.0,62.0,93.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,6.0,4.0,60.0,95.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,0.0,10.0,66.0,97.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,6.3,3.7,71.0,104.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,187.0,
32,87,30.0,8.0,10.0,96.0,180.0,,,10.0,0.0,131.0,161.0,
33,85,25.0,8.0,10.0,0.0,144.0,,,0.0,10.0,49.0,83.0,
34,85,35.0,16.0,30.0,0.0,144.0,,,18.6,11.4,0.0,191.0,
35,67,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,136.0,172.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,40.0,0.0,41.0,74.0,
37,65,82.0,16.0,10.0,0.0,144.0,,,6.4,3.6,0.0,206.0,
38,62,80.0,8.0,30.0,0.0,144.0,,,0.0,30.0,74.0,108.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,6.0,4.0,36.0,68.0,
40,60,85.0,16.0,30.0,0.0,144.0,,,17.1,12.9,85.0,115.0,
41,58,75.0,16.0,20.0,0.0,144.0,,,12.4,7.6,92.0,125.0,
42,55,80.0,16.0,10.0,0.0,144.0,,,6.3,3.7,32.0,65.0,
43,55,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,128.0,159.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,6.0,4.0,63.0,94.0,
45,20,82.0,16.0,10.0,0.0,144.0,,,5.6,4.4,35.0,68.0,
46,18,80.0,16.0,10.0,0.0,144.0,,,6.5,3.5,113.0,145.0,
47,2,45.0,16.0,10.0,0.0,144.0,,,5.7,4.3,43.0,76.0,
48,42,5.0,16.0,10.0,0.0,144.0,,,5.4,4.6,0.0,197.0,
49,42,12.0,8.0,10.0,0.0,144.0,,,10.0,0.0,103.0,136.0,
50,72,35.0,16.0,30.0,0.0,144.0,,,18.1,11.9,0.0,203.0,
51,55,20.0,8.0,19.0,0.0,144.0,,,0.0,19.0,80.0,115.0,
52,25,30.0,16.0,3.0,0.0,144.0,,,1.9,1.1,0.0,224.0,
53,20,50.0,16.0,5.0,0.0,144.0,,,3.5,1.5,88.0,123.0,
54,55,60.0,8.0,16.0,96.0,180.0,,,0.0,16.0,137.0,170.0,
55,30,60.0,16.0,16.0,96.0,180.0,,,9.7,6.3,140.0,170.0,
56,50,35.0,8.0,19.0,96.0,180.0,,,0.0,19.0,128.0,162.0,
57,30,25.0,16.0,23.0,0.0,144.0,,,13.9,9.1,94.0,127.0,
58,15,10.0,16.0,20.0,96.0,180.0,,,13.6,6.4,149.0,185.0,
59,10,20.0,8.0,19.0,0.0,144.0,,,19.0,0.0,0.0,189.0,
60,15,60.0,16.0,17.0,156.0,240.0,,,9.6,7.4,152.0,185.0,
61,45,65.0,8.0,9.0,0.0,144.0,,,9.0,0.0,66.0,99.0,
62,65,35.0,8.0,3.0,0.0,144.0,,,3.0,0.0,52.0,85.0,
63,65,20.0,16.0,6.0,0.0,144.0,,,3.8,2.2,36.0,69.0,
64,45,30.0,16.0,17.0,0.0,144.0,,,9.4,7.6,51.0,84.0,
65,35,40.0,16.0,16.0,0.0,144.0,,,10.7,5.3,10.0,43.0,
66,41,37.0,16.0,16.0,96.0,180.0,,,10.6,5.4,133.0,165.0,
67,64,42.0,8.0,9.0,0.0,144.0,,,9.0,0.0,68.0,101.0,
68,40,60.0,8.0,21.0,96.0,180.0,,,0.0,21.0,143.0,174.0,
69,31,52.0,8.0,27.0,0.0,144.0,,,27.0,0.0,40.0,72.0,
70,35,69.0,16.0,23.0,156.0,240.0,,,14.0,9.0,179.0,213.0,
71,65,55.0,8.0,14.0,0.0,144.0,,,0.0,14.0,63.0,97.0,
72,63,65.0,16.0,8.0,0.0,144.0,,,4.6,3.4,0.0,217.0,
73,2,60.0,16.0,5.0,0.0,144.0,,,2.7,2.3,76.0,109.0,
74,20,20.0,16.0,8.0,96.0,180.0,,,4.8,3.2,138.0,174.0,
75,5,5.0,8.0,16.0,0.0,144.0,,,16.0,0.0,0.0,172.0,
76,60,12.0,16.0,31.0,0.0,144.0,,,21.5,9.5,74.0,105.0,
77,23,3.0,16.0,7.0,96.0,180.0,,,5.0,2.0,147.0,183.0,
78,8,56.0,8.0,27.0,0.0,144.0,,,27.0,0.0,90.0,123.0,
79,6,68.0,16.0,30.0,0.0,144.0,,,19.2,10.8,89.0,121.0,
80,47,47.0,16.0,13.0,156.0,240.0,,,8.9,4.1,190.0,224.0,
81,49,58.0,8.0,10.0,0.0,144.0,,,0.0,10.0,84.0,116.0,
82,27,43.0,16.0,9.0,0.0,144.0,,,5.2,3.8,0.0,230.0,
83,37,31.0,16.0,14.0,0.0,144.0,,,8.5,5.5,0.0,230.0,
84,57,29.0,16.0,18.0,0.0,144.0,,,12.2,5.8,95.0,129.0,
85,63,23.0,8.0,2.0,0.0,144.0,,,2.0,0.0,0.0,202.0,
86,21,24.0,8.0,28.0,0.0,144.0,,,28.0,0.0,87.0,119.0,
87,12,24.0,8.0,13.0,0.0,144.0,,,13.0,0.0,89.0,120.0,
88,24,58.0,8.0,19.0,0.0,144.0,,,0.0,19.0,65.0,99.0,
89,67,5.0,16.0,25.0,96.0,180.0,,,15.3,9.7,142.0,176.0,
90,37,47.0,16.0,6.0,0.0,144.0,,,3.7,2.3,85.0,119.0,
91,49,42.0,8.0,13.0,0.0,144.0,,,13.0,0.0,0.0,220.0,
92,53,43.0,16.0,14.0,0.0,144.0,,,7.9,6.1,12.0,45.0,
93,61,52.0,16.0,3.0,156.0,240.0,,,2.0,1.0,177.0,208.0,
94,57,48.0,16.0,23.0,0.0,144.0,,,12.3,10.7,0.0,214.0,
95,56,37.0,16.0,6.0,0.0,144.0,,,4.1,1.9,0.0,212.0,
96,55,54.0,8.0,26.0,0.0,144.0,,,0.0,26.0,0.0,229.0,
97,4,18.0,16.0,35.0,96.0,180.0,,,22.7,12.3,119.0,153.0,
98,26,52.0,8.0,9.0,0.0,144.0,,,9.0,0.0,0.0,234.0,
99,26,35.0,16.0,15.0,0.0,144.0,,,8.8,6.2,75.0,110.0,
100,31,67.0,16.0,3.0,156.0,240.0,,,1.8,1.2,178.0,213.0,
101,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
