CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,14.6,5.4,119.0,195.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,18.2,11.8,30.0,101.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,10.0,0.0,100.0,147.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,23.0,17.0,69.0,204.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,14.4,5.6,40.0,115.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,14.1,5.9,44.0,167.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,10.2,9.8,66.0,120.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,51.0,159.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,12.4,7.6,44.0,165.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,17.1,12.9,89.0,185.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,0.0,40.0,28.0,161.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,14.4,5.6,44.0,109.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,7.1,2.9,50.0,195.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,5.2,4.8,34.0,124.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,12.3,7.7,38.0,170.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,59.0,114.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,12.7,7.3,56.0,192.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,20.0,78.0,126.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,40.0,0.0,58.0,119.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,105.0,163.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,5.3,4.7,51.0,115.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,40.0,0.0,51.0,161.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,30.0,0.0,44.0,168.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,0.0,10.0,128.0,196.0,
25,35,5.0,8.0,20.0,0.0,144.0,,,20.0,0.0,52.0,192.0,
26,95,30.0,16.0,30.0,96.0,180.0,,,18.1,11.9,100.0,155.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,54.0,172.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,5.3,4.7,51.0,126.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,6.6,3.4,52.0,113.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,5.6,4.4,43.0,164.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,47.0,112.0,
32,87,30.0,16.0,10.0,96.0,180.0,,,6.0,4.0,115.0,180.0,
33,85,25.0,8.0,10.0,0.0,144.0,,,10.0,0.0,47.0,184.0,
34,85,35.0,8.0,30.0,96.0,180.0,,,30.0,0.0,95.0,151.0,
35,67,85.0,16.0,20.0,96.0,180.0,,,13.6,6.4,54.0,197.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,40.0,0.0,29.0,192.0,
37,65,82.0,16.0,10.0,96.0,180.0,,,7.1,2.9,109.0,165.0,
38,62,80.0,8.0,30.0,0.0,144.0,,,30.0,0.0,33.0,157.0,
39,60,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,21.0,197.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,30.0,0.0,41.0,149.0,
41,58,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,44.0,165.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,23.0,178.0,
43,55,85.0,16.0,20.0,96.0,180.0,,,14.2,5.8,111.0,169.0,
44,55,82.0,8.0,10.0,0.0,144.0,,,0.0,10.0,32.0,157.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,0.0,10.0,31.0,190.0,
46,18,80.0,8.0,10.0,96.0,180.0,,,10.0,0.0,98.0,157.0,
47,2,45.0,8.0,10.0,0.0,144.0,,,0.0,10.0,33.0,112.0,
48,42,5.0,16.0,10.0,96.0,180.0,,,6.0,4.0,120.0,188.0,
49,42,12.0,8.0,10.0,0.0,144.0,,,0.0,10.0,75.0,159.0,
50,72,35.0,16.0,30.0,96.0,180.0,,,17.6,12.4,103.0,162.0,
