CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1209.0,1236.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,6.8,5.2,11.1,6.9,0.0,0.0,1168.0,1162.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1187.0,1150.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,2.6,1.4,3.1,2.9,721.0,722.0,787.0,787.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.8,2.2,0.0,0.0,1186.0,1171.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,5.0,3.0,6.8,5.2,619.0,618.0,705.0,702.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1165.0,1213.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,5.2,2.8,7.9,4.1,253.0,254.0,325.0,325.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.7,2.3,534.0,531.0,612.0,609.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.2,2.8,356.0,357.0,410.0,415.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.9,1.1,4.1,1.9,448.0,448.0,509.0,509.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,4.6,3.4,8.0,4.0,0.0,0.0,1163.0,1147.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,24.0,30.0,92.0,92.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1161.0,1168.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,382.0,381.0,432.0,431.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,10.3,5.7,14.3,9.7,0.0,0.0,1111.0,1137.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,98.0,95.0,149.0,148.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,4.7,3.3,6.5,5.5,0.0,0.0,1138.0,1193.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1210.0,1166.0,
