CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,624.0,960.0,,,11.1,8.9,663.0,803.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,20.9,9.1,148.0,281.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,10.0,0.0,462.0,603.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,40.0,640.0,768.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,65.0,201.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,12.5,7.5,387.0,513.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,10.7,9.3,289.0,423.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,365.0,496.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,12.8,7.2,367.0,502.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,16.0,14.0,515.0,639.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,25.0,15.0,183.0,326.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,13.9,6.1,222.0,354.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,6.3,3.7,645.0,778.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,6.0,4.0,34.0,159.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,13.2,6.8,172.0,295.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,10.2,9.8,244.0,380.0,
17,0,45.0,16.0,20.0,624.0,960.0,,,12.3,7.7,692.0,830.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,0.0,20.0,333.0,462.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,40.0,0.0,245.0,377.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,6.1,3.9,525.0,667.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,10.0,0.0,206.0,338.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,40.0,0.0,371.0,500.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,30.0,0.0,192.0,328.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,5.7,4.3,680.0,812.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,20.0,0.0,781.0,908.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
