CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.6,2.4,183.0,202.0,569.0,569.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,7.0,5.0,12.1,5.9,18.0,7.0,611.0,582.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,4.1,1.9,1001.0,1023.0,1488.0,1497.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1124.0,1153.0,1541.0,1549.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.7,1.3,3.3,2.7,14.0,5.0,431.0,421.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,305.0,307.0,870.0,863.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,5.3,2.7,7.2,4.8,951.0,962.0,1369.0,1349.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.1,2.9,7.4,4.6,2637.0,2597.0,3328.0,3294.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2352.0,2355.0,3007.0,2994.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,2.7,1.3,3.5,2.5,2617.0,2594.0,3133.0,3134.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2594.0,2578.0,2966.0,2979.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,1946.0,1944.0,2449.0,2454.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,12.0,0.0,18.0,0.0,2286.0,2305.0,2692.0,2692.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,1828.0,1815.0,2369.0,2404.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,2077.0,2065.0,2547.0,2518.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,1730.0,1758.0,2293.0,2292.0,
17,18,75.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,12.0,0.0,2108.0,2130.0,2682.0,2643.0,
18,15,75.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,1539.0,1542.0,2100.0,2084.0,
19,15,80.0,16.0,10.0,1356.0,2542.5,,,2.9,1.1,4.3,1.7,1657.0,1687.0,2183.0,2178.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,3.9,2.1,9.0,5.0,652.0,697.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,4.9,3.1,7.2,4.8,2662.0,2670.0,3289.0,3319.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,7.1,4.9,9.0,2.0,520.0,525.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,2.7,1.3,3.6,2.4,1509.0,1497.0,1943.0,1935.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,13.0,7.0,376.0,392.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,16.0,0.0,24.0,0.0,2376.0,2361.0,2800.0,2789.0,
