CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1209.0,
2,45,70.0,8.0,30.0,0.0,741.6,,,30.0,0.0,0.0,1231.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1186.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,5.3,4.7,721.0,786.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,6.2,3.8,0.0,1177.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,11.5,8.5,0.0,1208.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1175.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,12.4,7.6,252.0,328.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,534.0,607.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1143.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,7.1,2.9,445.0,510.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,13.8,6.2,0.0,1216.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,30.0,0.0,25.0,97.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1211.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,22.5,17.5,383.0,429.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,40.0,0.0,0.0,1159.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,13.2,6.8,0.0,1195.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1111.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,6.6,3.4,0.0,1116.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1178.0,
21,30,52.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1224.0,
22,28,52.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1227.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,6.4,3.6,732.0,779.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1148.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,40.0,169.0,225.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
