CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,32.0,10.0,0.0,600.0,,,1.6,1.4,0.9,0.1,2.5,1.9,1.3,0.3,0.0,0.0,986.0,981.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,0.0,2.1,0.7,0.0,0.0,2.7,1.5,0.0,0.0,0.0,1000.0,1000.0,
3,55,45.0,32.0,13.0,0.0,600.0,,,2.3,1.6,1.0,0.3,3.3,3.1,1.2,0.2,0.0,0.0,1000.0,981.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,0.0,0.0,0.0,7.6,0.0,0.0,0.0,11.4,670.0,673.0,813.0,809.0,
5,15,30.0,24.0,26.0,0.0,600.0,,,0.0,5.8,4.1,0.5,0.0,8.8,4.8,2.0,0.0,0.0,971.0,987.0,
6,25,30.0,24.0,3.0,0.0,600.0,,,0.6,0.5,0.0,0.1,0.9,0.7,0.0,0.2,413.0,412.0,518.0,514.0,
7,20,50.0,32.0,5.0,0.0,600.0,,,0.9,0.5,0.4,0.2,1.2,1.1,0.5,0.1,0.0,0.0,990.0,978.0,
8,10,43.0,32.0,9.0,0.0,600.0,,,1.6,1.2,0.6,0.2,2.1,1.7,1.1,0.6,402.0,398.0,485.0,488.0,
9,55,60.0,32.0,16.0,0.0,600.0,,,2.9,2.2,1.1,0.2,4.3,2.7,1.4,1.2,393.0,400.0,500.0,506.0,
10,30,60.0,24.0,16.0,400.0,750.0,,,3.1,2.4,0.0,0.9,4.8,4.0,0.0,0.7,577.0,572.0,637.0,634.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,3.2,0.0,1.6,0.0,5.5,0.0,1.7,0.0,203.0,205.0,333.0,331.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,0.0,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,982.0,980.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,9.2,0.0,0.0,0.0,13.8,0.0,0.0,683.0,678.0,830.0,834.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,10.0,29.0,243.0,258.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,1.9,1.3,0.0,0.0,2.9,1.9,0.0,0.0,171.0,172.0,303.0,308.0,
16,10,20.0,32.0,19.0,0.0,600.0,,,3.1,2.4,1.2,0.9,5.4,3.9,1.8,0.3,270.0,272.0,377.0,379.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.5,0.0,0.3,0.0,0.8,0.0,0.4,0.0,733.0,728.0,872.0,881.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,0.0,0.0,4.2,0.6,0.0,0.0,5.4,1.8,373.0,375.0,437.0,439.0,
19,15,60.0,24.0,17.0,0.0,600.0,,,3.6,2.8,0.0,0.4,5.5,4.2,0.0,0.5,267.0,267.0,387.0,380.0,
20,45,65.0,16.0,9.0,400.0,750.0,,,0.0,2.2,1.4,0.0,0.0,3.7,1.7,0.0,576.0,576.0,670.0,668.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,4.1,0.0,0.0,0.3,5.4,0.0,0.0,1.2,0.0,0.0,999.0,994.0,
22,45,10.0,24.0,18.0,0.0,600.0,,,4.9,0.0,2.1,0.2,6.9,0.0,2.9,1.0,405.0,403.0,495.0,501.0,
23,55,5.0,24.0,29.0,0.0,600.0,,,0.0,6.4,3.3,1.9,0.0,8.6,5.8,3.0,198.0,203.0,325.0,333.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,703.0,700.0,861.0,849.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,2.1,0.0,0.0,0.3,3.1,0.0,0.0,0.5,803.0,811.0,968.0,962.0,
26,45,30.0,32.0,17.0,0.0,600.0,,,3.3,2.3,0.9,0.3,4.1,3.5,2.3,0.4,0.0,0.0,999.0,992.0,
27,35,40.0,24.0,16.0,0.0,600.0,,,0.0,4.0,2.2,0.2,0.0,6.0,2.7,0.9,100.0,100.0,268.0,265.0,
28,41,37.0,24.0,16.0,0.0,600.0,,,3.2,1.9,1.3,0.0,4.8,2.6,2.3,0.0,104.0,114.0,263.0,255.0,
