CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,4.0,0.0,6.0,0.0,0.0,0.0,999.0,977.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,0.0,2.8,0.0,4.2,0.0,0.0,991.0,1000.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,5.2,0.0,7.8,0.0,0.0,0.0,967.0,970.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,4.6,3.0,7.3,4.1,597.0,603.0,869.0,879.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,5.8,4.6,10.3,5.3,0.0,0.0,970.0,973.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.7,0.5,1.1,0.7,328.0,335.0,593.0,589.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,2.0,0.0,3.0,0.0,0.0,0.0,977.0,990.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.2,1.4,3.7,1.7,307.0,317.0,568.0,571.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,3.5,2.9,5.2,4.4,319.0,311.0,588.0,580.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,3.8,2.6,7.0,2.6,469.0,475.0,748.0,741.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,4.8,0.0,7.2,0.0,126.0,127.0,395.0,409.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,5.1,2.5,7.2,4.2,0.0,0.0,985.0,1000.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,9.2,0.0,13.8,616.0,616.0,896.0,892.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,8.0,0.0,12.0,0.0,0.0,958.0,985.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,3.2,0.0,4.8,104.0,108.0,380.0,367.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.7,2.9,7.1,4.3,0.0,0.0,968.0,989.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.5,0.3,0.8,0.4,667.0,669.0,926.0,940.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,2.8,2.0,4.1,3.1,0.0,0.0,976.0,990.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,10.2,0.0,0.0,960.0,962.0,
20,45,65.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,5.4,0.0,0.0,985.0,966.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,2.9,1.5,4.9,1.7,0.0,0.0,976.0,984.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,7.2,0.0,10.8,0.0,326.0,323.0,576.0,581.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,6.7,4.9,10.2,7.2,129.0,140.0,407.0,409.0,
24,65,35.0,8.0,3.0,0.0,600.0,,,0.0,1.2,0.0,1.8,0.0,0.0,984.0,977.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,2.4,0.0,3.6,0.0,714.0,710.0,965.0,959.0,
26,45,30.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,10.2,0.0,0.0,981.0,982.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,3.5,2.9,5.2,4.4,42.0,59.0,324.0,309.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,4.2,2.2,6.6,3.0,0.0,0.0,996.0,996.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,2.0,1.6,3.4,2.0,0.0,0.0,973.0,970.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,8.4,0.0,12.6,0.0,179.0,168.0,440.0,431.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,7.3,3.5,10.0,6.2,0.0,0.0,999.0,1000.0,
32,35,69.0,16.0,23.0,0.0,600.0,,,5.9,3.3,8.8,5.0,0.0,0.0,998.0,964.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,2.4,2.0,3.9,2.7,1.0,5.0,268.0,264.0,
34,65,55.0,16.0,14.0,0.0,600.0,,,3.6,2.0,5.9,2.5,0.0,0.0,990.0,996.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,1.9,1.3,2.9,1.9,618.0,617.0,870.0,876.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,3.0,25.0,32.0,305.0,300.0,
37,20,20.0,8.0,8.0,0.0,600.0,,,0.0,3.2,0.0,4.8,0.0,0.0,972.0,980.0,
38,5,5.0,16.0,16.0,0.0,600.0,,,4.5,1.9,5.4,4.2,211.0,216.0,497.0,482.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,7.4,5.0,10.8,7.8,27.0,28.0,284.0,287.0,
40,40,25.0,16.0,9.0,0.0,600.0,,,2.2,1.4,3.1,2.3,263.0,256.0,525.0,531.0,
41,42,7.0,8.0,5.0,0.0,600.0,,,2.0,0.0,3.0,0.0,325.0,328.0,584.0,577.0,
42,24,12.0,16.0,5.0,0.0,600.0,,,1.4,0.6,1.8,1.2,16.0,15.0,273.0,273.0,
43,23,3.0,8.0,7.0,0.0,600.0,,,2.8,0.0,4.2,0.0,0.0,0.0,961.0,966.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,4.6,2.6,7.8,3.0,146.0,162.0,419.0,411.0,
