CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,149.5,230.0,,,4.0,0.0,6.0,0.0,129.0,124.0,202.0,202.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,2.8,0.0,4.2,0.0,20.0,20.0,92.0,93.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,3.4,1.8,4.8,3.0,106.0,103.0,137.0,137.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,7.6,0.0,11.4,59.0,68.0,200.0,200.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,10.4,0.0,15.6,0.0,11.0,16.0,112.0,110.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,1.2,0.0,1.8,0.0,53.0,49.0,162.0,161.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,64.0,66.0,105.0,105.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,3.6,0.0,5.4,53.0,55.0,138.0,142.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,4.2,2.2,6.1,3.5,45.0,46.0,151.0,150.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,4.2,2.2,6.4,3.2,99.0,100.0,161.0,161.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,27.0,23.0,156.0,154.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,35.0,36.0,102.0,102.0,
13,30,25.0,8.0,23.0,92.0,172.5,,,9.2,0.0,13.8,0.0,57.0,62.0,215.0,210.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,4.7,3.3,7.5,4.5,24.0,24.0,140.0,140.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,3.2,0.0,4.8,27.0,26.0,160.0,157.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,49.0,49.0,109.0,110.0,
17,5,30.0,16.0,2.0,0.0,138.0,,,0.5,0.3,0.8,0.4,39.0,51.0,192.0,199.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,3.0,1.8,4.3,2.9,77.0,74.0,106.0,106.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,4.1,2.7,7.0,3.2,51.0,47.0,110.0,113.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,0.0,3.6,0.0,5.4,104.0,106.0,156.0,155.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,2.9,1.5,4.5,2.1,35.0,34.0,99.0,101.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,4.6,2.6,7.4,3.4,50.0,54.0,145.0,145.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,11.6,0.0,17.4,0.0,29.0,27.0,164.0,162.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,1.2,0.0,1.8,115.0,118.0,196.0,192.0,
25,65,20.0,16.0,6.0,0.0,138.0,,,1.2,1.2,2.2,1.4,43.0,43.0,195.0,196.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,6.8,0.0,10.2,0.0,113.0,114.0,156.0,159.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,3.8,2.6,6.6,3.0,3.0,1.0,170.0,165.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,5.0,3.0,85.0,83.0,
29,64,42.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,36.0,32.0,99.0,101.0,
30,40,60.0,16.0,21.0,0.0,138.0,,,5.8,2.6,7.7,4.9,28.0,20.0,123.0,129.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,6.5,4.3,10.1,6.1,24.0,20.0,89.0,85.0,
32,35,69.0,16.0,23.0,92.0,172.5,,,5.6,3.6,8.6,5.2,112.0,113.0,176.0,175.0,
33,53,52.0,8.0,11.0,0.0,138.0,,,4.4,0.0,6.6,0.0,20.0,9.0,189.0,187.0,
