CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,144.0,,,3.2,2.4,1.5,0.9,5.6,3.4,1.6,1.4,0.0,0.0,192.0,210.0,
2,22,75.0,24.0,30.0,0.0,144.0,,,6.1,3.3,2.6,0.0,8.1,6.0,3.9,0.0,0.0,0.0,213.0,205.0,
3,22,85.0,32.0,10.0,0.0,144.0,,,1.6,1.2,0.9,0.3,2.5,2.1,1.0,0.3,0.0,0.0,206.0,206.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,140.0,141.0,172.0,171.0,
5,20,85.0,32.0,20.0,0.0,144.0,,,3.3,2.6,1.3,0.9,5.3,3.9,1.4,1.3,0.0,0.0,204.0,195.0,
6,18,75.0,24.0,20.0,0.0,144.0,,,4.1,2.3,1.6,0.0,5.7,4.3,2.0,0.0,0.0,0.0,209.0,212.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,4.5,3.5,0.0,0.0,6.5,5.5,0.0,0.0,0.0,0.0,199.0,197.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,0.0,2.9,0.0,1.1,0.0,4.9,0.0,1.1,90.0,90.0,124.0,122.0,
9,10,35.0,32.0,20.0,0.0,144.0,,,3.3,3.2,1.1,0.4,6.3,3.7,1.8,0.2,89.0,91.0,121.0,124.0,
10,10,40.0,24.0,30.0,0.0,144.0,,,5.3,4.0,2.7,0.0,8.5,5.2,4.3,0.0,0.0,0.0,214.0,215.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,0.0,0.0,10.4,5.6,0.0,0.0,19.0,5.0,58.0,59.0,90.0,91.0,
12,8,45.0,32.0,20.0,0.0,144.0,,,3.9,2.1,1.3,0.7,5.3,3.0,2.4,1.2,0.0,0.0,216.0,206.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,141.0,140.0,173.0,175.0,
14,5,45.0,32.0,10.0,0.0,144.0,,,1.5,1.2,0.9,0.4,2.7,2.1,0.7,0.4,0.0,0.0,210.0,196.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,55.0,57.0,90.0,88.0,
16,0,40.0,24.0,20.0,0.0,144.0,,,3.9,2.6,1.5,0.0,5.0,4.3,2.7,0.0,0.0,0.0,200.0,189.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,193.0,190.0,
18,44,5.0,24.0,20.0,0.0,144.0,,,5.2,0.0,2.1,0.8,9.0,0.0,2.5,0.5,0.0,0.0,199.0,187.0,
19,42,10.0,24.0,40.0,0.0,144.0,,,0.0,7.4,5.4,3.2,0.0,13.7,9.1,1.2,0.0,0.0,190.0,203.0,
20,42,15.0,16.0,10.0,0.0,144.0,,,3.0,0.0,1.0,0.0,3.7,0.0,2.3,0.0,0.0,0.0,212.0,203.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.5,1.5,0.0,0.0,3.5,2.5,0.0,0.0,0.0,0.0,192.0,193.0,
22,40,15.0,24.0,40.0,0.0,144.0,,,8.3,7.1,0.0,0.6,13.6,9.1,0.0,1.2,0.0,0.0,205.0,199.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,0.0,8.8,0.0,3.2,0.0,14.1,0.0,3.9,62.0,62.0,97.0,95.0,
24,38,15.0,24.0,10.0,0.0,144.0,,,1.9,1.2,0.9,0.0,2.5,2.2,1.3,0.0,0.0,0.0,198.0,194.0,
25,35,5.0,16.0,20.0,156.0,240.0,,,6.5,0.0,0.0,1.5,11.6,0.0,0.0,0.4,152.0,152.0,185.0,187.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
