CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,2.5,1.5,3.9,2.1,737.0,736.0,1139.0,1155.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,12.0,0.0,18.0,0.0,662.0,649.0,1036.0,1054.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,10.0,1.0,382.0,378.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,571.0,548.0,936.0,958.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,12.0,0.0,401.0,384.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,12.0,466.0,455.0,863.0,870.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,5.4,2.6,7.8,4.2,4.0,7.0,382.0,397.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,80.0,98.0,474.0,505.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,385.0,371.0,767.0,769.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.8,1.2,3.5,2.5,202.0,189.0,585.0,594.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,274.0,272.0,683.0,662.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,12.0,475.0,507.0,897.0,883.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,18.0,5.0,411.0,406.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.7,1.3,4.1,1.9,388.0,397.0,775.0,774.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,9.9,6.1,16.7,7.3,218.0,203.0,600.0,621.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,292.0,297.0,691.0,711.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.3,2.7,8.5,3.5,3.0,26.0,406.0,422.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,22.0,14.0,411.0,430.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,111.0,110.0,521.0,522.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,7.0,4.0,404.0,392.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,8.0,0.0,12.0,0.0,755.0,740.0,1141.0,1153.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,5.4,2.6,8.6,3.4,647.0,632.0,1043.0,1038.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,557.0,544.0,948.0,957.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,15.0,7.0,386.0,381.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,9.7,6.3,15.0,9.0,12.0,6.0,401.0,383.0,
26,25,55.0,16.0,10.0,494.4,927.0,,,2.4,1.6,3.8,2.2,466.0,450.0,865.0,852.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,103.0,99.0,503.0,470.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,387.0,371.0,759.0,751.0,
29,20,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,187.0,181.0,591.0,579.0,
30,20,55.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,268.0,264.0,668.0,665.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,26.0,22.0,424.0,432.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,7.2,4.8,9.3,8.7,8.0,12.0,422.0,391.0,
33,8,40.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,7.0,14.0,422.0,415.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,5.3,2.7,7.0,5.0,601.0,578.0,989.0,1000.0,
35,5,35.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,106.0,117.0,498.0,500.0,
36,5,45.0,16.0,10.0,494.4,927.0,,,2.6,1.4,3.1,2.9,501.0,480.0,904.0,871.0,
37,2,40.0,16.0,20.0,0.0,741.6,,,4.6,3.4,8.2,3.8,199.0,206.0,618.0,605.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,7.3,4.7,10.0,8.0,298.0,303.0,682.0,706.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,4.8,3.2,7.6,4.4,394.0,383.0,777.0,783.0,
40,35,30.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.1,1.9,84.0,83.0,494.0,481.0,
41,35,32.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.5,2.5,13.0,13.0,411.0,411.0,
