CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,7.0,3.0,906.0,972.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,16.6,13.4,822.0,871.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,65.0,149.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,6.4,3.6,726.0,786.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,10.0,0.0,10.0,71.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,20.0,0.0,621.0,710.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,20.0,0.0,165.0,227.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,20.0,0.0,253.0,326.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,5.2,4.8,531.0,610.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,351.0,412.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,10.0,0.0,444.0,509.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,13.9,6.1,647.0,722.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,30.0,0.0,27.0,95.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,6.2,3.8,566.0,620.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,382.0,430.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,27.7,12.3,475.0,532.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,96.0,149.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,175.0,259.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,6.3,3.7,278.0,347.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.0,4.0,9.0,79.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,11.7,8.3,913.0,965.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,20.0,0.0,812.0,890.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,732.0,778.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,59.0,150.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,23.3,16.7,163.0,224.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
