CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,3310.0,3332.0,
2,45,70.0,32.0,30.0,0.0,2034.0,,,5.2,4.2,1.8,0.9,6.7,6.0,3.7,1.6,0.0,0.0,3351.0,3383.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,3.2,0.0,0.0,0.8,4.8,0.0,0.0,1.2,0.0,0.0,3311.0,3278.0,
4,60,66.0,32.0,10.0,0.0,2034.0,,,1.9,1.2,0.6,0.3,2.5,1.6,1.3,0.5,1254.0,1258.0,1426.0,1432.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3379.0,3321.0,
6,16,42.0,24.0,20.0,0.0,2034.0,,,4.3,3.2,0.0,0.5,6.5,4.8,0.0,0.7,490.0,496.0,670.0,668.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3337.0,3371.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,0.0,6.0,0.0,2.0,0.0,9.0,0.0,3.0,2885.0,2883.0,3063.0,3051.0,
9,28,70.0,32.0,10.0,2203.5,3390.0,,,2.0,1.2,0.7,0.1,3.0,1.6,0.9,0.4,2598.0,2598.0,2767.0,2772.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,3.4,0.0,0.0,0.6,5.8,0.0,0.0,0.2,2781.0,2788.0,2952.0,2959.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2688.0,2683.0,2862.0,2873.0,
12,25,85.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3265.0,3349.0,
13,22,75.0,32.0,30.0,2203.5,3390.0,,,5.1,3.8,1.8,1.3,8.0,5.6,3.6,0.9,2404.0,2392.0,2581.0,2579.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,3.3,0.0,0.0,0.7,5.8,0.0,0.0,0.2,2011.0,2021.0,2195.0,2194.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,0.0,14.6,0.0,1.4,0.0,22.1,0.0,1.9,2211.0,2211.0,2376.0,2381.0,
16,20,85.0,24.0,40.0,1356.0,2542.5,,,7.2,5.4,3.4,0.0,11.7,6.7,5.6,0.0,1932.0,1928.0,2094.0,2097.0,
17,18,75.0,8.0,20.0,1356.0,2542.5,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,2299.0,2296.0,2487.0,2478.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,0.0,6.6,0.0,1.4,0.0,10.1,0.0,1.9,1741.0,1738.0,1902.0,1904.0,
19,15,80.0,24.0,10.0,0.0,2034.0,,,2.0,1.4,0.6,0.0,2.7,2.4,0.9,0.0,1828.0,1829.0,2007.0,2006.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,7.0,175.0,178.0,
21,30,56.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,3376.0,3308.0,
22,28,52.0,24.0,20.0,0.0,2034.0,,,4.3,3.3,0.0,0.3,6.0,4.7,0.0,1.3,14.0,12.0,198.0,184.0,
23,14,66.0,24.0,10.0,0.0,2034.0,,,0.0,2.3,1.3,0.4,0.0,3.7,1.9,0.4,1641.0,1627.0,1817.0,1807.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,101.0,113.0,282.0,285.0,
25,22,66.0,32.0,40.0,2203.5,3390.0,,,6.5,4.8,3.3,1.4,11.3,7.8,3.3,1.7,2500.0,2490.0,2680.0,2670.0,
26,8,62.0,16.0,10.0,0.0,2034.0,,,2.3,1.7,0.0,0.0,3.7,2.3,0.0,0.0,0.0,0.0,3265.0,3355.0,
27,23,52.0,24.0,10.0,0.0,2034.0,,,1.8,1.4,0.8,0.0,2.9,1.9,1.2,0.0,207.0,200.0,374.0,385.0,
28,4,55.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1435.0,1431.0,1621.0,1619.0,
29,20,50.0,16.0,10.0,0.0,2034.0,,,0.0,0.0,2.3,1.7,0.0,0.0,3.5,2.5,387.0,386.0,565.0,573.0,
30,20,55.0,24.0,10.0,0.0,2034.0,,,2.0,1.2,0.7,0.0,2.6,2.0,1.4,0.0,296.0,300.0,471.0,465.0,
31,10,35.0,16.0,20.0,0.0,2034.0,,,4.4,3.6,0.0,0.0,6.8,5.2,0.0,0.0,0.0,0.0,3336.0,3329.0,
32,10,40.0,24.0,30.0,0.0,2034.0,,,5.6,3.7,2.7,0.0,8.0,6.3,3.7,0.0,587.0,587.0,762.0,754.0,
33,8,40.0,24.0,40.0,0.0,2034.0,,,10.7,0.0,5.0,0.4,16.4,0.0,5.2,2.5,685.0,685.0,854.0,851.0,
34,8,45.0,16.0,20.0,0.0,2034.0,,,0.0,6.2,0.0,1.8,0.0,10.4,0.0,1.6,0.0,0.0,3289.0,3382.0,
35,5,35.0,16.0,10.0,0.0,2034.0,,,0.0,2.5,1.5,0.0,0.0,3.7,2.3,0.0,874.0,874.0,1052.0,1038.0,
36,5,45.0,24.0,10.0,0.0,2034.0,,,0.0,2.3,1.3,0.4,0.0,2.9,2.2,0.9,1243.0,1250.0,1413.0,1428.0,
37,2,40.0,16.0,20.0,0.0,2034.0,,,6.5,0.0,0.0,1.5,10.7,0.0,0.0,1.3,0.0,0.0,3273.0,3326.0,
38,0,40.0,24.0,30.0,0.0,2034.0,,,8.2,0.0,3.6,0.3,12.0,0.0,3.6,2.4,1056.0,1056.0,1225.0,1229.0,
39,0,45.0,32.0,20.0,0.0,2034.0,,,4.0,2.6,1.3,0.1,5.0,3.6,2.1,1.3,1156.0,1145.0,1326.0,1331.0,
40,36,18.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1807.0,1818.0,1981.0,1986.0,
41,35,32.0,24.0,10.0,2203.5,3390.0,,,2.6,0.0,1.1,0.4,3.6,0.0,1.7,0.7,2748.0,2752.0,2927.0,2932.0,
42,33,32.0,16.0,20.0,2203.5,3390.0,,,4.9,3.1,0.0,0.0,7.6,4.4,0.0,0.0,2655.0,2656.0,2841.0,2826.0,
43,33,35.0,32.0,10.0,2203.5,3390.0,,,1.8,1.3,0.7,0.1,2.5,1.9,1.3,0.2,2573.0,2561.0,2747.0,2743.0,
44,32,20.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1898.0,1897.0,2077.0,2075.0,
45,30,30.0,16.0,10.0,1356.0,2542.5,,,2.8,0.0,1.2,0.0,4.0,0.0,2.0,0.0,2092.0,2096.0,2271.0,2279.0,
46,34,25.0,8.0,30.0,1356.0,2542.5,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,1995.0,1994.0,2173.0,2174.0,
47,30,35.0,24.0,10.0,2203.5,3390.0,,,2.9,0.0,1.0,0.2,4.5,0.0,1.2,0.3,2465.0,2476.0,2644.0,2640.0,
48,36,40.0,32.0,10.0,0.0,2034.0,,,1.7,1.4,0.6,0.4,2.6,1.9,0.9,0.5,0.0,0.0,3297.0,3305.0,
