CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,0.0,144.0,,,5.1,2.9,8.0,4.0,0.0,0.0,205.0,195.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,0.0,0.0,206.0,208.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,2.5,1.5,4.3,1.7,0.0,0.0,195.0,199.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,10.7,5.3,13.2,10.8,138.0,141.0,174.0,172.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,4.9,3.1,6.8,5.2,0.0,0.0,201.0,199.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,95.0,95.0,127.0,128.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,4.8,3.2,8.0,4.0,0.0,0.0,208.0,201.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,88.0,89.0,124.0,122.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,4.4,3.6,6.3,5.7,90.0,90.0,121.0,124.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,116.0,118.0,150.0,150.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,56.0,58.0,90.0,90.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.1,2.9,7.3,4.7,0.0,0.0,210.0,197.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.4,1.6,3.5,2.5,140.0,140.0,174.0,173.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.3,2.7,35.0,33.0,65.0,66.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,5.6,2.4,7.0,5.0,58.0,58.0,88.0,90.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,4.8,3.2,7.4,4.6,70.0,71.0,105.0,104.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,8.0,0.0,12.0,0.0,148.0,149.0,181.0,182.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,85.0,85.0,117.0,118.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,69.0,72.0,104.0,102.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,122.0,119.0,153.0,152.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.6,1.4,4.0,2.0,0.0,0.0,201.0,194.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,91.0,89.0,122.0,124.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,7.4,4.6,12.9,5.1,62.0,64.0,96.0,96.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,145.0,147.0,180.0,180.0,
25,35,5.0,16.0,20.0,156.0,240.0,,,5.1,2.9,7.0,5.0,154.0,154.0,184.0,184.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
