CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,32.0,10.0,92.0,172.5,,,1.8,1.4,0.7,0.2,2.9,1.9,1.1,0.1,161.0,160.0,171.0,172.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,2.8,0.0,0.0,0.0,4.2,0.0,0.0,0.0,49.0,50.0,60.0,61.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,0.0,0.0,4.8,0.4,0.0,0.0,5.1,2.7,115.0,116.0,127.0,127.0,
4,55,20.0,32.0,19.0,92.0,172.5,,,3.2,2.3,1.5,0.6,5.4,3.3,2.2,0.5,149.0,148.0,160.0,160.0,
5,15,30.0,32.0,26.0,0.0,138.0,,,4.4,3.2,1.9,0.9,7.2,4.6,2.5,1.2,34.0,33.0,45.0,45.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.9,0.0,0.3,0.0,1.3,0.0,0.5,0.0,98.0,98.0,110.0,109.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,0.0,1.2,0.8,0.0,0.0,1.8,1.2,0.0,81.0,81.0,91.0,92.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,3.6,0.0,0.0,0.0,5.4,0.0,0.0,95.0,95.0,106.0,106.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,0.0,4.4,2.0,0.0,0.0,6.6,3.0,0.0,96.0,96.0,107.0,107.0,
10,30,60.0,8.0,16.0,0.0,138.0,,,6.4,0.0,0.0,0.0,9.6,0.0,0.0,0.0,124.0,123.0,135.0,135.0,
11,20,65.0,24.0,12.0,0.0,138.0,,,2.9,0.0,1.7,0.2,4.7,0.0,2.3,0.2,67.0,67.0,77.0,77.0,
12,50,35.0,24.0,19.0,0.0,138.0,,,0.0,3.7,3.4,0.5,0.0,6.7,4.2,0.5,63.0,63.0,74.0,73.0,
13,30,25.0,24.0,23.0,92.0,172.5,,,4.3,2.9,2.0,0.0,7.0,4.9,1.8,0.0,158.0,158.0,170.0,169.0,
14,15,10.0,32.0,20.0,0.0,138.0,,,3.4,2.6,1.6,0.4,5.2,3.8,1.8,1.2,32.0,32.0,43.0,42.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,3.2,0.0,0.0,0.0,4.8,0.0,0.0,60.0,61.0,72.0,72.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,74.0,74.0,86.0,85.0,
17,5,30.0,32.0,2.0,92.0,172.5,,,0.3,0.2,0.2,0.1,0.5,0.4,0.2,0.0,157.0,156.0,168.0,168.0,
18,20,40.0,24.0,12.0,0.0,138.0,,,2.6,0.0,1.4,0.8,4.4,0.0,2.5,0.2,86.0,87.0,97.0,98.0,
19,15,60.0,24.0,17.0,0.0,138.0,,,3.0,2.0,1.8,0.0,5.5,3.0,1.7,0.0,76.0,76.0,86.0,86.0,
20,45,65.0,8.0,9.0,0.0,138.0,,,0.0,0.0,0.0,3.6,0.0,0.0,0.0,5.4,125.0,125.0,136.0,136.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,0.0,0.0,3.3,1.1,0.0,0.0,5.5,1.1,62.0,62.0,72.0,72.0,
22,45,10.0,24.0,18.0,0.0,138.0,,,0.0,3.8,3.2,0.3,0.0,4.8,4.0,2.0,96.0,97.0,107.0,107.0,
23,55,5.0,32.0,29.0,0.0,138.0,,,4.6,4.1,1.8,1.0,6.5,5.5,3.8,1.7,67.0,67.0,78.0,79.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,0.8,0.0,0.4,0.0,1.0,0.0,0.6,0.2,153.0,152.0,163.0,163.0,
25,65,20.0,16.0,6.0,149.5,230.0,,,2.2,0.0,0.0,0.2,3.2,0.0,0.0,0.4,171.0,171.0,183.0,183.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
