CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,932.0,958.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,0.0,0.0,958.0,944.0,
3,22,85.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,0.0,0.0,921.0,911.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,16.0,0.0,24.0,0.0,642.0,639.0,769.0,776.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,922.0,912.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,387.0,387.0,512.0,513.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,4.6,3.4,6.7,5.3,0.0,0.0,914.0,936.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,362.0,360.0,490.0,490.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,367.0,370.0,491.0,491.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,7.1,4.9,9.7,8.3,509.0,507.0,650.0,642.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,11.6,4.4,15.1,8.9,193.0,184.0,316.0,326.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,958.0,933.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.9,1.1,3.9,2.1,641.0,642.0,777.0,780.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,0.0,0.0,919.0,920.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,163.0,172.0,296.0,297.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,941.0,949.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,696.0,697.0,832.0,833.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,960.0,906.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,0.0,0.0,951.0,937.0,
20,42,15.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,0.0,0.0,935.0,934.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,2.8,1.2,3.4,2.6,0.0,0.0,950.0,908.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,374.0,370.0,506.0,497.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,190.0,189.0,324.0,325.0,
24,38,15.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,0.0,0.0,923.0,929.0,
25,35,5.0,16.0,20.0,624.0,960.0,,,5.5,2.5,6.6,5.4,781.0,775.0,909.0,913.0,
26,95,30.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,0.0,0.0,944.0,913.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,5.3,2.7,7.2,4.8,142.0,142.0,266.0,269.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,2.5,1.5,4.3,1.7,0.0,0.0,950.0,932.0,
