CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,384.0,720.0,,,0.0,8.0,0.0,12.0,383.0,405.0,922.0,933.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,7.3,4.7,11.4,6.6,12.0,10.0,557.0,512.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,258.0,269.0,796.0,818.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,16.0,0.0,24.0,0.0,672.0,673.0,734.0,739.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,5.2,2.8,7.4,4.6,21.0,28.0,535.0,523.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,386.0,390.0,509.0,506.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,107.0,111.0,606.0,642.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,397.0,392.0,459.0,457.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,401.0,400.0,461.0,462.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,535.0,534.0,627.0,623.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,10.5,5.5,15.8,8.2,223.0,223.0,289.0,290.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,5.2,2.8,8.2,3.8,18.0,25.0,537.0,556.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,4.0,0.0,6.0,0.0,682.0,681.0,746.0,748.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.3,1.7,3.9,2.1,22.0,32.0,386.0,387.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,4.5,3.5,8.2,3.8,200.0,203.0,268.0,266.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,4.8,3.2,6.7,5.3,191.0,181.0,427.0,445.0,
17,0,45.0,16.0,20.0,624.0,960.0,,,5.1,2.9,7.8,4.2,695.0,685.0,837.0,835.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.5,2.5,8.0,4.0,289.0,290.0,500.0,492.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,16.0,0.0,24.0,0.0,186.0,184.0,442.0,440.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,483.0,474.0,715.0,703.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,2.6,1.4,3.9,2.1,0.0,35.0,566.0,532.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,10.6,5.4,14.9,9.1,377.0,379.0,493.0,493.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,227.0,228.0,292.0,295.0,
24,38,15.0,8.0,10.0,624.0,960.0,,,4.0,0.0,6.0,0.0,601.0,602.0,876.0,891.0,
25,35,5.0,16.0,20.0,624.0,960.0,,,4.3,3.7,8.2,3.8,816.0,817.0,887.0,882.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
