CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,940.0,911.0,
2,22,75.0,24.0,30.0,0.0,576.0,,,7.7,0.0,3.2,1.1,11.7,0.0,5.8,0.5,0.0,0.0,937.0,950.0,
3,22,85.0,8.0,10.0,0.0,576.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,937.0,926.0,
4,20,80.0,32.0,40.0,624.0,960.0,,,6.6,6.4,2.3,0.7,10.5,6.9,4.3,2.3,639.0,639.0,771.0,769.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,956.0,931.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,938.0,957.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,922.0,939.0,
8,15,80.0,32.0,10.0,0.0,576.0,,,2.0,1.1,0.8,0.1,2.7,2.0,0.9,0.4,361.0,356.0,489.0,496.0,
9,10,35.0,24.0,20.0,0.0,576.0,,,4.4,2.8,0.0,0.8,6.0,5.4,0.0,0.6,361.0,365.0,495.0,493.0,
10,10,40.0,16.0,30.0,0.0,576.0,,,7.6,4.4,0.0,0.0,11.2,6.8,0.0,0.0,0.0,0.0,957.0,954.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,184.0,193.0,322.0,318.0,
12,8,45.0,24.0,20.0,0.0,576.0,,,0.0,4.3,3.2,0.6,0.0,7.0,4.6,0.4,0.0,0.0,934.0,945.0,
13,5,35.0,24.0,10.0,624.0,960.0,,,1.8,1.3,0.8,0.0,2.7,1.8,1.5,0.0,648.0,643.0,774.0,779.0,
14,5,45.0,32.0,10.0,0.0,576.0,,,1.8,1.3,0.7,0.1,2.7,1.7,1.4,0.2,0.0,0.0,917.0,920.0,
15,2,40.0,32.0,20.0,0.0,576.0,,,3.6,2.2,1.4,0.8,5.0,4.3,1.8,1.0,169.0,170.0,301.0,297.0,
16,0,40.0,24.0,20.0,0.0,576.0,,,5.2,0.0,2.4,0.4,7.4,0.0,3.5,1.1,0.0,0.0,952.0,917.0,
17,0,45.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,921.0,949.0,
18,44,5.0,24.0,20.0,0.0,576.0,,,5.0,0.0,2.4,0.6,7.1,0.0,3.6,1.3,0.0,0.0,953.0,930.0,
19,42,10.0,32.0,40.0,0.0,576.0,,,7.0,6.2,2.4,0.3,9.1,6.9,5.4,2.5,0.0,0.0,925.0,922.0,
20,42,15.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,916.0,931.0,
21,40,5.0,24.0,10.0,0.0,576.0,,,2.2,1.4,0.0,0.5,3.1,2.1,0.0,0.8,0.0,0.0,949.0,933.0,
22,40,15.0,32.0,40.0,0.0,576.0,,,7.0,5.5,2.6,1.0,10.8,7.6,4.1,1.6,0.0,0.0,955.0,923.0,
23,38,5.0,32.0,30.0,0.0,576.0,,,6.3,3.8,1.7,0.2,7.3,5.8,4.2,0.7,189.0,193.0,325.0,331.0,
24,38,15.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,936.0,923.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,779.0,773.0,910.0,910.0,
26,95,30.0,24.0,30.0,0.0,576.0,,,0.0,6.5,4.2,1.3,0.0,8.7,6.7,2.6,0.0,0.0,947.0,916.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,0.0,5.0,3.0,0.0,0.0,6.7,5.3,0.0,0.0,0.0,893.0,949.0,
28,92,30.0,32.0,10.0,0.0,576.0,,,1.7,1.4,0.7,0.2,2.7,2.2,1.0,0.2,0.0,0.0,948.0,960.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,0.0,2.8,1.2,0.0,0.0,3.5,2.5,0.0,0.0,0.0,956.0,905.0,
30,88,30.0,32.0,10.0,0.0,576.0,,,1.7,1.3,0.8,0.1,2.3,2.2,1.3,0.2,0.0,0.0,944.0,923.0,
31,88,35.0,24.0,20.0,0.0,576.0,,,4.8,0.0,2.8,0.4,7.2,0.0,3.8,1.0,0.0,0.0,926.0,940.0,
32,87,30.0,24.0,10.0,0.0,576.0,,,0.0,2.1,1.6,0.3,0.0,3.1,1.8,1.2,0.0,0.0,911.0,953.0,
33,85,25.0,32.0,10.0,0.0,576.0,,,1.8,1.2,0.6,0.3,2.3,2.0,1.2,0.6,0.0,0.0,944.0,918.0,
34,85,35.0,24.0,30.0,0.0,576.0,,,0.0,6.8,4.5,0.7,0.0,10.2,4.8,3.0,0.0,0.0,919.0,943.0,
35,67,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,914.0,922.0,
36,65,85.0,32.0,40.0,0.0,576.0,,,6.6,4.8,3.3,1.4,10.3,7.8,3.5,2.4,0.0,0.0,907.0,955.0,
37,65,82.0,24.0,10.0,0.0,576.0,,,2.3,1.4,0.0,0.3,3.2,2.2,0.0,0.6,0.0,0.0,910.0,955.0,
38,62,80.0,8.0,30.0,0.0,576.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,266.0,267.0,407.0,400.0,
39,60,80.0,32.0,10.0,0.0,576.0,,,1.8,1.1,0.7,0.3,2.6,1.9,1.2,0.4,0.0,0.0,936.0,937.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,10.7,0.0,0.0,1.3,16.0,0.0,0.0,2.0,0.0,0.0,940.0,956.0,
41,58,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,953.0,927.0,
42,55,80.0,32.0,10.0,0.0,576.0,,,1.9,1.4,0.5,0.2,2.9,1.8,0.9,0.5,0.0,0.0,928.0,943.0,
43,55,85.0,32.0,20.0,0.0,576.0,,,3.6,2.1,1.6,0.6,4.8,4.0,1.9,1.4,0.0,0.0,915.0,944.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,217.0,205.0,344.0,349.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,960.0,934.0,
46,18,80.0,24.0,10.0,0.0,576.0,,,0.0,2.1,1.1,0.8,0.0,3.8,1.3,0.9,0.0,0.0,916.0,947.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,944.0,944.0,
48,42,5.0,24.0,10.0,0.0,576.0,,,2.6,0.0,1.0,0.5,3.6,0.0,1.6,0.8,0.0,0.0,938.0,912.0,
49,42,12.0,24.0,10.0,0.0,576.0,,,0.0,2.3,0.9,0.8,0.0,3.3,2.4,0.3,0.0,0.0,948.0,921.0,
50,72,35.0,8.0,30.0,0.0,576.0,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,919.0,938.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
