CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,221.0,583.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,19.0,11.0,109.0,456.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,6.7,3.3,1072.0,1428.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,1150.0,1520.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,10.0,358.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,12.4,7.6,389.0,740.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,11.3,8.7,975.0,1317.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,11.9,8.1,2799.0,3153.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,5.8,4.2,2516.0,2854.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2688.0,3047.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,5.5,4.5,2589.0,2960.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,0.0,20.0,2039.0,2371.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,20.5,9.5,2314.0,2666.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,10.0,1937.0,2292.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,24.9,15.1,2135.0,2470.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,40.0,0.0,1853.0,2201.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,14.5,5.5,2226.0,2575.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,12.2,7.8,1655.0,1992.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,1736.0,2082.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,7.0,335.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,11.9,8.1,2880.0,3240.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,12.6,7.4,10.0,337.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,6.1,3.9,1541.0,1890.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,14.0,372.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,24.7,15.3,2410.0,2764.0,
