CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,0.0,144.0,,,11.2,8.8,45.0,192.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,30.0,18.0,173.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,10.0,90.0,153.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,40.0,0.0,63.0,199.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,12.6,7.4,27.0,200.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,10.7,9.3,58.0,162.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,11.6,8.4,50.0,136.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,64.0,146.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,54.0,158.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,15.9,14.1,103.0,166.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,0.0,40.0,24.0,154.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,13.9,6.1,26.0,150.0,
13,5,35.0,16.0,10.0,0.0,144.0,,,7.1,2.9,48.0,198.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,6.0,4.0,20.0,204.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,12.6,7.4,33.0,163.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,20.0,39.0,142.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,0.0,20.0,38.0,201.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,11.1,8.9,69.0,134.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,24.3,15.7,33.0,152.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,5.7,4.3,93.0,186.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,10.0,0.0,42.0,162.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,26.7,13.3,63.0,155.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,0.0,30.0,34.0,174.0,
24,38,15.0,16.0,10.0,0.0,144.0,,,5.6,4.4,45.0,194.0,
25,35,5.0,16.0,20.0,0.0,144.0,,,12.2,7.8,32.0,191.0,
26,95,30.0,8.0,30.0,96.0,180.0,,,0.0,30.0,86.0,173.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,45.0,178.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,6.4,3.6,54.0,183.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,5.2,4.8,45.0,176.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,7.0,3.0,51.0,147.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,39.0,180.0,
32,87,30.0,8.0,10.0,0.0,144.0,,,10.0,0.0,49.0,188.0,
33,85,25.0,8.0,10.0,0.0,144.0,,,0.0,10.0,45.0,188.0,
34,85,35.0,8.0,30.0,96.0,180.0,,,0.0,30.0,76.0,172.0,
35,67,85.0,16.0,20.0,0.0,144.0,,,12.6,7.4,52.0,196.0,
36,65,85.0,16.0,40.0,0.0,144.0,,,24.5,15.5,43.0,196.0,
37,65,82.0,8.0,10.0,96.0,180.0,,,10.0,0.0,86.0,183.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,16.8,13.2,36.0,149.0,
39,60,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,25.0,196.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,30.0,0.0,57.0,141.0,
41,58,75.0,16.0,20.0,0.0,144.0,,,14.8,5.2,40.0,168.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,22.0,182.0,
43,55,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,96.0,193.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,6.1,3.9,33.0,148.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,10.0,0.0,35.0,203.0,
46,18,80.0,16.0,10.0,96.0,180.0,,,6.1,3.9,66.0,191.0,
47,2,45.0,8.0,10.0,0.0,144.0,,,10.0,0.0,29.0,194.0,
48,42,5.0,8.0,10.0,0.0,144.0,,,10.0,0.0,48.0,192.0,
49,42,12.0,8.0,10.0,0.0,144.0,,,0.0,10.0,95.0,139.0,
50,72,35.0,8.0,30.0,96.0,180.0,,,30.0,0.0,80.0,180.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
