CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,0.0,741.6,,,2.7,1.3,4.0,2.0,0.0,0.0,1217.0,1223.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,7.3,4.7,9.3,8.7,0.0,0.0,1173.0,1199.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.5,2.5,0.0,0.0,1168.0,1153.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,727.0,726.0,786.0,784.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1149.0,1182.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1194.0,1134.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,4.7,3.3,7.4,4.6,0.0,0.0,1234.0,1173.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,249.0,252.0,326.0,329.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.8,2.2,527.0,533.0,609.0,606.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.9,2.1,0.0,0.0,1200.0,1234.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.9,2.1,446.0,442.0,508.0,509.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,5.3,2.7,8.2,3.8,0.0,0.0,1126.0,1214.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,7.3,4.7,12.9,5.1,30.0,24.0,94.0,96.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.4,1.6,4.2,1.8,0.0,0.0,1108.0,1209.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,9.3,6.7,13.2,10.8,382.0,379.0,431.0,429.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,0.0,0.0,1179.0,1182.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.6,2.4,6.9,5.1,0.0,0.0,1130.0,1143.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1183.0,1194.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,2.8,1.2,4.0,2.0,0.0,0.0,1108.0,1120.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,2.8,1.2,4.4,1.6,0.0,0.0,1214.0,1159.0,
21,30,52.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1215.0,1215.0,
22,28,52.0,16.0,20.0,0.0,741.6,,,4.9,3.1,6.9,5.1,0.0,0.0,1181.0,1214.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,731.0,732.0,779.0,781.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.0,2.0,0.0,0.0,1131.0,1183.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,9.1,6.9,16.8,7.2,167.0,167.0,227.0,225.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
