CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.1,1.9,3.6,2.4,0.0,0.0,3332.0,3382.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,12.0,0.0,18.0,0.0,0.0,0.0,3383.0,3287.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,2.8,1.2,4.2,1.8,0.0,0.0,3333.0,3306.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1247.0,1260.0,1428.0,1422.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.1,1.9,3.3,2.7,0.0,0.0,3382.0,3359.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,12.0,0.0,487.0,493.0,664.0,667.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,0.0,0.0,3277.0,3301.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,4.2,3.8,8.1,3.9,2876.0,2871.0,3061.0,3055.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,2.3,1.7,3.8,2.2,2598.0,2601.0,2777.0,2771.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2789.0,2788.0,2961.0,2960.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.3,1.7,3.8,2.2,2691.0,2691.0,2860.0,2873.0,
12,25,85.0,16.0,20.0,0.0,2034.0,,,5.3,2.7,7.4,4.6,0.0,0.0,3377.0,3382.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,7.2,4.8,11.7,6.3,2403.0,2400.0,2572.0,2580.0,
14,22,85.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.8,2.2,0.0,0.0,3353.0,3279.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,16.0,0.0,24.0,0.0,2212.0,2215.0,2392.0,2388.0,
16,20,85.0,16.0,40.0,0.0,2034.0,,,10.1,5.9,14.0,10.0,0.0,0.0,3360.0,3384.0,
17,18,75.0,16.0,20.0,1356.0,2542.5,,,5.3,2.7,8.6,3.4,2303.0,2304.0,2485.0,2480.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,0.0,0.0,3346.0,3312.0,
19,15,80.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,0.0,0.0,3276.0,3355.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.3,1.7,3.6,2.4,0.0,0.0,3379.0,3332.0,
21,30,56.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,8.2,3.8,0.0,0.0,3360.0,3388.0,
