CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,96.0,180.0,,,4.0,2.1,1.5,0.3,5.7,3.6,2.2,0.5,145.0,145.0,177.0,178.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,48.0,48.0,80.0,83.0,
3,22,85.0,24.0,10.0,0.0,144.0,,,0.0,2.0,1.6,0.3,0.0,3.2,1.9,0.9,109.0,106.0,140.0,142.0,
4,20,80.0,24.0,40.0,96.0,180.0,,,7.3,5.4,3.3,0.0,11.1,8.6,4.4,0.0,139.0,139.0,172.0,173.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,5.9,0.0,2.1,0.0,8.4,0.0,3.6,0.0,39.0,39.0,72.0,72.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,0.0,6.2,0.0,1.8,0.0,11.0,0.0,1.0,94.0,94.0,126.0,127.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,76.0,77.0,112.0,109.0,
8,15,80.0,32.0,10.0,0.0,144.0,,,1.8,1.1,0.6,0.4,2.3,1.9,1.2,0.6,89.0,91.0,124.0,123.0,
9,10,35.0,24.0,20.0,0.0,144.0,,,4.9,0.0,2.0,1.0,7.5,0.0,4.3,0.3,88.0,89.0,124.0,123.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,119.0,118.0,151.0,152.0,
11,8,40.0,24.0,40.0,0.0,144.0,,,10.9,0.0,3.9,1.2,16.2,0.0,7.2,0.5,56.0,56.0,91.0,89.0,
12,8,45.0,32.0,20.0,0.0,144.0,,,3.2,2.6,1.9,0.4,5.4,3.5,2.0,1.1,61.0,64.0,97.0,97.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.5,1.5,0.0,0.0,3.8,2.2,0.0,0.0,142.0,142.0,173.0,175.0,
14,5,45.0,32.0,10.0,0.0,144.0,,,1.9,1.2,0.5,0.4,2.5,1.7,1.1,0.7,34.0,32.0,68.0,68.0,
