CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,92.0,172.5,,,2.3,1.7,3.4,2.6,69.0,71.0,207.0,210.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,2.8,0.0,4.2,0.0,9.0,17.0,154.0,152.0,
3,55,45.0,16.0,13.0,92.0,172.5,,,3.7,1.5,4.3,3.5,75.0,70.0,171.0,173.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,4.7,2.9,7.1,4.3,64.0,73.0,195.0,203.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,10.4,0.0,15.6,0.0,12.0,13.0,172.0,175.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.8,0.4,1.2,0.6,49.0,42.0,160.0,168.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,2.0,0.0,3.0,34.0,33.0,144.0,143.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,40.0,43.0,155.0,150.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,44.0,37.0,161.0,163.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,3.9,2.5,6.5,3.1,78.0,78.0,179.0,175.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,3.2,1.6,4.6,2.6,22.0,23.0,157.0,161.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,4.6,3.0,7.5,3.9,4.0,13.0,133.0,142.0,
13,30,25.0,8.0,23.0,92.0,172.5,,,0.0,9.2,0.0,13.8,70.0,76.0,219.0,220.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,5.3,2.7,6.1,5.9,32.0,21.0,190.0,192.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,3.2,0.0,4.8,0.0,27.0,27.0,158.0,164.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,4.6,3.0,7.7,3.7,27.0,26.0,147.0,141.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,0.8,0.0,1.2,0.0,52.0,60.0,198.0,190.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,40.0,44.0,142.0,143.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,10.2,0.0,20.0,26.0,150.0,147.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,0.0,3.6,0.0,5.4,74.0,76.0,183.0,186.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,3.1,1.3,4.3,2.3,16.0,15.0,140.0,138.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,0.0,7.2,0.0,10.8,41.0,43.0,158.0,159.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,7.5,4.1,12.2,5.2,28.0,26.0,166.0,158.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,1.2,0.0,1.8,0.0,44.0,51.0,191.0,190.0,
25,65,20.0,16.0,6.0,0.0,138.0,,,1.4,1.0,2.5,1.1,47.0,55.0,193.0,186.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,6.8,0.0,10.2,0.0,77.0,86.0,187.0,188.0,
27,35,40.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,4.0,5.0,142.0,141.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,5.0,6.0,138.0,140.0,
29,64,42.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,26.0,21.0,162.0,152.0,
30,40,60.0,8.0,21.0,0.0,138.0,,,0.0,8.4,0.0,12.6,25.0,15.0,140.0,138.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,7.4,3.4,9.5,6.7,7.0,7.0,144.0,147.0,
32,35,69.0,16.0,23.0,92.0,172.5,,,5.1,4.1,8.7,5.1,59.0,55.0,196.0,187.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,2.7,1.7,3.9,2.7,11.0,23.0,172.0,169.0,
34,65,55.0,16.0,14.0,92.0,172.5,,,3.5,2.1,5.6,2.8,66.0,65.0,174.0,182.0,
35,63,65.0,16.0,8.0,0.0,138.0,,,1.9,1.3,3.1,1.7,42.0,43.0,188.0,189.0,
36,2,60.0,16.0,5.0,0.0,138.0,,,1.3,0.7,1.7,1.3,30.0,36.0,182.0,180.0,
37,20,20.0,16.0,8.0,92.0,172.5,,,2.0,1.2,2.7,2.1,87.0,82.0,198.0,197.0,
38,5,5.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,39.0,34.0,154.0,157.0,
39,60,12.0,16.0,31.0,0.0,138.0,,,8.6,3.8,10.2,8.4,29.0,19.0,192.0,201.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,2.3,1.3,4.0,1.4,32.0,32.0,141.0,148.0,
41,42,7.0,8.0,5.0,0.0,138.0,,,0.0,2.0,0.0,3.0,31.0,37.0,168.0,160.0,
42,24,12.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,21.0,16.0,162.0,171.0,
43,23,3.0,16.0,7.0,92.0,172.5,,,1.5,1.3,2.7,1.5,75.0,75.0,190.0,191.0,
44,11,14.0,16.0,18.0,0.0,138.0,,,4.2,3.0,7.0,3.8,26.0,27.0,145.0,150.0,
45,6,38.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,23.0,15.0,170.0,178.0,
46,2,48.0,16.0,1.0,92.0,172.5,,,0.2,0.2,0.4,0.2,57.0,63.0,189.0,189.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,10.8,0.0,16.2,0.0,33.0,20.0,180.0,190.0,
48,13,52.0,8.0,36.0,92.0,172.5,,,14.4,0.0,21.6,0.0,60.0,59.0,200.0,197.0,
49,6,68.0,16.0,30.0,0.0,138.0,,,7.1,4.9,11.4,6.6,73.0,67.0,158.0,158.0,
50,47,47.0,8.0,13.0,92.0,172.5,,,5.2,0.0,7.8,0.0,70.0,71.0,187.0,184.0,
51,49,58.0,16.0,10.0,0.0,138.0,,,2.3,1.7,4.0,2.0,28.0,35.0,152.0,158.0,
52,27,43.0,8.0,9.0,0.0,138.0,,,0.0,3.6,0.0,5.4,7.0,8.0,133.0,140.0,
53,37,31.0,8.0,14.0,0.0,138.0,,,0.0,5.6,0.0,8.4,46.0,42.0,152.0,153.0,
54,57,29.0,16.0,18.0,92.0,172.5,,,4.1,3.1,6.6,4.2,89.0,82.0,207.0,200.0,
55,63,23.0,8.0,2.0,92.0,172.5,,,0.0,0.8,0.0,1.2,62.0,66.0,197.0,196.0,
56,53,12.0,16.0,6.0,92.0,172.5,,,1.6,0.8,2.1,1.5,70.0,75.0,198.0,196.0,
57,32,12.0,16.0,7.0,0.0,138.0,,,1.6,1.2,3.0,1.2,38.0,43.0,171.0,172.0,
58,36,26.0,16.0,18.0,92.0,172.5,,,4.5,2.7,6.8,4.0,74.0,82.0,212.0,214.0,
59,21,24.0,8.0,28.0,0.0,138.0,,,11.2,0.0,16.8,0.0,14.0,14.0,196.0,196.0,
60,17,34.0,16.0,3.0,92.0,172.5,,,0.7,0.5,1.1,0.7,60.0,63.0,202.0,204.0,
61,12,24.0,8.0,13.0,0.0,138.0,,,0.0,5.2,0.0,7.8,19.0,23.0,136.0,132.0,
62,24,58.0,16.0,19.0,0.0,138.0,,,4.6,3.0,7.0,4.4,13.0,21.0,156.0,165.0,
63,27,69.0,16.0,10.0,0.0,138.0,,,2.6,1.4,3.6,2.4,25.0,31.0,174.0,179.0,
64,15,77.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,35.0,35.0,172.0,165.0,
65,62,77.0,16.0,20.0,0.0,138.0,,,4.8,3.2,6.5,5.5,47.0,39.0,181.0,180.0,
66,49,73.0,8.0,25.0,92.0,172.5,,,0.0,10.0,0.0,15.0,56.0,64.0,186.0,181.0,
67,67,5.0,16.0,25.0,0.0,138.0,,,6.6,3.4,10.4,4.6,39.0,39.0,159.0,162.0,
68,56,39.0,16.0,36.0,92.0,172.5,,,9.0,5.4,13.0,8.6,68.0,73.0,199.0,209.0,
69,37,47.0,16.0,6.0,0.0,138.0,,,1.5,0.9,2.2,1.4,1.0,1.0,148.0,141.0,
70,37,56.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,46.0,48.0,202.0,204.0,
71,57,68.0,8.0,15.0,0.0,138.0,,,6.0,0.0,9.0,0.0,33.0,36.0,156.0,152.0,
72,47,16.0,16.0,25.0,0.0,138.0,,,6.3,3.7,9.6,5.4,18.0,13.0,172.0,170.0,
73,44,17.0,16.0,9.0,0.0,138.0,,,2.4,1.2,3.4,2.0,24.0,30.0,143.0,143.0,
74,46,13.0,8.0,8.0,92.0,172.5,,,0.0,3.2,0.0,4.8,65.0,69.0,205.0,198.0,
75,49,11.0,16.0,18.0,0.0,138.0,,,4.6,2.6,7.5,3.3,23.0,23.0,151.0,152.0,
76,49,42.0,16.0,13.0,0.0,138.0,,,3.1,2.1,5.3,2.5,16.0,26.0,133.0,136.0,
77,53,43.0,16.0,14.0,92.0,172.5,,,3.8,1.8,5.5,2.9,61.0,60.0,209.0,211.0,
78,61,52.0,16.0,3.0,0.0,138.0,,,0.8,0.4,1.1,0.7,33.0,31.0,164.0,166.0,
79,57,48.0,8.0,23.0,0.0,138.0,,,0.0,9.2,0.0,13.8,37.0,46.0,148.0,146.0,
80,56,37.0,8.0,6.0,92.0,172.5,,,0.0,2.4,0.0,3.6,69.0,70.0,205.0,204.0,
81,55,54.0,16.0,26.0,0.0,138.0,,,6.4,4.0,8.4,7.2,54.0,52.0,148.0,143.0,
82,15,47.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,11.0,15.0,153.0,156.0,
83,14,37.0,16.0,11.0,0.0,138.0,,,2.6,1.8,4.0,2.6,21.0,21.0,167.0,165.0,
84,11,31.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,4.2,52.0,51.0,160.0,162.0,
85,16,22.0,16.0,41.0,0.0,138.0,,,10.3,6.1,13.3,11.3,43.0,36.0,151.0,150.0,
86,4,18.0,16.0,35.0,0.0,138.0,,,8.7,5.3,12.8,8.2,45.0,47.0,150.0,154.0,
87,28,18.0,16.0,26.0,0.0,138.0,,,6.1,4.3,9.2,6.4,55.0,61.0,134.0,134.0,
88,26,52.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,16.0,16.0,139.0,138.0,
89,26,35.0,8.0,15.0,92.0,172.5,,,0.0,6.0,0.0,9.0,56.0,68.0,224.0,225.0,
90,31,67.0,8.0,3.0,0.0,138.0,,,1.2,0.0,1.8,0.0,35.0,44.0,161.0,160.0,
91,15,19.0,16.0,1.0,92.0,172.5,,,0.2,0.2,0.4,0.2,60.0,69.0,196.0,204.0,
92,22,22.0,16.0,2.0,0.0,138.0,,,0.5,0.3,0.7,0.5,11.0,5.0,171.0,171.0,
93,18,24.0,8.0,22.0,92.0,172.5,,,8.8,0.0,13.2,0.0,48.0,48.0,208.0,204.0,
94,26,27.0,16.0,27.0,0.0,138.0,,,7.0,3.8,11.2,5.0,52.0,50.0,153.0,158.0,
95,25,24.0,8.0,20.0,0.0,138.0,,,0.0,8.0,0.0,12.0,11.0,9.0,143.0,148.0,
96,22,27.0,16.0,11.0,92.0,172.5,,,3.1,1.3,3.8,2.8,85.0,80.0,193.0,193.0,
97,25,21.0,16.0,12.0,92.0,172.5,,,3.0,1.8,5.2,2.0,87.0,84.0,192.0,183.0,
