CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,32.0,10.0,0.0,2034.0,,,1.9,1.2,0.6,0.2,2.8,2.0,1.1,0.2,0.0,0.0,3376.0,3376.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3317.0,3323.0,
3,62,69.0,24.0,10.0,0.0,2034.0,,,2.1,1.4,0.0,0.5,3.6,2.1,0.0,0.3,0.0,0.0,3304.0,3284.0,
4,60,66.0,24.0,10.0,0.0,2034.0,,,2.0,1.2,0.8,0.0,2.7,2.1,1.1,0.0,1257.0,1248.0,1429.0,1437.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,0.0,0.0,3.3,2.7,0.0,0.0,0.0,0.0,3290.0,3295.0,
6,16,42.0,32.0,20.0,0.0,2034.0,,,3.7,2.4,1.5,0.4,5.8,3.4,2.6,0.2,492.0,496.0,672.0,659.0,
7,58,70.0,24.0,20.0,0.0,2034.0,,,0.0,4.4,2.3,1.4,0.0,5.4,4.3,2.3,0.0,0.0,3385.0,3320.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,0.0,6.2,0.0,1.8,0.0,10.7,0.0,1.3,2876.0,2875.0,3055.0,3053.0,
9,28,70.0,24.0,10.0,2203.5,3390.0,,,0.0,2.4,1.4,0.2,0.0,3.1,1.7,1.2,2597.0,2592.0,2773.0,2766.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,0.0,3.0,0.0,1.0,0.0,5.1,0.0,0.9,2786.0,2777.0,2959.0,2957.0,
11,35,69.0,32.0,10.0,2203.5,3390.0,,,1.8,1.4,0.8,0.1,2.6,1.8,1.2,0.4,2687.0,2698.0,2862.0,2870.0,
12,25,85.0,32.0,20.0,0.0,2034.0,,,3.5,2.3,1.4,0.9,4.9,4.0,2.0,1.1,0.0,0.0,3343.0,3324.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,2389.0,2397.0,2574.0,2576.0,
14,22,85.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3384.0,3343.0,
15,20,80.0,24.0,40.0,1356.0,2542.5,,,0.0,10.7,3.9,1.4,0.0,15.2,7.1,1.6,2213.0,2209.0,2379.0,2390.0,
16,20,85.0,32.0,40.0,0.0,2034.0,,,6.8,4.7,4.2,0.2,9.9,8.4,3.1,2.6,0.0,0.0,3293.0,3296.0,
17,18,75.0,16.0,20.0,1356.0,2542.5,,,0.0,5.7,2.3,0.0,0.0,8.0,4.0,0.0,2311.0,2304.0,2474.0,2487.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,5.7,0.0,2.3,0.0,8.2,0.0,3.8,0.0,0.0,0.0,3338.0,3265.0,
19,15,80.0,24.0,10.0,0.0,2034.0,,,0.0,2.5,1.1,0.4,0.0,3.3,2.4,0.3,0.0,0.0,3384.0,3265.0,
20,30,50.0,32.0,10.0,0.0,2034.0,,,1.9,1.2,0.6,0.4,2.8,1.6,0.9,0.7,0.0,0.0,3298.0,3313.0,
21,30,56.0,24.0,20.0,0.0,2034.0,,,0.0,4.7,2.0,1.3,0.0,7.0,3.7,1.4,0.0,0.0,3311.0,3330.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,6.0,19.0,192.0,198.0,
23,14,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1627.0,1637.0,1813.0,1816.0,
24,25,50.0,32.0,10.0,0.0,2034.0,,,1.5,1.3,0.8,0.4,2.3,2.0,1.3,0.4,0.0,0.0,3375.0,3318.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,2498.0,2504.0,2678.0,2673.0,
26,8,62.0,24.0,10.0,0.0,2034.0,,,0.0,1.9,1.5,0.7,0.0,3.5,1.5,1.0,0.0,0.0,3280.0,3279.0,
27,23,52.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,202.0,209.0,384.0,381.0,
28,4,55.0,16.0,20.0,0.0,2034.0,,,0.0,4.8,3.2,0.0,0.0,6.2,5.8,0.0,0.0,0.0,3308.0,3292.0,
29,20,50.0,24.0,10.0,0.0,2034.0,,,2.5,0.0,1.2,0.3,3.8,0.0,1.5,0.7,0.0,0.0,3292.0,3326.0,
30,20,55.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,300.0,302.0,468.0,473.0,
31,10,35.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,3291.0,3280.0,
32,10,40.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3355.0,3290.0,
33,8,40.0,8.0,40.0,0.0,2034.0,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,672.0,670.0,848.0,851.0,
34,8,45.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3320.0,3378.0,
35,5,35.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,872.0,864.0,1036.0,1041.0,
36,5,45.0,16.0,10.0,0.0,2034.0,,,0.0,0.0,2.5,1.5,0.0,0.0,4.6,1.4,1251.0,1246.0,1418.0,1417.0,
37,2,40.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3283.0,3363.0,
38,0,40.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,1049.0,1047.0,1233.0,1234.0,
39,0,45.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1148.0,1156.0,1325.0,1328.0,
40,36,18.0,32.0,10.0,0.0,2034.0,,,1.7,1.2,0.9,0.1,2.6,2.1,0.9,0.4,1804.0,1805.0,1985.0,1989.0,
41,35,32.0,16.0,10.0,2203.5,3390.0,,,0.0,2.3,1.7,0.0,0.0,4.1,1.9,0.0,2745.0,2743.0,2924.0,2923.0,
42,33,32.0,8.0,20.0,2203.5,3390.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,2660.0,2664.0,2829.0,2827.0,
43,33,35.0,32.0,10.0,0.0,2034.0,,,1.7,1.3,0.7,0.3,3.0,1.7,1.1,0.2,0.0,0.0,3365.0,3318.0,
44,32,20.0,16.0,10.0,1356.0,2542.5,,,0.0,3.3,0.0,0.7,0.0,5.6,0.0,0.4,1900.0,1906.0,2082.0,2075.0,
45,30,30.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2105.0,2099.0,2271.0,2271.0,
46,34,25.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,3308.0,3376.0,
47,30,35.0,32.0,10.0,0.0,2034.0,,,1.9,1.4,0.6,0.1,2.5,2.0,1.1,0.4,0.0,0.0,3384.0,3346.0,
48,36,40.0,16.0,10.0,0.0,2034.0,,,2.8,0.0,1.2,0.0,4.7,0.0,1.3,0.0,0.0,0.0,3344.0,3381.0,
49,48,20.0,24.0,10.0,0.0,2034.0,,,2.5,0.0,1.0,0.5,3.7,0.0,1.6,0.7,959.0,955.0,1129.0,1130.0,
50,26,32.0,16.0,10.0,0.0,2034.0,,,3.4,0.0,0.0,0.6,5.3,0.0,0.0,0.7,0.0,0.0,3277.0,3332.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,,,,,
