CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,10.0,0.0,0.0,990.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,4.0,3.0,0.0,996.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,13.0,0.0,0.0,990.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,11.5,7.5,674.0,809.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,26.0,0.0,979.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,2.1,0.9,0.0,995.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,3.1,1.9,0.0,968.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,5.1,3.9,397.0,486.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,10.8,5.2,393.0,497.0,
10,30,60.0,16.0,16.0,0.0,600.0,,,10.5,5.5,0.0,988.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,12.0,201.0,326.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,19.0,0.0,0.0,994.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,23.0,0.0,690.0,827.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,20.0,0.0,0.0,982.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,5.8,2.2,168.0,310.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,19.0,0.0,0.0,988.0,
17,5,30.0,16.0,2.0,0.0,600.0,,,1.3,0.7,0.0,987.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,12.0,0.0,978.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,10.5,6.5,0.0,985.0,
20,45,65.0,16.0,9.0,0.0,600.0,,,4.8,4.2,0.0,962.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,11.0,0.0,990.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,10.5,7.5,0.0,979.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,29.0,203.0,336.0,
