CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1179.0,
2,45,70.0,8.0,30.0,0.0,741.6,,,0.0,30.0,0.0,1202.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1148.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,10.0,0.0,727.0,783.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,5.9,4.1,0.0,1234.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,11.8,8.2,619.0,710.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1172.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,13.1,6.9,252.0,327.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,7.4,2.6,528.0,607.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,357.0,412.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,10.0,0.0,445.0,505.0,
12,25,85.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1125.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,0.0,30.0,29.0,94.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1189.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,383.0,431.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,26.4,13.6,0.0,1109.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,96.0,148.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1211.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1166.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1160.0,
21,30,52.0,16.0,20.0,0.0,741.6,,,11.9,8.1,0.0,1204.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,20.0,0.0,807.0,886.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,6.4,3.6,729.0,778.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1137.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,23.6,16.4,163.0,227.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,6.3,3.7,0.0,1173.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,0.0,10.0,255.0,320.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1224.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,6.2,3.8,0.0,1183.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.7,4.3,446.0,509.0,
31,10,35.0,16.0,20.0,0.0,741.6,,,14.2,5.8,0.0,1220.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,19.6,10.4,0.0,1117.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,24.1,15.9,83.0,161.0,
34,8,45.0,16.0,20.0,0.0,741.6,,,11.1,8.9,0.0,1170.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,6.7,3.3,283.0,346.0,
36,5,45.0,8.0,10.0,0.0,741.6,,,10.0,0.0,659.0,716.0,
37,2,40.0,16.0,20.0,0.0,741.6,,,13.3,6.7,0.0,1119.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,21.0,9.0,475.0,524.0,
