CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,37.0,41.0,193.0,201.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,17.0,23.0,178.0,179.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,6.0,92.0,90.0,152.0,157.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,24.0,63.0,61.0,195.0,204.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,4.4,3.6,8.4,3.6,27.0,30.0,193.0,192.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,5.1,2.9,6.6,5.4,51.0,52.0,166.0,159.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,5.1,2.9,8.7,3.3,54.0,50.0,134.0,140.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,61.0,62.0,145.0,147.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,53.0,49.0,156.0,157.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,7.0,5.0,10.3,7.7,102.0,105.0,165.0,166.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,9.5,6.5,16.2,7.8,30.0,21.0,159.0,157.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,20.0,24.0,153.0,155.0,
13,5,35.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,41.0,51.0,200.0,202.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,2.9,1.1,3.8,2.2,27.0,21.0,209.0,194.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,4.4,3.6,7.6,4.4,31.0,26.0,164.0,173.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,36.0,34.0,148.0,149.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,5.4,2.6,8.0,4.0,38.0,47.0,192.0,195.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,4.9,3.1,7.2,4.8,71.0,70.0,133.0,132.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,39.0,31.0,158.0,150.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,92.0,89.0,181.0,183.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,42.0,38.0,168.0,161.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,9.4,6.6,15.3,8.7,57.0,59.0,151.0,152.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,7.6,4.4,11.5,6.5,44.0,39.0,165.0,171.0,
24,38,15.0,16.0,10.0,0.0,144.0,,,2.5,1.5,3.6,2.4,43.0,41.0,197.0,205.0,
25,35,5.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,32.0,33.0,186.0,194.0,
26,95,30.0,8.0,30.0,96.0,180.0,,,12.0,0.0,18.0,0.0,84.0,87.0,170.0,173.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,4.3,3.7,6.4,5.6,46.0,51.0,176.0,177.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,45.0,54.0,180.0,180.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,46.0,43.0,175.0,185.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.7,2.3,44.0,46.0,150.0,149.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,37.0,45.0,173.0,181.0,
32,87,30.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,59.0,51.0,181.0,183.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,2.7,1.3,4.1,1.9,51.0,46.0,190.0,189.0,
34,85,35.0,8.0,30.0,96.0,180.0,,,12.0,0.0,18.0,0.0,77.0,80.0,170.0,169.0,
35,67,85.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,51.0,54.0,194.0,193.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,37.0,34.0,200.0,197.0,
37,65,82.0,16.0,10.0,96.0,180.0,,,2.2,1.8,3.8,2.2,94.0,89.0,186.0,189.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,7.2,4.8,12.9,5.1,38.0,28.0,149.0,144.0,
39,60,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,21.0,26.0,204.0,201.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,58.0,53.0,145.0,141.0,
41,58,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,43.0,40.0,171.0,169.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,25.0,19.0,188.0,192.0,
43,55,85.0,16.0,20.0,96.0,180.0,,,5.7,2.3,7.8,4.2,93.0,96.0,193.0,185.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,2.9,1.1,4.1,1.9,26.0,27.0,148.0,151.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,26.0,29.0,194.0,195.0,
46,18,80.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,6.0,66.0,59.0,192.0,193.0,
47,2,45.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,33.0,35.0,204.0,197.0,
48,42,5.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,47.0,43.0,188.0,189.0,
49,42,12.0,16.0,10.0,0.0,144.0,,,2.3,1.7,3.2,2.8,98.0,97.0,138.0,138.0,
50,72,35.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,73.0,75.0,182.0,180.0,
51,55,20.0,16.0,19.0,0.0,144.0,,,4.2,3.4,7.6,3.8,36.0,34.0,159.0,159.0,
52,25,30.0,8.0,3.0,0.0,144.0,,,0.0,1.2,0.0,1.8,14.0,19.0,157.0,158.0,
53,20,50.0,8.0,5.0,0.0,144.0,,,2.0,0.0,3.0,0.0,67.0,64.0,149.0,143.0,
54,55,60.0,8.0,16.0,96.0,180.0,,,0.0,6.4,0.0,9.6,103.0,99.0,202.0,201.0,
55,30,60.0,16.0,16.0,96.0,180.0,,,4.4,2.0,5.4,4.2,86.0,84.0,219.0,222.0,
56,50,35.0,8.0,19.0,96.0,180.0,,,0.0,7.6,0.0,11.4,84.0,89.0,200.0,203.0,
57,30,25.0,8.0,23.0,0.0,144.0,,,0.0,9.2,0.0,13.8,45.0,50.0,168.0,167.0,
58,15,10.0,16.0,20.0,0.0,144.0,,,5.4,2.6,7.0,5.0,46.0,37.0,193.0,190.0,
59,10,20.0,16.0,19.0,0.0,144.0,,,4.2,3.4,8.1,3.3,38.0,32.0,188.0,198.0,
60,15,60.0,16.0,17.0,96.0,180.0,,,4.2,2.6,6.9,3.3,48.0,52.0,207.0,217.0,
61,45,65.0,8.0,9.0,0.0,144.0,,,3.6,0.0,5.4,0.0,30.0,34.0,127.0,126.0,
62,65,35.0,8.0,3.0,0.0,144.0,,,0.0,1.2,0.0,1.8,15.0,23.0,168.0,178.0,
63,65,20.0,8.0,6.0,0.0,144.0,,,0.0,2.4,0.0,3.6,32.0,27.0,205.0,205.0,
64,45,30.0,8.0,17.0,0.0,144.0,,,0.0,6.8,0.0,10.2,9.0,19.0,147.0,145.0,
65,35,40.0,8.0,16.0,0.0,144.0,,,0.0,6.4,0.0,9.6,9.0,7.0,156.0,159.0,
66,41,37.0,8.0,16.0,96.0,180.0,,,0.0,6.4,0.0,9.6,94.0,96.0,206.0,208.0,
67,64,42.0,8.0,9.0,0.0,144.0,,,3.6,0.0,5.4,0.0,25.0,24.0,145.0,145.0,
68,40,60.0,16.0,21.0,96.0,180.0,,,5.2,3.2,7.8,4.8,101.0,92.0,217.0,226.0,
69,31,52.0,8.0,27.0,0.0,144.0,,,10.8,0.0,16.2,0.0,5.0,4.0,151.0,141.0,
