CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,143.0,175.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,17.6,12.4,47.0,83.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,6.3,3.7,109.0,141.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,27.0,13.0,140.0,173.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,12.1,7.9,39.0,73.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,20.0,0.0,92.0,128.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,20.0,0.0,76.0,111.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,6.7,3.3,89.0,124.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,91.0,124.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,30.0,0.0,116.0,150.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,25.9,14.1,56.0,90.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,12.3,7.7,63.0,94.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,6.1,3.9,141.0,174.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,5.5,4.5,35.0,68.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,58.0,88.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,69.0,105.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,12.7,7.3,146.0,180.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,11.8,8.2,84.0,120.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,40.0,71.0,105.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,119.0,154.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,0.0,10.0,66.0,98.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,26.4,13.6,89.0,123.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,30.0,0.0,65.0,96.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,6.4,3.6,146.0,181.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,20.0,0.0,154.0,185.0,
26,95,30.0,16.0,30.0,96.0,180.0,,,15.5,14.5,115.0,148.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,14.4,5.6,61.0,95.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,0.0,10.0,61.0,94.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,5.9,4.1,64.0,97.0,
30,88,30.0,8.0,10.0,0.0,144.0,,,10.0,0.0,73.0,104.0,
31,88,35.0,16.0,20.0,0.0,144.0,,,12.5,7.5,61.0,91.0,
32,87,30.0,16.0,10.0,96.0,180.0,,,6.0,4.0,128.0,162.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,6.3,3.7,50.0,82.0,
34,85,35.0,16.0,30.0,0.0,144.0,,,20.3,9.7,110.0,143.0,
35,67,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,137.0,172.0,
36,65,85.0,16.0,40.0,0.0,144.0,,,24.8,15.2,43.0,74.0,
37,65,82.0,16.0,10.0,96.0,180.0,,,6.7,3.3,121.0,154.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,18.1,11.9,73.0,105.0,
