CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.0,2.0,0.0,0.0,1163.0,1205.0,
2,45,70.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,0.0,0.0,1146.0,1204.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.7,2.3,0.0,0.0,1223.0,1143.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,726.0,723.0,787.0,783.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1163.0,1189.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1158.0,1166.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,5.5,2.5,8.4,3.6,0.0,0.0,1228.0,1233.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,5.2,2.8,7.5,4.5,251.0,248.0,325.0,325.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.9,1.1,3.6,2.4,529.0,527.0,607.0,605.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1209.0,1182.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.8,2.2,446.0,448.0,506.0,507.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,5.7,2.3,7.2,4.8,0.0,0.0,1112.0,1196.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,24.0,28.0,92.0,95.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1168.0,1192.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,382.0,380.0,432.0,430.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,10.4,5.6,17.3,6.7,0.0,0.0,1206.0,1165.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1126.0,1138.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1185.0,1137.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1198.0,1191.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.9,2.1,0.0,0.0,1198.0,1219.0,
21,30,52.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1191.0,1231.0,
22,28,52.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1162.0,1153.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,727.0,731.0,778.0,781.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.3,2.7,0.0,0.0,1229.0,1132.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,11.2,4.8,16.6,7.4,169.0,165.0,228.0,226.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.6,2.4,0.0,0.0,1150.0,1141.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1149.0,1135.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1221.0,1213.0,
29,20,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1167.0,1203.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,3.0,1.0,4.2,1.8,0.0,0.0,1236.0,1178.0,
31,10,35.0,16.0,20.0,0.0,741.6,,,4.9,3.1,7.4,4.6,0.0,0.0,1198.0,1142.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,6.4,5.6,12.3,5.7,0.0,0.0,1189.0,1134.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,10.3,5.7,16.4,7.6,0.0,0.0,1184.0,1179.0,
34,8,45.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1175.0,1144.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.9,2.1,0.0,0.0,1184.0,1214.0,
36,5,45.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1155.0,1179.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1198.0,1151.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,477.0,479.0,523.0,522.0,
39,0,45.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1155.0,1165.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1192.0,1139.0,
41,35,32.0,16.0,10.0,0.0,741.6,,,2.1,1.9,4.2,1.8,0.0,0.0,1210.0,1207.0,
42,33,32.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1168.0,1136.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1131.0,1150.0,
44,32,30.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,355.0,354.0,417.0,416.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.6,2.4,0.0,0.0,1202.0,1178.0,
46,30,32.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,0.0,0.0,1228.0,1173.0,
47,30,35.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1184.0,1129.0,
48,28,30.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.5,2.5,0.0,0.0,1209.0,1188.0,
49,28,35.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1145.0,1128.0,
50,26,32.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1204.0,1136.0,
51,25,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1134.0,1231.0,
52,25,35.0,16.0,10.0,0.0,741.6,,,2.8,1.2,4.0,2.0,0.0,0.0,1195.0,1133.0,
53,44,5.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,280.0,279.0,350.0,347.0,
54,42,10.0,16.0,40.0,0.0,741.6,,,10.3,5.7,16.0,8.0,0.0,0.0,1157.0,1137.0,
55,42,15.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.4,2.6,89.0,94.0,158.0,159.0,
56,40,5.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,0.0,0.0,1115.0,1208.0,
57,40,15.0,16.0,40.0,0.0,741.6,,,9.9,6.1,14.1,9.9,0.0,0.0,1123.0,1195.0,
58,38,5.0,16.0,30.0,0.0,741.6,,,7.7,4.3,10.8,7.2,467.0,470.0,536.0,534.0,
59,38,15.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1174.0,1179.0,
60,35,5.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1107.0,1158.0,
61,50,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1225.0,1185.0,
62,50,35.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,258.0,258.0,321.0,322.0,
63,50,40.0,16.0,50.0,0.0,741.6,,,13.6,6.4,19.7,10.3,0.0,0.0,1234.0,1154.0,
64,48,30.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.8,2.2,0.0,0.0,1165.0,1224.0,
65,48,40.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1191.0,1169.0,
66,47,35.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.3,2.7,0.0,0.0,1190.0,1156.0,
67,47,40.0,16.0,10.0,0.0,741.6,,,2.1,1.9,3.2,2.8,8.0,10.0,81.0,81.0,
68,45,30.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.8,2.2,0.0,0.0,1131.0,1150.0,
69,45,35.0,16.0,10.0,803.4,1236.0,,,2.7,1.3,3.9,2.1,912.0,915.0,971.0,971.0,
70,95,30.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,0.0,0.0,1141.0,1184.0,
71,95,35.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1183.0,1110.0,
72,53,30.0,16.0,10.0,0.0,741.6,,,2.9,1.1,3.4,2.6,0.0,0.0,1199.0,1228.0,
73,92,30.0,16.0,10.0,0.0,741.6,,,2.3,1.7,4.1,1.9,0.0,0.0,1123.0,1145.0,
74,53,35.0,8.0,50.0,0.0,741.6,,,0.0,20.0,0.0,30.0,349.0,350.0,415.0,414.0,
75,45,65.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,0.0,0.0,1132.0,1175.0,
76,90,35.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,200.0,202.0,262.0,264.0,
77,88,30.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.2,1.8,567.0,573.0,646.0,649.0,
78,88,35.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1098.0,1149.0,
79,87,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,661.0,668.0,734.0,735.0,
80,85,25.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1160.0,1106.0,
81,85,35.0,16.0,30.0,0.0,741.6,,,7.6,4.4,11.2,6.8,0.0,0.0,1182.0,1181.0,
82,75,55.0,16.0,20.0,0.0,741.6,,,5.6,2.4,8.5,3.5,0.0,0.0,1174.0,1132.0,
83,72,55.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.8,2.2,0.0,0.0,1215.0,1164.0,
84,70,58.0,16.0,20.0,0.0,741.6,,,4.6,3.4,7.3,4.7,452.0,451.0,527.0,525.0,
85,68,60.0,16.0,30.0,0.0,741.6,,,7.9,4.1,11.5,6.5,0.0,0.0,1186.0,1225.0,
86,66,55.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1145.0,1187.0,
87,65,55.0,16.0,20.0,0.0,741.6,,,4.7,3.3,7.3,4.7,79.0,79.0,145.0,148.0,
88,65,60.0,16.0,30.0,0.0,741.6,,,7.1,4.9,10.8,7.2,0.0,0.0,1166.0,1130.0,
89,63,58.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.9,2.1,0.0,0.0,1229.0,1220.0,
90,60,55.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1217.0,1206.0,
91,60,60.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1164.0,1125.0,
92,67,85.0,16.0,20.0,0.0,741.6,,,4.3,3.7,8.4,3.6,368.0,361.0,444.0,447.0,
93,65,85.0,16.0,40.0,0.0,741.6,,,9.7,6.3,14.8,9.2,0.0,0.0,1147.0,1205.0,
94,65,82.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1145.0,1175.0,
95,62,80.0,16.0,30.0,0.0,741.6,,,8.4,3.6,10.4,7.6,0.0,0.0,1145.0,1185.0,
96,60,80.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1218.0,1169.0,
97,60,85.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,0.0,0.0,1112.0,1161.0,
98,58,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1157.0,1195.0,
99,55,80.0,16.0,10.0,494.4,927.0,,,2.4,1.6,3.8,2.2,735.0,743.0,827.0,823.0,
100,55,85.0,16.0,20.0,0.0,741.6,,,5.3,2.7,7.8,4.2,646.0,644.0,727.0,731.0,
101,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
