CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,843.0,845.0,1034.0,1034.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,742.0,752.0,950.0,953.0,
3,42,66.0,24.0,10.0,0.0,741.6,,,2.1,1.5,0.0,0.5,3.1,2.3,0.0,0.6,0.0,11.0,197.0,210.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,0.0,2.5,1.5,0.0,0.0,4.0,2.0,0.0,661.0,653.0,848.0,845.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,13.0,8.0,197.0,208.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,7.1,0.0,0.0,0.9,11.0,0.0,0.0,1.0,572.0,572.0,752.0,755.0,
7,40,66.0,24.0,20.0,0.0,741.6,,,4.1,2.9,0.0,1.0,6.6,4.7,0.0,0.7,101.0,90.0,305.0,299.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,185.0,197.0,390.0,396.0,
9,38,70.0,24.0,10.0,0.0,741.6,,,2.3,0.0,1.3,0.4,3.8,0.0,2.0,0.2,479.0,477.0,675.0,678.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,291.0,290.0,487.0,482.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,0.0,2.4,1.6,0.0,0.0,3.7,2.3,0.0,379.0,375.0,572.0,576.0,
12,25,85.0,32.0,20.0,494.4,927.0,,,3.8,2.1,1.7,0.4,5.8,3.3,2.3,0.6,580.0,590.0,792.0,785.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,23.0,217.0,220.0,
14,22,85.0,32.0,10.0,0.0,741.6,,,1.9,1.2,0.8,0.2,2.7,2.2,0.9,0.2,503.0,501.0,693.0,702.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,0.0,0.0,12.6,3.4,0.0,0.0,16.7,7.3,300.0,316.0,498.0,510.0,
16,20,85.0,32.0,40.0,0.0,741.6,,,6.5,5.0,2.8,1.7,12.1,7.3,3.3,1.4,403.0,404.0,606.0,602.0,
17,18,75.0,24.0,20.0,0.0,741.6,,,0.0,4.5,2.9,0.7,0.0,6.5,3.4,2.1,19.0,25.0,227.0,225.0,
18,15,75.0,24.0,20.0,0.0,741.6,,,4.0,3.2,0.0,0.8,6.3,4.3,0.0,1.5,118.0,117.0,314.0,309.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,3.3,0.0,0.0,0.7,5.2,0.0,0.0,0.8,206.0,205.0,419.0,411.0,
20,30,50.0,32.0,10.0,0.0,741.6,,,1.7,1.3,0.6,0.3,2.9,1.6,1.3,0.1,4.0,10.0,191.0,195.0,
21,30,52.0,24.0,20.0,803.4,1236.0,,,5.7,0.0,2.0,0.3,6.9,0.0,4.0,1.2,842.0,844.0,1037.0,1034.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,0.0,0.0,5.3,2.7,0.0,0.0,6.3,5.7,746.0,747.0,950.0,943.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,0.0,0.0,2.5,1.5,0.0,0.0,4.4,1.6,661.0,650.0,859.0,857.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,3.0,206.0,211.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,98.0,91.0,303.0,294.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
