CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,149.5,230.0,,,5.7,4.3,130.0,203.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,4.7,2.3,22.0,89.0,
3,55,45.0,8.0,13.0,92.0,172.5,,,0.0,13.0,96.0,145.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,19.0,0.0,122.0,189.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,18.3,7.7,15.0,100.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,2.0,1.0,76.0,133.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,3.1,1.9,56.0,110.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,9.0,74.0,128.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,16.0,68.0,132.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,8.5,7.5,104.0,154.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,6.9,5.1,38.0,105.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,19.0,33.0,99.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,0.0,23.0,128.0,198.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,11.9,8.1,25.0,115.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,8.0,0.0,34.0,96.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,10.0,9.0,49.0,111.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,0.0,2.0,118.0,194.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,7.0,5.0,66.0,116.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,10.2,6.8,52.0,109.0,
20,45,65.0,16.0,9.0,92.0,172.5,,,5.4,3.6,99.0,160.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,0.0,11.0,36.0,101.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,12.5,5.5,76.0,127.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,29.0,0.0,40.0,103.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,3.0,0.0,121.0,191.0,
25,65,20.0,8.0,6.0,92.0,172.5,,,0.0,6.0,121.0,188.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,17.0,0.0,111.0,164.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,9.6,6.4,2.0,81.0,
28,41,37.0,16.0,16.0,0.0,138.0,,,10.7,5.3,10.0,82.0,
29,64,42.0,16.0,9.0,0.0,138.0,,,5.3,3.7,30.0,100.0,
30,40,60.0,16.0,21.0,0.0,138.0,,,12.2,8.8,49.0,104.0,
31,31,52.0,8.0,27.0,0.0,138.0,,,27.0,0.0,20.0,85.0,
32,35,69.0,16.0,23.0,92.0,172.5,,,16.9,6.1,114.0,178.0,
33,53,52.0,8.0,11.0,0.0,138.0,,,11.0,0.0,22.0,94.0,
34,65,55.0,16.0,14.0,92.0,172.5,,,8.6,5.4,96.0,147.0,
35,63,65.0,8.0,8.0,92.0,172.5,,,8.0,0.0,115.0,183.0,
36,2,60.0,16.0,5.0,0.0,138.0,,,3.2,1.8,38.0,114.0,
37,20,20.0,16.0,8.0,92.0,172.5,,,4.5,3.5,108.0,166.0,
38,5,5.0,16.0,16.0,0.0,138.0,,,10.0,6.0,59.0,116.0,
39,60,12.0,8.0,31.0,0.0,138.0,,,31.0,0.0,32.0,115.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,6.0,3.0,60.0,114.0,
41,42,7.0,16.0,5.0,0.0,138.0,,,3.0,2.0,69.0,133.0,
42,24,12.0,8.0,5.0,0.0,138.0,,,0.0,5.0,23.0,91.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,7.0,0.0,108.0,162.0,
44,11,14.0,8.0,18.0,0.0,138.0,,,18.0,0.0,42.0,105.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,9.1,6.9,22.0,100.0,
46,2,48.0,16.0,1.0,92.0,172.5,,,0.7,0.3,87.0,152.0,
47,8,56.0,16.0,27.0,0.0,138.0,,,15.1,11.9,32.0,106.0,
48,13,52.0,16.0,36.0,92.0,172.5,,,22.8,13.2,128.0,195.0,
49,6,68.0,8.0,30.0,0.0,138.0,,,30.0,0.0,90.0,135.0,
50,47,47.0,16.0,13.0,92.0,172.5,,,8.3,4.7,99.0,156.0,
51,49,58.0,8.0,10.0,0.0,138.0,,,10.0,0.0,63.0,124.0,
52,27,43.0,8.0,9.0,0.0,138.0,,,9.0,0.0,26.0,92.0,
53,37,31.0,16.0,14.0,0.0,138.0,,,7.8,6.2,73.0,124.0,
54,57,29.0,8.0,18.0,92.0,172.5,,,0.0,18.0,112.0,173.0,
55,63,23.0,16.0,2.0,92.0,172.5,,,1.2,0.8,106.0,170.0,
56,53,12.0,8.0,6.0,92.0,172.5,,,6.0,0.0,105.0,163.0,
57,32,12.0,16.0,7.0,0.0,138.0,,,4.5,2.5,71.0,139.0,
58,36,26.0,16.0,18.0,149.5,230.0,,,10.8,7.2,147.0,216.0,
59,21,24.0,8.0,28.0,0.0,138.0,,,0.0,28.0,13.0,102.0,
60,17,34.0,8.0,3.0,149.5,230.0,,,3.0,0.0,132.0,201.0,
61,12,24.0,8.0,13.0,0.0,138.0,,,13.0,0.0,55.0,111.0,
62,24,58.0,16.0,19.0,0.0,138.0,,,12.0,7.0,24.0,99.0,
63,27,69.0,8.0,10.0,0.0,138.0,,,10.0,0.0,27.0,104.0,
