CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,384.0,720.0,,,0.0,20.0,397.0,927.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,18.2,11.8,13.0,557.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,6.0,4.0,263.0,819.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,40.0,0.0,672.0,736.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,1.0,533.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,13.2,6.8,387.0,510.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,13.0,7.0,105.0,634.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,5.5,4.5,395.0,458.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,401.0,465.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,18.5,11.5,531.0,628.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,40.0,225.0,287.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,11.0,9.0,2.0,527.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,7.4,2.6,683.0,745.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,6.5,3.5,14.0,381.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,11.8,8.2,203.0,266.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,12.8,7.2,185.0,439.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,20.0,0.0,695.0,830.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,20.0,0.0,306.0,490.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,25.9,14.1,181.0,444.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,0.0,10.0,481.0,701.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,10.0,0.0,19.0,573.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,27.5,12.5,378.0,496.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,30.0,227.0,297.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,6.0,4.0,587.0,888.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,20.0,816.0,886.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
