CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,0.0,10.0,0.0,981.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,4.3,2.7,0.0,992.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,13.0,0.0,0.0,979.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,0.0,19.0,669.0,803.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,26.0,0.0,0.0,989.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,1.8,1.2,409.0,519.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,5.0,0.0,0.0,977.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,5.8,3.2,401.0,486.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,10.2,5.8,398.0,502.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,11.3,4.7,571.0,632.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,12.0,0.0,199.0,329.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,19.0,0.0,984.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,12.6,10.4,678.0,839.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,12.5,7.5,23.0,261.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,5.3,2.7,170.0,308.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,11.8,7.2,267.0,375.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,1.4,0.6,730.0,879.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,7.3,4.7,375.0,437.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,17.0,269.0,380.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,9.0,0.0,573.0,668.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,6.9,4.1,0.0,986.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,10.2,7.8,400.0,494.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,19.9,9.1,201.0,325.0,
24,65,35.0,16.0,3.0,650.0,1000.0,,,2.0,1.0,702.0,850.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,6.0,0.0,813.0,967.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,11.6,5.4,0.0,984.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,8.8,7.2,97.0,270.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,9.5,6.5,101.0,258.0,
29,64,42.0,8.0,9.0,0.0,600.0,,,0.0,9.0,186.0,314.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,21.0,0.0,256.0,360.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,17.6,9.4,0.0,991.0,
32,35,69.0,16.0,23.0,650.0,1000.0,,,16.1,6.9,654.0,788.0,
33,53,52.0,8.0,11.0,0.0,600.0,,,0.0,11.0,44.0,211.0,
34,65,55.0,8.0,14.0,0.0,600.0,,,0.0,14.0,0.0,954.0,
35,63,65.0,8.0,8.0,650.0,1000.0,,,8.0,0.0,684.0,821.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,5.0,0.0,27.0,218.0,
37,20,20.0,16.0,8.0,0.0,600.0,,,4.9,3.1,0.0,990.0,
38,5,5.0,16.0,16.0,0.0,600.0,,,10.0,6.0,301.0,411.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,18.1,12.9,28.0,233.0,
40,40,25.0,16.0,9.0,0.0,600.0,,,5.2,3.8,353.0,437.0,
41,42,7.0,8.0,5.0,0.0,600.0,,,5.0,0.0,392.0,522.0,
42,24,12.0,8.0,5.0,0.0,600.0,,,5.0,0.0,21.0,186.0,
43,23,3.0,16.0,7.0,400.0,750.0,,,4.6,2.4,614.0,708.0,
44,11,14.0,8.0,18.0,0.0,600.0,,,0.0,18.0,231.0,344.0,
45,6,38.0,16.0,16.0,0.0,600.0,,,9.7,6.3,19.0,200.0,
46,2,48.0,8.0,1.0,400.0,750.0,,,0.0,1.0,503.0,631.0,
