CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,0.0,144.0,,,5.6,2.4,8.1,3.9,42.0,36.0,204.0,202.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,19.0,16.0,169.0,174.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,94.0,91.0,157.0,153.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,24.0,64.0,65.0,205.0,202.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,38.0,31.0,201.0,191.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,51.0,54.0,163.0,159.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,5.0,3.0,7.1,4.9,51.0,54.0,140.0,136.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.6,2.4,67.0,66.0,145.0,144.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,4.4,3.6,7.8,4.2,48.0,52.0,161.0,156.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,105.0,101.0,166.0,163.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,21.0,21.0,152.0,158.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,32.0,25.0,154.0,154.0,
13,5,35.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,39.0,43.0,202.0,197.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,25.0,19.0,205.0,200.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,28.0,28.0,165.0,168.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,38.0,40.0,151.0,148.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,43.0,45.0,192.0,199.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,6.0,2.0,7.0,5.0,70.0,68.0,134.0,131.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,9.8,6.2,16.4,7.6,35.0,31.0,149.0,158.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,86.0,86.0,182.0,186.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,39.0,42.0,168.0,169.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,61.0,56.0,157.0,155.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,45.0,41.0,164.0,168.0,
24,38,15.0,16.0,10.0,0.0,144.0,,,2.3,1.7,4.0,2.0,37.0,40.0,198.0,207.0,
25,35,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,39.0,38.0,196.0,189.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
