CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,384.0,720.0,,,0.0,6.2,0.0,1.8,0.0,8.7,0.0,3.3,339.0,375.0,914.0,913.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,8.2,0.0,3.8,0.0,12.3,0.0,5.7,0.0,2.0,12.0,576.0,551.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,0.0,2.8,1.2,0.0,0.0,4.4,1.6,0.0,332.0,321.0,711.0,713.0,
4,20,80.0,32.0,40.0,384.0,720.0,,,6.9,5.1,3.1,0.9,9.1,7.8,4.9,2.2,391.0,393.0,942.0,941.0,
5,20,85.0,24.0,20.0,0.0,576.0,,,3.9,2.7,1.4,0.0,5.3,3.7,3.0,0.0,17.0,7.0,664.0,633.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,0.0,4.7,3.3,0.0,0.0,7.3,4.7,0.0,209.0,184.0,675.0,686.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,7.5,0.0,0.0,0.5,9.7,0.0,0.0,2.3,147.0,155.0,568.0,568.0,
8,15,80.0,24.0,10.0,0.0,576.0,,,1.8,1.5,0.7,0.0,2.7,2.0,1.3,0.0,217.0,219.0,641.0,638.0,
9,10,35.0,24.0,20.0,0.0,576.0,,,3.4,2.7,2.0,0.0,5.1,4.2,2.7,0.0,199.0,171.0,669.0,691.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,6.6,5.4,0.0,0.0,11.3,6.7,0.0,0.0,376.0,380.0,779.0,774.0,
11,8,40.0,32.0,40.0,0.0,576.0,,,7.5,4.7,3.0,0.8,11.2,7.5,3.8,1.5,11.0,18.0,542.0,548.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,14.0,540.0,546.0,
13,5,35.0,16.0,10.0,384.0,720.0,,,3.6,0.0,0.0,0.4,5.1,0.0,0.0,0.9,391.0,343.0,933.0,948.0,
14,5,45.0,24.0,10.0,0.0,576.0,,,2.7,0.0,0.9,0.4,3.4,0.0,1.7,0.8,3.0,8.0,698.0,706.0,
15,2,40.0,24.0,20.0,0.0,576.0,,,3.6,3.0,1.3,0.0,5.4,3.8,2.8,0.0,24.0,31.0,571.0,537.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,6.2,0.0,0.0,1.8,9.7,0.0,0.0,2.3,87.0,85.0,540.0,542.0,
17,0,45.0,24.0,20.0,384.0,720.0,,,4.7,0.0,2.4,0.9,7.1,0.0,2.9,2.0,368.0,375.0,959.0,919.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,0.0,5.8,0.0,2.2,0.0,9.5,0.0,2.5,208.0,203.0,581.0,596.0,
19,42,10.0,32.0,40.0,0.0,576.0,,,6.0,5.5,3.3,1.2,11.4,8.9,3.4,0.4,60.0,68.0,567.0,553.0,
20,42,15.0,24.0,10.0,384.0,720.0,,,2.1,1.5,0.0,0.4,3.5,2.2,0.0,0.3,371.0,378.0,808.0,815.0,
21,40,5.0,32.0,10.0,0.0,576.0,,,1.9,1.1,0.8,0.3,2.3,2.0,1.2,0.5,2.0,33.0,524.0,551.0,
22,40,15.0,32.0,40.0,0.0,576.0,,,7.8,5.5,2.4,0.2,10.6,6.3,4.2,2.8,209.0,221.0,671.0,661.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,29.0,32.0,552.0,550.0,
24,38,15.0,24.0,10.0,384.0,720.0,,,0.0,2.2,1.1,0.7,0.0,3.4,2.1,0.5,371.0,366.0,959.0,939.0,
25,35,5.0,8.0,20.0,384.0,720.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,378.0,338.0,945.0,939.0,
26,95,30.0,32.0,30.0,384.0,720.0,,,4.6,3.8,2.8,0.7,7.9,5.7,4.0,0.4,386.0,370.0,796.0,796.0,
27,95,35.0,32.0,20.0,0.0,576.0,,,3.3,2.7,1.8,0.2,5.8,3.7,1.6,1.0,51.0,23.0,651.0,654.0,
28,92,30.0,32.0,10.0,0.0,576.0,,,1.6,1.4,0.7,0.3,2.8,1.6,1.1,0.5,10.0,23.0,583.0,621.0,
29,90,35.0,24.0,10.0,0.0,576.0,,,1.8,1.5,0.7,0.0,3.2,1.8,1.0,0.0,9.0,52.0,538.0,561.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,62.0,64.0,558.0,521.0,
31,88,35.0,8.0,20.0,0.0,576.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,20.0,30.0,542.0,545.0,
32,87,30.0,32.0,10.0,384.0,720.0,,,1.6,1.1,0.9,0.4,2.7,2.1,1.1,0.1,410.0,378.0,921.0,930.0,
33,85,25.0,24.0,10.0,0.0,576.0,,,0.0,2.3,1.3,0.4,0.0,3.0,1.8,1.2,26.0,50.0,605.0,636.0,
34,85,35.0,32.0,30.0,384.0,720.0,,,5.0,3.6,2.6,0.8,7.1,7.0,2.4,1.5,307.0,333.0,783.0,775.0,
35,67,85.0,8.0,20.0,384.0,720.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,372.0,375.0,936.0,952.0,
36,65,85.0,24.0,40.0,0.0,576.0,,,0.0,9.5,4.9,1.6,0.0,13.1,6.8,4.1,0.0,42.0,637.0,662.0,
37,65,82.0,32.0,10.0,384.0,720.0,,,1.7,1.2,0.8,0.2,2.6,1.7,1.4,0.3,378.0,388.0,830.0,863.0,
38,62,80.0,24.0,30.0,0.0,576.0,,,5.4,4.0,2.6,0.0,8.1,5.9,4.0,0.0,69.0,78.0,570.0,593.0,
39,60,80.0,32.0,10.0,0.0,576.0,,,2.0,1.2,0.7,0.1,2.3,1.7,1.2,0.7,35.0,3.0,678.0,676.0,
40,60,85.0,24.0,30.0,0.0,576.0,,,0.0,7.7,3.7,0.6,0.0,10.0,4.9,3.1,189.0,181.0,589.0,587.0,
41,58,75.0,32.0,20.0,0.0,576.0,,,3.3,2.7,1.4,0.5,5.8,3.9,1.6,0.8,180.0,192.0,704.0,698.0,
42,55,80.0,24.0,10.0,0.0,576.0,,,2.4,1.5,0.0,0.1,3.0,2.3,0.0,0.8,32.0,8.0,582.0,608.0,
43,55,85.0,24.0,20.0,384.0,720.0,,,0.0,4.9,2.4,0.8,0.0,6.2,4.6,1.2,412.0,392.0,839.0,872.0,
44,55,82.0,16.0,10.0,0.0,576.0,,,0.0,2.4,1.6,0.0,0.0,4.1,1.9,0.0,48.0,32.0,510.0,513.0,
45,20,82.0,24.0,10.0,0.0,576.0,,,2.3,1.4,0.0,0.2,3.2,2.5,0.0,0.3,18.0,29.0,612.0,629.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,289.0,286.0,811.0,822.0,
47,2,45.0,16.0,10.0,0.0,576.0,,,2.5,0.0,1.5,0.0,4.2,0.0,1.8,0.0,4.0,17.0,662.0,610.0,
48,42,5.0,16.0,10.0,384.0,720.0,,,0.0,3.3,0.0,0.7,0.0,5.4,0.0,0.6,369.0,391.0,944.0,934.0,
49,42,12.0,8.0,10.0,384.0,720.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,323.0,326.0,682.0,688.0,
50,72,35.0,16.0,30.0,384.0,720.0,,,0.0,0.0,9.6,2.4,0.0,0.0,14.4,3.6,313.0,311.0,814.0,806.0,
51,55,20.0,16.0,19.0,0.0,576.0,,,5.3,0.0,2.3,0.0,7.9,0.0,3.5,0.0,151.0,130.0,619.0,648.0,
52,25,30.0,16.0,3.0,0.0,576.0,,,0.0,0.0,0.9,0.3,0.0,0.0,1.5,0.3,3.0,15.0,552.0,554.0,
53,20,50.0,24.0,5.0,0.0,576.0,,,1.2,0.0,0.5,0.3,2.1,0.0,0.7,0.3,230.0,237.0,650.0,636.0,
54,55,60.0,8.0,16.0,384.0,720.0,,,0.0,0.0,0.0,6.4,0.0,0.0,0.0,9.6,422.0,446.0,908.0,894.0,
55,30,60.0,24.0,16.0,384.0,720.0,,,3.4,2.4,0.0,0.6,5.4,3.1,0.0,1.2,379.0,389.0,942.0,933.0,
56,50,35.0,16.0,19.0,384.0,720.0,,,0.0,0.0,4.4,3.2,0.0,0.0,7.5,3.9,384.0,348.0,861.0,878.0,
57,30,25.0,16.0,23.0,0.0,576.0,,,0.0,7.0,0.0,2.2,0.0,11.6,0.0,2.2,216.0,222.0,725.0,696.0,
58,15,10.0,8.0,20.0,384.0,720.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,387.0,359.0,912.0,902.0,
59,10,20.0,32.0,19.0,0.0,576.0,,,3.4,2.5,1.6,0.2,4.8,3.5,2.0,1.1,36.0,35.0,728.0,766.0,
60,15,60.0,24.0,17.0,384.0,720.0,,,3.7,2.3,0.0,0.9,4.9,3.9,0.0,1.4,396.0,383.0,947.0,953.0,
61,45,65.0,32.0,9.0,0.0,576.0,,,1.7,1.2,0.6,0.1,2.3,1.4,1.2,0.5,109.0,84.0,563.0,537.0,
62,65,35.0,16.0,3.0,0.0,576.0,,,1.1,0.0,0.0,0.1,1.6,0.0,0.0,0.2,6.0,22.0,557.0,556.0,
63,65,20.0,8.0,6.0,0.0,576.0,,,0.0,0.0,2.4,0.0,0.0,0.0,3.6,0.0,8.0,0.0,600.0,625.0,
64,45,30.0,24.0,17.0,0.0,576.0,,,3.5,2.4,0.9,0.0,5.3,3.3,1.6,0.0,5.0,12.0,508.0,507.0,
65,35,40.0,32.0,16.0,0.0,576.0,,,3.2,1.7,1.3,0.1,4.2,2.7,1.4,1.3,4.0,9.0,533.0,564.0,
66,41,37.0,16.0,16.0,384.0,720.0,,,4.3,0.0,2.1,0.0,7.2,0.0,2.4,0.0,379.0,368.0,871.0,847.0,
67,64,42.0,8.0,9.0,0.0,576.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,74.0,87.0,573.0,580.0,
68,40,60.0,24.0,21.0,384.0,720.0,,,4.9,0.0,2.7,0.8,7.5,0.0,2.9,2.2,422.0,421.0,930.0,921.0,
69,31,52.0,8.0,27.0,0.0,576.0,,,0.0,10.8,0.0,0.0,0.0,16.2,0.0,0.0,3.0,1.0,547.0,552.0,
70,35,69.0,24.0,23.0,384.0,720.0,,,4.4,3.4,1.3,0.0,6.1,4.5,3.1,0.0,277.0,273.0,941.0,947.0,
71,65,55.0,24.0,14.0,0.0,576.0,,,2.4,2.1,1.1,0.0,3.9,2.7,1.8,0.0,74.0,43.0,540.0,556.0,
72,63,65.0,24.0,8.0,0.0,576.0,,,2.0,0.0,0.7,0.5,3.0,0.0,1.2,0.6,17.0,10.0,677.0,624.0,
73,2,60.0,8.0,5.0,0.0,576.0,,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,127.0,125.0,594.0,572.0,
74,20,20.0,24.0,8.0,384.0,720.0,,,1.7,1.0,0.5,0.0,2.3,1.4,1.0,0.0,400.0,413.0,955.0,954.0,
75,5,5.0,32.0,16.0,0.0,576.0,,,3.0,1.8,1.3,0.3,4.6,3.2,1.5,0.3,20.0,34.0,521.0,557.0,
76,60,12.0,16.0,31.0,0.0,576.0,,,12.0,0.0,0.0,0.4,14.6,0.0,0.0,4.0,113.0,97.0,559.0,566.0,
77,23,3.0,24.0,7.0,384.0,720.0,,,1.5,1.2,0.0,0.1,2.2,1.8,0.0,0.2,379.0,342.0,918.0,911.0,
78,8,56.0,32.0,27.0,0.0,576.0,,,4.9,3.1,2.3,0.5,6.8,4.6,3.6,1.2,179.0,185.0,705.0,666.0,
79,6,68.0,16.0,30.0,0.0,576.0,,,0.0,8.3,3.7,0.0,0.0,11.7,6.3,0.0,197.0,182.0,627.0,635.0,
80,47,47.0,32.0,13.0,624.0,960.0,,,2.2,1.9,0.9,0.2,3.4,3.0,1.1,0.3,427.0,408.0,951.0,949.0,
81,49,58.0,8.0,10.0,0.0,576.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,229.0,247.0,612.0,587.0,
82,27,43.0,8.0,9.0,0.0,576.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,0.0,11.0,527.0,542.0,
83,37,31.0,32.0,14.0,0.0,576.0,,,2.2,1.6,1.2,0.6,3.0,2.8,1.9,0.8,15.0,2.0,606.0,577.0,
84,57,29.0,24.0,18.0,0.0,576.0,,,4.3,0.0,2.3,0.6,6.1,0.0,3.0,1.7,227.0,256.0,661.0,684.0,
85,63,23.0,16.0,2.0,0.0,576.0,,,0.5,0.3,0.0,0.0,0.6,0.6,0.0,0.0,161.0,185.0,642.0,609.0,
86,21,24.0,16.0,28.0,0.0,576.0,,,7.8,0.0,3.4,0.0,12.1,0.0,4.7,0.0,185.0,206.0,634.0,642.0,
87,12,24.0,24.0,13.0,0.0,576.0,,,2.7,1.5,1.0,0.0,3.7,2.2,1.9,0.0,253.0,271.0,573.0,590.0,
88,24,58.0,24.0,19.0,0.0,576.0,,,0.0,4.0,2.5,1.1,0.0,4.9,4.2,2.3,79.0,64.0,580.0,554.0,
89,67,5.0,32.0,25.0,384.0,720.0,,,4.4,3.5,1.6,0.6,6.1,4.5,3.2,1.2,285.0,292.0,912.0,918.0,
90,37,47.0,8.0,6.0,0.0,576.0,,,0.0,0.0,2.4,0.0,0.0,0.0,3.6,0.0,163.0,164.0,656.0,674.0,
91,49,42.0,24.0,13.0,624.0,960.0,,,3.4,0.0,1.6,0.3,4.8,0.0,1.7,1.3,400.0,431.0,952.0,954.0,
92,53,43.0,8.0,14.0,0.0,576.0,,,0.0,0.0,0.0,5.6,0.0,0.0,0.0,8.4,8.0,13.0,607.0,585.0,
93,61,52.0,8.0,3.0,384.0,720.0,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,324.0,333.0,930.0,952.0,
94,57,48.0,32.0,23.0,0.0,576.0,,,3.9,3.0,1.1,1.1,6.2,4.0,3.1,0.5,250.0,258.0,675.0,660.0,
95,56,37.0,24.0,6.0,0.0,576.0,,,0.0,1.2,0.7,0.4,0.0,2.3,1.1,0.2,8.0,12.0,582.0,583.0,
96,55,54.0,16.0,26.0,384.0,720.0,,,0.0,0.0,8.9,1.5,0.0,0.0,13.8,1.8,395.0,386.0,850.0,829.0,
97,4,18.0,32.0,35.0,384.0,720.0,,,6.4,4.1,1.9,1.6,8.9,6.1,3.8,2.2,414.0,393.0,805.0,797.0,
98,26,52.0,16.0,9.0,0.0,576.0,,,2.3,1.3,0.0,0.0,3.2,2.2,0.0,0.0,13.0,0.0,529.0,502.0,
99,26,35.0,32.0,15.0,0.0,576.0,,,2.9,2.0,0.9,0.3,4.0,3.1,1.7,0.3,120.0,134.0,619.0,594.0,
100,31,67.0,32.0,3.0,384.0,720.0,,,0.5,0.3,0.2,0.1,0.9,0.5,0.3,0.1,356.0,352.0,957.0,947.0,
101,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
