CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,2.2,1.8,3.9,2.1,909.0,912.0,968.0,968.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,7.3,4.7,9.9,8.1,821.0,824.0,873.0,872.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,58.0,61.0,151.0,153.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,723.0,723.0,785.0,786.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.1,1.9,3.4,2.6,9.0,12.0,71.0,71.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,5.0,3.0,7.4,4.6,614.0,620.0,706.0,702.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,4.8,3.2,7.8,4.2,165.0,167.0,225.0,226.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,5.2,2.8,8.2,3.8,249.0,250.0,327.0,328.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.4,1.6,4.2,1.8,532.0,530.0,607.0,605.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,357.0,355.0,415.0,414.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.1,1.9,447.0,442.0,506.0,505.0,
12,25,85.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,645.0,651.0,724.0,722.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,29.0,24.0,94.0,93.0,
