CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,2.4,1.6,3.8,2.2,0.0,0.0,208.0,204.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,1.9,0.9,2.5,1.7,0.0,0.0,214.0,222.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,5.2,0.0,7.8,0.0,0.0,0.0,208.0,215.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,5.0,2.6,6.1,5.3,139.0,136.0,170.0,169.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,10.4,0.0,15.6,0.0,0.0,0.0,203.0,204.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,1.2,0.0,1.8,0.0,89.0,89.0,120.0,120.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,2.0,0.0,3.0,0.0,0.0,217.0,212.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,83.0,84.0,116.0,118.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,3.9,2.5,5.9,3.7,87.0,84.0,120.0,120.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,6.4,0.0,9.6,0.0,114.0,114.0,145.0,145.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,2.6,2.2,4.3,2.9,56.0,56.0,90.0,90.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,0.0,0.0,222.0,224.0,
13,30,25.0,16.0,23.0,149.5,230.0,,,5.1,4.1,7.7,6.1,147.0,147.0,181.0,181.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,8.0,0.0,12.0,0.0,31.0,32.0,64.0,64.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,3.2,0.0,4.8,0.0,51.0,51.0,83.0,83.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,63.0,62.0,95.0,96.0,
17,5,30.0,16.0,2.0,149.5,230.0,,,0.4,0.4,0.8,0.4,144.0,145.0,179.0,178.0,
