CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,650.0,1000.0,,,2.4,1.6,3.9,2.1,657.0,645.0,900.0,918.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.9,0.9,2.5,1.7,83.0,80.0,354.0,339.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,0.0,5.2,0.0,7.8,427.0,436.0,682.0,678.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,4.2,3.4,8.0,3.4,612.0,601.0,883.0,882.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,10.4,0.0,15.6,15.0,2.0,283.0,264.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,1.2,0.0,1.8,341.0,344.0,586.0,587.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.2,0.8,2.0,1.0,249.0,250.0,492.0,494.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,5.4,312.0,308.0,580.0,586.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,3.6,2.8,6.1,3.5,318.0,313.0,569.0,575.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,0.0,6.4,0.0,9.6,467.0,461.0,741.0,742.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,4.8,0.0,7.2,130.0,126.0,407.0,390.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.2,3.4,7.7,3.7,151.0,152.0,414.0,429.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,9.2,0.0,13.8,635.0,631.0,884.0,884.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,8.0,0.0,12.0,0.0,15.0,26.0,294.0,293.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,2.0,1.2,3.3,1.5,100.0,101.0,363.0,382.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.4,3.2,7.7,3.7,197.0,195.0,462.0,453.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.5,0.3,0.7,0.5,671.0,667.0,923.0,943.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,3.0,1.8,5.1,2.1,270.0,278.0,536.0,528.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,6.8,0.0,10.2,0.0,197.0,189.0,461.0,453.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,0.0,3.6,0.0,5.4,499.0,480.0,765.0,754.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,4.4,0.0,6.6,0.0,138.0,140.0,407.0,394.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,7.2,0.0,10.8,322.0,327.0,590.0,593.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,11.6,0.0,17.4,0.0,133.0,131.0,399.0,397.0,
24,65,35.0,16.0,3.0,650.0,1000.0,,,0.7,0.5,1.1,0.7,639.0,640.0,911.0,918.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,2.4,0.0,3.6,0.0,710.0,708.0,965.0,965.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
