CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,5.9,4.1,205.0,589.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,19.0,11.0,18.0,591.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,1003.0,1496.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,1131.0,1532.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,7.0,3.0,9.0,426.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,295.0,857.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,11.2,8.8,927.0,1356.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,11.6,8.4,2617.0,3304.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,6.6,3.4,2365.0,3024.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,5.9,4.1,2615.0,3125.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2568.0,2958.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,0.0,20.0,1977.0,2437.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,18.3,11.7,2293.0,2690.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,6.5,3.5,1821.0,2389.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,40.0,0.0,2048.0,2525.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,40.0,0.0,1751.0,2278.0,
17,18,75.0,8.0,20.0,2203.5,3390.0,,,0.0,20.0,2128.0,2678.0,
18,15,75.0,8.0,20.0,1356.0,2542.5,,,20.0,0.0,1510.0,2094.0,
19,15,80.0,16.0,10.0,1356.0,2542.5,,,6.5,3.5,1660.0,2181.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,5.9,4.1,3.0,685.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,0.0,20.0,2653.0,3337.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,1.0,534.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,6.1,3.9,1481.0,1934.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,5.0,382.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,27.3,12.7,2373.0,2795.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,
