CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,3.1,0.0,0.9,0.0,4.2,0.0,1.8,0.0,302.0,286.0,488.0,492.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,140.0,145.0,442.0,438.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1134.0,1118.0,1360.0,1366.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1245.0,1245.0,1446.0,1434.0,
5,42,65.0,24.0,10.0,0.0,2034.0,,,2.6,0.0,0.8,0.5,3.8,0.0,1.6,0.6,3.0,7.0,225.0,227.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,0.0,5.6,2.4,0.0,0.0,7.6,4.4,0.0,178.0,139.0,950.0,965.0,
7,58,70.0,24.0,20.0,0.0,2034.0,,,3.9,2.2,1.8,0.0,5.3,4.3,2.4,0.0,1056.0,1049.0,1258.0,1261.0,
8,34,60.0,32.0,20.0,2203.5,3390.0,,,3.5,2.5,1.3,0.7,5.0,4.2,2.1,0.6,1925.0,1919.0,3326.0,3302.0,
9,28,70.0,32.0,10.0,2203.5,3390.0,,,1.8,1.2,0.8,0.2,2.7,1.9,0.9,0.5,2049.0,2019.0,3386.0,3299.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,0.0,3.1,0.0,0.9,0.0,5.7,0.0,0.3,2299.0,2227.0,3371.0,3285.0,
11,35,69.0,24.0,10.0,2203.5,3390.0,,,2.5,0.0,1.2,0.2,3.7,0.0,1.5,0.8,2384.0,2366.0,3166.0,3146.0,
12,25,85.0,16.0,20.0,1356.0,2542.5,,,4.5,3.5,0.0,0.0,7.4,4.6,0.0,0.0,1700.0,1759.0,2689.0,2660.0,
13,22,75.0,32.0,30.0,2203.5,3390.0,,,4.7,3.6,2.8,0.9,7.9,6.0,2.4,1.7,2102.0,2132.0,2892.0,2863.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1520.0,1568.0,2670.0,2687.0,
15,20,80.0,24.0,40.0,1356.0,2542.5,,,7.9,6.7,0.0,1.4,11.7,9.5,0.0,2.7,1801.0,1848.0,2744.0,2735.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,14.8,0.0,0.0,1.2,19.9,0.0,0.0,4.1,1467.0,1454.0,2532.0,2586.0,
17,18,75.0,24.0,20.0,2203.5,3390.0,,,3.5,2.4,2.1,0.0,5.7,4.2,2.1,0.0,1836.0,1821.0,2899.0,2949.0,
18,15,75.0,8.0,20.0,1356.0,2542.5,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,1285.0,1241.0,2390.0,2406.0,
19,15,80.0,32.0,10.0,1356.0,2542.5,,,1.6,1.4,0.7,0.3,2.7,2.0,1.1,0.3,1388.0,1384.0,2450.0,2397.0,
20,30,50.0,32.0,10.0,0.0,2034.0,,,1.6,1.2,0.9,0.3,2.7,1.7,1.3,0.4,2.0,5.0,1042.0,990.0,
21,30,56.0,24.0,20.0,2203.5,3390.0,,,0.0,4.7,1.8,1.5,0.0,7.1,4.5,0.4,2009.0,2060.0,3334.0,3347.0,
22,28,52.0,24.0,20.0,0.0,2034.0,,,4.0,2.2,1.8,0.0,5.6,3.6,2.9,0.0,0.0,3.0,781.0,800.0,
23,14,66.0,16.0,10.0,1356.0,2542.5,,,0.0,0.0,2.2,1.8,0.0,0.0,3.7,2.3,1237.0,1313.0,2146.0,2195.0,
24,25,50.0,32.0,10.0,0.0,2034.0,,,1.6,1.2,0.8,0.4,2.5,2.1,1.1,0.3,12.0,9.0,569.0,557.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2102.0,2137.0,2991.0,2995.0,
26,8,62.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,0.0,0.0,3.6,2.4,0.0,0.0,946.0,987.0,2260.0,2281.0,
27,23,52.0,32.0,10.0,0.0,2034.0,,,1.7,1.3,0.8,0.2,2.7,2.2,0.9,0.2,3.0,13.0,612.0,627.0,
28,4,55.0,16.0,20.0,0.0,2034.0,,,4.1,3.9,0.0,0.0,6.8,5.2,0.0,0.0,922.0,915.0,2127.0,2047.0,
29,20,50.0,32.0,10.0,0.0,2034.0,,,1.7,1.5,0.6,0.2,2.5,2.1,1.2,0.2,13.0,18.0,958.0,1013.0,
