CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1235.0,
2,45,70.0,8.0,30.0,0.0,741.6,,,30.0,0.0,0.0,1127.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1185.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,5.9,4.1,721.0,786.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,6.4,3.6,0.0,1226.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,20.0,0.0,618.0,708.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,12.2,7.8,0.0,1186.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,20.0,0.0,255.0,328.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,529.0,606.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,6.6,3.4,352.0,412.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.4,3.6,448.0,505.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,12.7,7.3,0.0,1193.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,19.6,10.4,29.0,93.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,5.9,4.1,565.0,624.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,24.1,15.9,384.0,431.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,40.0,0.0,470.0,529.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,13.1,6.9,96.0,149.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,175.0,258.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,272.0,346.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,3.0,76.0,
21,30,52.0,16.0,20.0,0.0,741.6,,,12.5,7.5,0.0,1236.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,20.0,808.0,889.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,5.5,4.5,729.0,781.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,6.4,3.6,65.0,148.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,40.0,165.0,228.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,6.2,3.8,0.0,1148.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,10.0,0.0,260.0,319.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,20.0,0.0,544.0,596.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,7.1,2.9,354.0,409.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,6.4,3.6,446.0,509.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1172.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,30.0,0.0,26.0,101.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,25.6,14.4,82.0,162.0,
34,8,45.0,16.0,20.0,0.0,741.6,,,13.4,6.6,0.0,1158.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,7.2,2.8,278.0,345.0,
36,5,45.0,8.0,10.0,0.0,741.6,,,0.0,10.0,659.0,719.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1128.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,474.0,526.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,13.5,6.5,561.0,624.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,261.0,326.0,
41,35,32.0,16.0,10.0,0.0,741.6,,,5.2,4.8,162.0,235.0,
42,33,32.0,8.0,20.0,0.0,741.6,,,0.0,20.0,62.0,156.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,10.0,0.0,9.0,83.0,
44,32,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,355.0,415.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,7.3,2.7,539.0,603.0,
46,30,32.0,8.0,30.0,0.0,741.6,,,30.0,0.0,442.0,514.0,
47,30,35.0,16.0,10.0,803.4,1236.0,,,5.4,4.6,1051.0,1127.0,
48,28,30.0,16.0,10.0,0.0,741.6,,,7.0,3.0,0.0,1205.0,
49,28,35.0,8.0,10.0,803.4,1236.0,,,10.0,0.0,996.0,1067.0,
50,26,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1142.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
