CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,32.0,10.0,803.4,1236.0,,,1.8,1.2,0.6,0.4,2.3,1.9,1.3,0.5,884.0,882.0,989.0,998.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,7.6,0.0,4.4,0.0,12.2,0.0,5.8,0.0,812.0,815.0,884.0,880.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,45.0,55.0,165.0,162.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,703.0,703.0,815.0,807.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.8,0.0,1.2,0.0,4.1,0.0,1.9,0.0,11.0,15.0,62.0,60.0,
6,40,69.0,24.0,20.0,494.4,927.0,,,4.8,2.7,0.0,0.5,6.6,4.6,0.0,0.8,558.0,538.0,769.0,778.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,170.0,169.0,224.0,225.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,5.2,0.0,2.8,0.0,8.1,0.0,3.9,0.0,247.0,242.0,335.0,336.0,
9,38,70.0,24.0,10.0,0.0,741.6,,,2.6,0.0,1.3,0.1,3.8,0.0,2.1,0.1,475.0,487.0,665.0,654.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,358.0,359.0,407.0,406.0,
11,35,69.0,24.0,10.0,0.0,741.6,,,0.0,2.4,1.2,0.5,0.0,3.5,2.3,0.2,446.0,449.0,503.0,503.0,
12,25,85.0,32.0,20.0,0.0,741.6,,,3.7,2.4,1.3,0.6,4.8,3.8,2.3,1.1,645.0,640.0,729.0,730.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,7.1,4.9,0.0,0.0,11.5,6.5,0.0,0.0,27.0,24.0,96.0,101.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,0.0,2.1,1.9,0.0,0.0,3.9,2.1,0.0,569.0,568.0,616.0,619.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,389.0,391.0,421.0,422.0,
16,20,85.0,24.0,40.0,0.0,741.6,,,8.3,5.6,0.0,2.1,12.6,9.0,0.0,2.4,476.0,474.0,528.0,528.0,
17,18,75.0,32.0,20.0,0.0,741.6,,,3.6,2.3,1.7,0.3,5.5,3.8,1.5,1.2,102.0,104.0,143.0,143.0,
18,15,75.0,24.0,20.0,0.0,741.6,,,4.8,0.0,2.3,0.9,8.1,0.0,2.2,1.7,165.0,167.0,261.0,267.0,
19,15,80.0,32.0,10.0,0.0,741.6,,,1.8,1.4,0.6,0.1,2.3,1.8,1.2,0.7,272.0,271.0,351.0,356.0,
20,30,50.0,32.0,10.0,0.0,741.6,,,1.8,1.1,0.9,0.2,2.6,2.1,1.1,0.2,10.0,4.0,77.0,83.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,5.8,0.0,2.2,0.0,8.1,0.0,3.9,0.0,916.0,915.0,962.0,964.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,801.0,801.0,897.0,891.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,739.0,736.0,771.0,773.0,
24,25,50.0,24.0,10.0,0.0,741.6,,,1.8,1.4,0.9,0.0,2.7,2.1,1.2,0.0,47.0,55.0,161.0,163.0,
25,25,52.0,24.0,40.0,0.0,741.6,,,9.5,0.0,4.2,2.3,17.0,0.0,4.8,2.2,169.0,171.0,224.0,224.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
