CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,138.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,216.0,222.0,
2,35,17.0,32.0,7.0,0.0,138.0,,,1.2,0.9,0.5,0.2,2.2,1.2,0.7,0.1,0.0,0.0,221.0,210.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,0.0,3.9,0.0,1.3,0.0,5.5,0.0,2.3,0.0,0.0,216.0,203.0,
4,55,20.0,32.0,19.0,92.0,172.5,,,3.5,2.4,1.4,0.3,4.7,3.4,2.1,1.1,149.0,149.0,159.0,160.0,
5,15,30.0,32.0,26.0,0.0,138.0,,,4.0,3.2,2.0,1.2,6.0,4.7,3.2,1.7,0.0,0.0,200.0,203.0,
6,25,30.0,32.0,3.0,0.0,138.0,,,0.4,0.4,0.2,0.1,0.9,0.5,0.3,0.1,0.0,0.0,225.0,225.0,
7,20,50.0,32.0,5.0,0.0,138.0,,,0.9,0.6,0.3,0.2,1.2,1.1,0.5,0.1,0.0,0.0,208.0,205.0,
8,10,43.0,32.0,9.0,0.0,138.0,,,1.6,1.1,0.7,0.1,2.2,1.8,1.0,0.4,95.0,95.0,105.0,105.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,0.0,0.0,9.6,0.0,0.0,96.0,97.0,107.0,107.0,
10,30,60.0,32.0,16.0,0.0,138.0,,,2.5,2.2,1.2,0.5,4.6,2.8,1.9,0.4,0.0,0.0,207.0,209.0,
11,20,65.0,32.0,12.0,0.0,138.0,,,1.9,1.5,1.0,0.3,3.2,2.0,1.5,0.5,67.0,67.0,78.0,78.0,
12,50,35.0,32.0,19.0,0.0,138.0,,,3.0,2.6,1.6,0.4,5.2,3.6,2.2,0.5,0.0,0.0,212.0,217.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,5.4,3.8,0.0,0.0,7.7,6.1,0.0,0.0,158.0,159.0,169.0,170.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,6.2,0.0,1.8,0.0,7.8,0.0,4.2,0.0,0.0,0.0,191.0,199.0,
15,30,5.0,24.0,8.0,0.0,138.0,,,0.0,1.5,1.0,0.6,0.0,2.2,1.8,0.7,61.0,61.0,71.0,72.0,
16,10,20.0,24.0,19.0,0.0,138.0,,,3.9,2.3,1.4,0.0,5.3,3.5,2.6,0.0,0.0,0.0,192.0,196.0,
17,5,30.0,16.0,2.0,0.0,138.0,,,0.0,0.5,0.3,0.0,0.0,0.7,0.5,0.0,0.0,0.0,190.0,197.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,0.0,4.0,0.0,0.8,0.0,5.5,0.0,1.7,0.0,0.0,218.0,218.0,
19,15,60.0,32.0,17.0,0.0,138.0,,,2.8,2.4,1.2,0.4,4.6,2.5,2.3,0.8,0.0,0.0,197.0,205.0,
20,45,65.0,8.0,9.0,0.0,138.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,196.0,194.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,0.0,0.0,4.4,0.0,0.0,0.0,6.6,0.0,0.0,0.0,209.0,214.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,4.6,0.0,2.6,0.0,7.5,0.0,3.3,0.0,0.0,0.0,206.0,204.0,
23,55,5.0,24.0,29.0,0.0,138.0,,,0.0,5.8,4.0,1.8,0.0,10.5,4.3,2.7,68.0,68.0,79.0,78.0,
24,65,35.0,16.0,3.0,0.0,138.0,,,0.0,0.0,0.8,0.4,0.0,0.0,1.6,0.2,0.0,0.0,195.0,207.0,
25,65,20.0,24.0,6.0,149.5,230.0,,,1.0,0.7,0.6,0.0,1.5,0.9,0.8,0.3,172.0,172.0,182.0,182.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
